province_id,name,marker_index,x,y,terrain_type_id,terrain_type
415,Kars,7,8063.0,2379.0,12,Mountain
415,Kars,8,8074.0,2405.0,12,Mountain
415,Kars,9,8088.0,2370.0,12,Mountain
415,Kars,10,8095.0,2392.0,12,Mountain
415,Kars,11,8111.0,2388.0,12,Mountain
415,Kars,12,8112.0,2356.0,12,Mountain
415,Kars,13,8117.0,2371.0,12,Mountain
415,Kars,14,8129.0,2393.0,12,Mountain
418,Erzurum,0,7905.0,2383.0,12,Mountain
418,Erzurum,1,7916.0,2400.0,12,Mountain
418,Erzurum,2,7938.0,2413.0,12,Mountain
418,Erzurum,3,7962.0,2405.0,12,Mountain
418,Erzurum,4,7987.0,2408.0,12,Mountain
418,Erzurum,5,7987.0,2427.0,12,Mountain
418,Erzurum,6,8006.0,2451.0,12,Mountain
418,Erzurum,7,8013.0,2437.0,12,Mountain
418,Erzurum,8,8032.0,2447.0,12,Mountain
425,Malatya,0,7839.0,2479.0,12,Mountain
425,Malatya,1,7864.0,2502.0,12,Mountain
425,Malatya,2,7877.0,2468.0,12,Mountain
425,Malatya,3,7897.0,2497.0,12,Mountain
425,Malatya,4,7925.0,2483.0,12,Mountain
425,Malatya,5,7930.0,2450.0,12,Mountain
425,Malatya,6,7946.0,2489.0,12,Mountain
442,Idaho Falls,0,1820.0,1804.0,12,Mountain
442,Idaho Falls,1,1841.0,1822.0,12,Mountain
442,Idaho Falls,2,1845.0,1845.0,12,Mountain
443,Pocatello,0,1813.0,1911.0,12,Mountain
443,Pocatello,1,1817.0,1881.0,12,Mountain
443,Pocatello,2,1837.0,1906.0,12,Mountain
443,Pocatello,3,1843.0,1919.0,12,Mountain
448,Bend,0,1312.0,1896.0,12,Mountain
448,Bend,1,1335.0,1872.0,12,Mountain
448,Bend,2,1410.0,1758.0,12,Mountain
448,Bend,3,1427.0,1800.0,12,Mountain
448,Bend,4,1432.0,1819.0,12,Mountain
448,Bend,5,1436.0,1726.0,12,Mountain
448,Bend,6,1444.0,1767.0,12,Mountain
448,Bend,7,1453.0,1746.0,12,Mountain
449,Eugene,0,1237.0,1895.0,13,Forest
449,Eugene,1,1247.0,1869.0,13,Forest
449,Eugene,2,1249.0,1917.0,13,Forest
449,Eugene,3,1278.0,1889.0,13,Forest
454,Klamath Falls,0,1328.0,1916.0,10,Plains
454,Klamath Falls,1,1344.0,1900.0,10,Plains
455,Yakima,0,1401.0,1579.0,12,Mountain
455,Yakima,1,1420.0,1617.0,12,Mountain
455,Yakima,2,1428.0,1656.0,12,Mountain
455,Yakima,3,1436.0,1591.0,12,Mountain
455,Yakima,4,1442.0,1571.0,12,Mountain
456,Everett,0,1349.0,1484.0,12,Mountain
456,Everett,1,1379.0,1524.0,12,Mountain
456,Everett,2,1380.0,1484.0,12,Mountain
456,Everett,3,1404.0,1480.0,12,Mountain
456,Everett,4,1421.0,1515.0,12,Mountain
489,Bakersfield,0,1414.0,2380.0,12,Mountain
489,Bakersfield,1,1422.0,2391.0,12,Mountain
489,Bakersfield,2,1438.0,2368.0,12,Mountain
489,Bakersfield,3,1449.0,2387.0,12,Mountain
489,Bakersfield,4,1458.0,2363.0,12,Mountain
489,Bakersfield,5,1468.0,2384.0,12,Mountain
489,Bakersfield,6,1477.0,2367.0,12,Mountain
489,Bakersfield,7,1484.0,2381.0,12,Mountain
497,Reno,0,1458.0,2119.0,14,Urban
497,Reno,1,1461.0,2096.0,14,Urban
497,Reno,2,1465.0,2105.0,14,Urban
497,Reno,3,1466.0,2134.0,14,Urban
497,Reno,4,1470.0,2112.0,14,Urban
497,Reno,5,1476.0,2125.0,14,Urban
497,Reno,6,1484.0,2131.0,14,Urban
498,Eureka,0,1234.0,1965.0,12,Mountain
498,Eureka,1,1237.0,1989.0,12,Mountain
498,Eureka,2,1237.0,2015.0,12,Mountain
498,Eureka,3,1238.0,2043.0,12,Mountain
498,Eureka,4,1246.0,2068.0,12,Mountain
498,Eureka,5,1268.0,2075.0,12,Mountain
498,Eureka,6,1270.0,1974.0,12,Mountain
498,Eureka,7,1273.0,2010.0,12,Mountain
498,Eureka,8,1276.0,1993.0,12,Mountain
498,Eureka,9,1278.0,2038.0,12,Mountain
498,Eureka,10,1293.0,2029.0,12,Mountain
499,Salinas,0,1342.0,2287.0,12,Mountain
499,Salinas,1,1354.0,2293.0,12,Mountain
499,Salinas,2,1364.0,2272.0,12,Mountain
499,Salinas,3,1371.0,2301.0,12,Mountain
499,Salinas,4,1385.0,2292.0,12,Mountain
500,Redding,0,1323.0,1969.0,12,Mountain
500,Redding,1,1330.0,2014.0,12,Mountain
500,Redding,2,1331.0,2041.0,12,Mountain
500,Redding,3,1334.0,1983.0,12,Mountain
500,Redding,4,1352.0,2027.0,12,Mountain
500,Redding,5,1354.0,1996.0,12,Mountain
500,Redding,6,1366.0,2054.0,12,Mountain
500,Redding,7,1369.0,2018.0,12,Mountain
500,Redding,8,1378.0,2070.0,12,Mountain
500,Redding,9,1389.0,2038.0,12,Mountain
500,Redding,10,1414.0,2042.0,12,Mountain
500,Redding,11,1421.0,2050.0,12,Mountain
501,Santa Rosa (CA),0,1259.0,2100.0,12,Mountain
501,Santa Rosa (CA),1,1260.0,2117.0,12,Mountain
501,Santa Rosa (CA),2,1267.0,2152.0,12,Mountain
501,Santa Rosa (CA),3,1272.0,2110.0,12,Mountain
501,Santa Rosa (CA),4,1277.0,2128.0,12,Mountain
501,Santa Rosa (CA),5,1288.0,2103.0,12,Mountain
501,Santa Rosa (CA),6,1294.0,2148.0,12,Mountain
501,Santa Rosa (CA),7,1295.0,2130.0,12,Mountain
501,Santa Rosa (CA),8,1300.0,2161.0,12,Mountain
504,Fresno,0,1388.0,2330.0,12,Mountain
504,Fresno,1,1400.0,2326.0,12,Mountain
504,Fresno,2,1406.0,2347.0,12,Mountain
504,Fresno,3,1420.0,2336.0,12,Mountain
504,Fresno,4,1436.0,2324.0,12,Mountain
504,Fresno,5,1448.0,2329.0,12,Mountain
504,Fresno,6,1474.0,2329.0,12,Mountain
505,Tonopah,0,1541.0,2262.0,12,Mountain
505,Tonopah,1,1546.0,2226.0,12,Mountain
505,Tonopah,2,1547.0,2248.0,12,Mountain
505,Tonopah,3,1553.0,2266.0,12,Mountain
505,Tonopah,4,1564.0,2236.0,12,Mountain
505,Tonopah,5,1566.0,2261.0,12,Mountain
505,Tonopah,6,1568.0,2275.0,12,Mountain
506,Austin (NV),0,1490.0,2104.0,11,Hills
506,Austin (NV),1,1496.0,2134.0,11,Hills
507,Olancha,0,1507.0,2342.0,12,Mountain
507,Olancha,1,1510.0,2322.0,12,Mountain
507,Olancha,2,1524.0,2331.0,12,Mountain
507,Olancha,3,1526.0,2310.0,12,Mountain
507,Olancha,4,1539.0,2304.0,12,Mountain
507,Olancha,5,1548.0,2313.0,12,Mountain
507,Olancha,6,1553.0,2300.0,12,Mountain
508,Bishop,0,1481.0,2147.0,10,Plains
508,Bishop,1,1500.0,2144.0,10,Plains
512,Ogden,0,1747.0,1993.0,12,Mountain
512,Ogden,1,1751.0,2032.0,12,Mountain
512,Ogden,2,1761.0,1969.0,12,Mountain
512,Ogden,3,1796.0,1996.0,12,Mountain
512,Ogden,4,1811.0,1971.0,12,Mountain
512,Ogden,5,1844.0,1965.0,12,Mountain
517,Vernal,0,1887.0,2046.0,12,Mountain
517,Vernal,1,1904.0,2007.0,12,Mountain
517,Vernal,2,1920.0,2059.0,12,Mountain
517,Vernal,3,1933.0,2026.0,12,Mountain
517,Vernal,4,1959.0,2030.0,12,Mountain
517,Vernal,5,1964.0,2060.0,12,Mountain
517,Vernal,6,1997.0,1997.0,12,Mountain
522,Jackson (WY),0,1895.0,1804.0,12,Mountain
522,Jackson (WY),1,1895.0,1822.0,12,Mountain
522,Jackson (WY),2,1896.0,1772.0,12,Mountain
522,Jackson (WY),3,1920.0,1843.0,12,Mountain
522,Jackson (WY),4,1925.0,1799.0,12,Mountain
522,Jackson (WY),5,1939.0,1773.0,12,Mountain
522,Jackson (WY),6,1955.0,1819.0,12,Mountain
527,Colorado Springs,0,2161.0,2166.0,12,Mountain
527,Colorado Springs,1,2182.0,2159.0,12,Mountain
527,Colorado Springs,2,2184.0,2141.0,12,Mountain
527,Colorado Springs,3,2201.0,2175.0,12,Mountain
527,Colorado Springs,4,2202.0,2153.0,12,Mountain
528,Pueblo,0,2152.0,2253.0,12,Mountain
528,Pueblo,1,2153.0,2220.0,12,Mountain
528,Pueblo,2,2178.0,2237.0,12,Mountain
528,Pueblo,3,2194.0,2215.0,12,Mountain
528,Pueblo,4,2198.0,2250.0,12,Mountain
528,Pueblo,5,2203.0,2226.0,12,Mountain
534,Aspen,0,2048.0,2138.0,12,Mountain
534,Aspen,1,2050.0,2152.0,12,Mountain
534,Aspen,2,2054.0,2122.0,12,Mountain
534,Aspen,3,2072.0,2142.0,12,Mountain
534,Aspen,4,2089.0,2138.0,12,Mountain
534,Aspen,5,2092.0,2168.0,12,Mountain
534,Aspen,6,2105.0,2156.0,12,Mountain
534,Aspen,7,2108.0,2179.0,12,Mountain
534,Aspen,8,2122.0,2122.0,12,Mountain
597,El Paso,0,1991.0,2559.0,12,Mountain
597,El Paso,1,2000.0,2537.0,12,Mountain
597,El Paso,2,2021.0,2553.0,12,Mountain
597,El Paso,3,2039.0,2551.0,12,Mountain
597,El Paso,4,2059.0,2552.0,12,Mountain
597,El Paso,5,2084.0,2556.0,12,Mountain
621,Blacksburg,0,3406.0,2227.0,12,Mountain
621,Blacksburg,1,3412.0,2198.0,12,Mountain
621,Blacksburg,2,3419.0,2216.0,12,Mountain
621,Blacksburg,3,3420.0,2176.0,12,Mountain
624,Asheville,0,3261.0,2374.0,12,Mountain
624,Asheville,1,3273.0,2373.0,12,Mountain
624,Asheville,2,3285.0,2366.0,12,Mountain
630,Hickory,0,3331.0,2354.0,12,Mountain
630,Hickory,1,3347.0,2352.0,12,Mountain
630,Hickory,2,3356.0,2341.0,12,Mountain
630,Hickory,3,3372.0,2323.0,12,Mountain
635,Van Horn,0,2107.0,2566.0,12,Mountain
635,Van Horn,1,2146.0,2621.0,12,Mountain
635,Van Horn,2,2148.0,2596.0,12,Mountain
635,Van Horn,3,2157.0,2639.0,12,Mountain
635,Van Horn,4,2169.0,2602.0,12,Mountain
635,Van Horn,5,2174.0,2623.0,12,Mountain
635,Van Horn,6,2184.0,2643.0,12,Mountain
639,Santa Fe,0,2113.0,2342.0,12,Mountain
639,Santa Fe,1,2124.0,2326.0,12,Mountain
639,Santa Fe,2,2130.0,2385.0,12,Mountain
639,Santa Fe,3,2133.0,2303.0,12,Mountain
639,Santa Fe,4,2143.0,2369.0,12,Mountain
639,Santa Fe,5,2155.0,2344.0,12,Mountain
639,Santa Fe,6,2158.0,2295.0,12,Mountain
639,Santa Fe,7,2158.0,2323.0,12,Mountain
639,Santa Fe,8,2180.0,2300.0,12,Mountain
640,Farmington (NM),0,2096.0,2318.0,11,Hills
640,Farmington (NM),1,2102.0,2303.0,11,Hills
662,McCarthy,0,799.0,824.0,12,Mountain
662,McCarthy,1,846.0,819.0,12,Mountain
662,McCarthy,2,848.0,956.0,12,Mountain
662,McCarthy,3,883.0,937.0,12,Mountain
662,McCarthy,4,901.0,802.0,12,Mountain
662,McCarthy,5,929.0,778.0,12,Mountain
662,McCarthy,6,938.0,732.0,12,Mountain
662,McCarthy,7,942.0,953.0,12,Mountain
663,Prudhoe Bay,0,689.0,547.0,12,Mountain
663,Prudhoe Bay,1,698.0,426.0,12,Mountain
663,Prudhoe Bay,2,719.0,550.0,12,Mountain
663,Prudhoe Bay,3,726.0,464.0,12,Mountain
663,Prudhoe Bay,4,742.0,522.0,12,Mountain
663,Prudhoe Bay,5,770.0,547.0,12,Mountain
663,Prudhoe Bay,6,804.0,517.0,12,Mountain
663,Prudhoe Bay,7,818.0,453.0,12,Mountain
663,Prudhoe Bay,8,846.0,474.0,12,Mountain
663,Prudhoe Bay,9,851.0,528.0,12,Mountain
663,Prudhoe Bay,10,888.0,535.0,12,Mountain
663,Prudhoe Bay,11,894.0,441.0,12,Mountain
663,Prudhoe Bay,12,903.0,482.0,12,Mountain
663,Prudhoe Bay,13,930.0,431.0,12,Mountain
663,Prudhoe Bay,14,936.0,475.0,12,Mountain
663,Prudhoe Bay,15,950.0,497.0,12,Mountain
664,Barrow,0,327.0,467.0,12,Mountain
664,Barrow,1,389.0,418.0,12,Mountain
664,Barrow,2,416.0,518.0,12,Mountain
664,Barrow,3,449.0,547.0,12,Mountain
664,Barrow,4,469.0,599.0,12,Mountain
664,Barrow,5,501.0,539.0,12,Mountain
664,Barrow,6,503.0,464.0,12,Mountain
664,Barrow,7,513.0,580.0,12,Mountain
664,Barrow,8,550.0,396.0,12,Mountain
664,Barrow,9,559.0,547.0,12,Mountain
664,Barrow,10,581.0,465.0,12,Mountain
664,Barrow,11,594.0,555.0,12,Mountain
664,Barrow,12,607.0,584.0,12,Mountain
666,Aniak,0,285.0,945.0,12,Mountain
666,Aniak,1,321.0,897.0,12,Mountain
666,Aniak,2,386.0,918.0,12,Mountain
666,Aniak,3,416.0,884.0,12,Mountain
666,Aniak,4,492.0,884.0,12,Mountain
666,Aniak,5,498.0,930.0,12,Mountain
666,Aniak,6,601.0,896.0,12,Mountain
666,Aniak,7,694.0,894.0,12,Mountain
666,Aniak,8,705.0,844.0,12,Mountain
666,Aniak,9,733.0,845.0,12,Mountain
667,Perryville,0,307.0,1161.0,12,Mountain
667,Perryville,1,380.0,1132.0,12,Mountain
667,Perryville,2,470.0,1084.0,12,Mountain
667,Perryville,3,525.0,1064.0,12,Mountain
667,Perryville,4,560.0,1038.0,12,Mountain
667,Perryville,5,586.0,984.0,12,Mountain
667,Perryville,6,590.0,1018.0,12,Mountain
667,Perryville,7,636.0,977.0,12,Mountain
667,Perryville,8,637.0,1008.0,12,Mountain
667,Perryville,9,663.0,987.0,12,Mountain
667,Perryville,10,706.0,979.0,12,Mountain
668,Fort St. John,0,1401.0,1020.0,12,Mountain
668,Fort St. John,1,1421.0,1014.0,12,Mountain
668,Fort St. John,2,1424.0,1039.0,12,Mountain
668,Fort St. John,3,1430.0,1076.0,12,Mountain
672,Fort Nelson,0,1330.0,957.0,12,Mountain
672,Fort Nelson,1,1338.0,973.0,12,Mountain
672,Fort Nelson,2,1374.0,963.0,12,Mountain
672,Fort Nelson,3,1397.0,974.0,12,Mountain
672,Fort Nelson,4,1402.0,955.0,12,Mountain
672,Fort Nelson,5,1413.0,979.0,12,Mountain
674,Whistler,0,1210.0,1357.0,12,Mountain
674,Whistler,1,1231.0,1364.0,12,Mountain
674,Whistler,2,1244.0,1390.0,12,Mountain
674,Whistler,3,1250.0,1347.0,12,Mountain
674,Whistler,4,1258.0,1378.0,12,Mountain
675,Terrace,0,1174.0,1148.0,12,Mountain
675,Terrace,1,1180.0,1172.0,12,Mountain
675,Terrace,2,1187.0,1192.0,12,Mountain
675,Terrace,3,1202.0,1231.0,12,Mountain
675,Terrace,4,1204.0,1204.0,12,Mountain
675,Terrace,5,1213.0,1162.0,12,Mountain
675,Terrace,6,1226.0,1176.0,12,Mountain
677,Iskut,0,1106.0,1129.0,12,Mountain
677,Iskut,1,1121.0,1103.0,12,Mountain
677,Iskut,2,1139.0,1094.0,12,Mountain
677,Iskut,3,1168.0,1085.0,12,Mountain
677,Iskut,4,1190.0,1079.0,12,Mountain
677,Iskut,5,1198.0,1099.0,12,Mountain
678,Cassiar,0,1097.0,961.0,12,Mountain
678,Cassiar,1,1137.0,961.0,12,Mountain
678,Cassiar,2,1139.0,985.0,12,Mountain
678,Cassiar,3,1154.0,1006.0,12,Mountain
678,Cassiar,4,1164.0,972.0,12,Mountain
678,Cassiar,5,1177.0,999.0,12,Mountain
679,Toad River,0,1216.0,953.0,12,Mountain
679,Toad River,1,1224.0,978.0,12,Mountain
679,Toad River,2,1226.0,1006.0,12,Mountain
679,Toad River,3,1264.0,988.0,12,Mountain
679,Toad River,4,1274.0,956.0,12,Mountain
679,Toad River,5,1287.0,1007.0,12,Mountain
679,Toad River,6,1293.0,964.0,12,Mountain
683,Kitimat,0,1207.0,1280.0,12,Mountain
683,Kitimat,1,1212.0,1300.0,12,Mountain
683,Kitimat,2,1225.0,1282.0,12,Mountain
683,Kitimat,3,1227.0,1272.0,12,Mountain
683,Kitimat,4,1228.0,1297.0,12,Mountain
687,Cranbrook,0,1548.0,1399.0,12,Mountain
687,Cranbrook,1,1551.0,1424.0,12,Mountain
687,Cranbrook,2,1584.0,1384.0,12,Mountain
687,Cranbrook,3,1596.0,1382.0,12,Mountain
687,Cranbrook,4,1597.0,1415.0,12,Mountain
687,Cranbrook,5,1625.0,1412.0,12,Mountain
687,Cranbrook,6,1627.0,1380.0,12,Mountain
687,Cranbrook,7,1644.0,1400.0,12,Mountain
689,Golden,0,1507.0,1333.0,12,Mountain
689,Golden,1,1521.0,1293.0,12,Mountain
689,Golden,2,1547.0,1329.0,12,Mountain
689,Golden,3,1549.0,1309.0,12,Mountain
689,Golden,4,1572.0,1332.0,12,Mountain
689,Golden,5,1589.0,1340.0,12,Mountain
707,Banff,0,1546.0,1252.0,12,Mountain
707,Banff,1,1568.0,1266.0,12,Mountain
707,Banff,2,1575.0,1231.0,12,Mountain
707,Banff,3,1577.0,1201.0,12,Mountain
707,Banff,4,1590.0,1214.0,12,Mountain
707,Banff,5,1591.0,1249.0,12,Mountain
707,Banff,6,1608.0,1284.0,12,Mountain
707,Banff,7,1626.0,1265.0,12,Mountain
707,Banff,8,1628.0,1250.0,12,Mountain
708,Grand Cache,0,1462.0,1199.0,12,Mountain
708,Grand Cache,1,1465.0,1174.0,12,Mountain
708,Grand Cache,2,1490.0,1156.0,12,Mountain
708,Grand Cache,3,1490.0,1222.0,12,Mountain
708,Grand Cache,4,1495.0,1190.0,12,Mountain
708,Grand Cache,5,1511.0,1170.0,12,Mountain
708,Grand Cache,6,1511.0,1206.0,12,Mountain
708,Grand Cache,7,1536.0,1170.0,12,Mountain
737,Dawson,0,1003.0,635.0,12,Mountain
737,Dawson,1,1013.0,742.0,12,Mountain
737,Dawson,2,1014.0,721.0,12,Mountain
737,Dawson,3,1020.0,692.0,12,Mountain
737,Dawson,4,1027.0,655.0,12,Mountain
737,Dawson,5,1034.0,608.0,12,Mountain
737,Dawson,6,1042.0,721.0,12,Mountain
737,Dawson,7,1047.0,675.0,12,Mountain
737,Dawson,8,1070.0,725.0,12,Mountain
737,Dawson,9,1075.0,680.0,12,Mountain
737,Dawson,10,1097.0,668.0,12,Mountain
737,Dawson,11,1118.0,723.0,12,Mountain
737,Dawson,12,1123.0,690.0,12,Mountain
737,Dawson,13,1153.0,728.0,12,Mountain
737,Dawson,14,1162.0,748.0,12,Mountain
737,Dawson,15,1198.0,727.0,12,Mountain
740,Ross River,0,1185.0,836.0,12,Mountain
740,Ross River,1,1212.0,797.0,12,Mountain
740,Ross River,2,1225.0,846.0,12,Mountain
740,Ross River,3,1245.0,790.0,12,Mountain
740,Ross River,4,1245.0,810.0,12,Mountain
740,Ross River,5,1245.0,843.0,12,Mountain
740,Ross River,6,1256.0,760.0,12,Mountain
740,Ross River,7,1272.0,808.0,12,Mountain
740,Ross River,8,1283.0,834.0,12,Mountain
874,La Paz (MX),0,1857.0,2999.0,12,Mountain
874,La Paz (MX),1,1917.0,3051.0,12,Mountain
886,Tampico,0,2322.0,3092.0,12,Mountain
886,Tampico,1,2323.0,3075.0,12,Mountain
886,Tampico,2,2327.0,3108.0,12,Mountain
886,Tampico,3,2344.0,3057.0,12,Mountain
886,Tampico,4,2346.0,3102.0,12,Mountain
886,Tampico,5,2357.0,3084.0,12,Mountain
886,Tampico,6,2381.0,3096.0,12,Mountain
886,Tampico,7,2385.0,3066.0,12,Mountain
889,Irapuato,0,2261.0,3200.0,12,Mountain
889,Irapuato,1,2269.0,3175.0,12,Mountain
889,Irapuato,2,2280.0,3220.0,12,Mountain
889,Irapuato,3,2284.0,3162.0,12,Mountain
889,Irapuato,4,2292.0,3216.0,12,Mountain
889,Irapuato,5,2296.0,3184.0,12,Mountain
889,Irapuato,6,2307.0,3170.0,12,Mountain
894,San Juan del Río,0,2336.0,3203.0,12,Mountain
894,San Juan del Río,1,2337.0,3163.0,12,Mountain
894,San Juan del Río,2,2345.0,3235.0,12,Mountain
894,San Juan del Río,3,2346.0,3189.0,12,Mountain
894,San Juan del Río,4,2351.0,3168.0,12,Mountain
894,San Juan del Río,5,2360.0,3199.0,12,Mountain
894,San Juan del Río,6,2370.0,3221.0,12,Mountain
894,San Juan del Río,7,2379.0,3239.0,12,Mountain
899,Córdoba (MX),0,2406.0,3318.0,12,Mountain
899,Córdoba (MX),1,2423.0,3331.0,12,Mountain
899,Córdoba (MX),2,2438.0,3312.0,12,Mountain
899,Córdoba (MX),3,2461.0,3351.0,12,Mountain
899,Córdoba (MX),4,2464.0,3327.0,12,Mountain
903,Tuxtepec,0,2502.0,3383.0,12,Mountain
903,Tuxtepec,1,2521.0,3398.0,12,Mountain
903,Tuxtepec,2,2539.0,3415.0,12,Mountain
903,Tuxtepec,3,2549.0,3410.0,12,Mountain
904,Tuxtla Gutiérrez,0,2582.0,3457.0,12,Mountain
904,Tuxtla Gutiérrez,1,2596.0,3465.0,12,Mountain
904,Tuxtla Gutiérrez,2,2621.0,3472.0,12,Mountain
904,Tuxtla Gutiérrez,3,2623.0,3489.0,12,Mountain
904,Tuxtla Gutiérrez,4,2627.0,3505.0,12,Mountain
904,Tuxtla Gutiérrez,5,2644.0,3533.0,12,Mountain
910,Elfin Cove,0,1017.0,995.0,12,Mountain
910,Elfin Cove,1,1047.0,1021.0,12,Mountain
910,Elfin Cove,2,1061.0,1050.0,12,Mountain
910,Elfin Cove,3,1065.0,1011.0,12,Mountain
910,Elfin Cove,4,1103.0,1054.0,12,Mountain
910,Elfin Cove,5,1109.0,1038.0,12,Mountain
911,Benito Juárez,0,2031.0,2619.0,12,Mountain
911,Benito Juárez,1,2043.0,2647.0,12,Mountain
911,Benito Juárez,2,2059.0,2616.0,12,Mountain
911,Benito Juárez,3,2074.0,2655.0,12,Mountain
911,Benito Juárez,4,2082.0,2612.0,12,Mountain
911,Benito Juárez,5,2089.0,2639.0,12,Mountain
911,Benito Juárez,6,2104.0,2660.0,12,Mountain
916,Delicias,0,2143.0,2707.0,12,Mountain
916,Delicias,1,2155.0,2761.0,12,Mountain
916,Delicias,2,2161.0,2736.0,12,Mountain
916,Delicias,3,2166.0,2716.0,12,Mountain
916,Delicias,4,2175.0,2750.0,12,Mountain
917,Ures,0,1908.0,2624.0,12,Mountain
917,Ures,1,1915.0,2649.0,12,Mountain
917,Ures,2,1945.0,2648.0,12,Mountain
917,Ures,3,1966.0,2616.0,12,Mountain
917,Ures,4,1970.0,2670.0,12,Mountain
917,Ures,5,1981.0,2633.0,12,Mountain
917,Ures,6,1995.0,2654.0,12,Mountain
924,Saltillo,0,2264.0,2898.0,12,Mountain
924,Saltillo,1,2275.0,2927.0,12,Mountain
924,Saltillo,2,2289.0,2895.0,12,Mountain
924,Saltillo,3,2313.0,2922.0,12,Mountain
925,Matehuala,0,2289.0,2999.0,12,Mountain
925,Matehuala,1,2298.0,2972.0,12,Mountain
925,Matehuala,2,2302.0,3018.0,12,Mountain
925,Matehuala,3,2312.0,2998.0,12,Mountain
930,El Hundido,0,2181.0,2840.0,12,Mountain
930,El Hundido,1,2187.0,2813.0,12,Mountain
930,El Hundido,2,2211.0,2801.0,12,Mountain
930,El Hundido,3,2212.0,2823.0,12,Mountain
930,El Hundido,4,2224.0,2857.0,12,Mountain
930,El Hundido,5,2247.0,2837.0,12,Mountain
934,Guatemala,0,2679.0,3571.0,12,Mountain
934,Guatemala,1,2693.0,3555.0,12,Mountain
934,Guatemala,2,2705.0,3575.0,12,Mountain
934,Guatemala,3,2722.0,3580.0,12,Mountain
934,Guatemala,4,2748.0,3593.0,12,Mountain
950,Bayamo,0,3578.0,3201.0,12,Mountain
950,Bayamo,1,3591.0,3191.0,12,Mountain
953,Azua,0,3814.0,3281.0,12,Mountain
953,Azua,1,3828.0,3284.0,12,Mountain
968,Manizales,0,3164.0,3931.0,12,Mountain
968,Manizales,1,3167.0,3947.0,12,Mountain
968,Manizales,2,3181.0,3943.0,12,Mountain
968,Manizales,3,3189.0,3927.0,12,Mountain
968,Manizales,4,3203.0,3926.0,12,Mountain
968,Manizales,5,3203.0,3956.0,12,Mountain
968,Manizales,6,3214.0,3918.0,12,Mountain
969,Cali,0,3150.0,4037.0,12,Mountain
969,Cali,1,3153.0,4049.0,12,Mountain
969,Cali,2,3164.0,4019.0,12,Mountain
969,Cali,3,3172.0,3985.0,12,Mountain
969,Cali,4,3172.0,4013.0,12,Mountain
969,Cali,5,3176.0,3997.0,12,Mountain
971,Florencia,0,3158.0,4112.0,12,Mountain
971,Florencia,1,3170.0,4099.0,12,Mountain
971,Florencia,2,3173.0,4066.0,12,Mountain
971,Florencia,3,3181.0,4084.0,12,Mountain
974,Tunja,0,3248.0,3907.0,12,Mountain
974,Tunja,1,3256.0,3925.0,12,Mountain
974,Tunja,2,3265.0,3900.0,12,Mountain
974,Tunja,3,3273.0,3885.0,12,Mountain
977,Bucaramanga,0,3297.0,3821.0,12,Mountain
977,Bucaramanga,1,3298.0,3787.0,12,Mountain
977,Bucaramanga,2,3307.0,3805.0,12,Mountain
977,Bucaramanga,3,3324.0,3817.0,12,Mountain
977,Bucaramanga,4,3331.0,3780.0,12,Mountain
977,Bucaramanga,5,3351.0,3827.0,12,Mountain
985,Nueva Loja,0,3125.0,4151.0,12,Mountain
985,Nueva Loja,1,3128.0,4138.0,12,Mountain
985,Nueva Loja,2,3131.0,4160.0,12,Mountain
985,Nueva Loja,3,3137.0,4144.0,12,Mountain
985,Nueva Loja,4,3158.0,4148.0,12,Mountain
988,Ambato,0,3109.0,4184.0,12,Mountain
988,Ambato,1,3116.0,4221.0,12,Mountain
988,Ambato,2,3117.0,4190.0,12,Mountain
988,Ambato,3,3120.0,4212.0,12,Mountain
988,Ambato,4,3128.0,4203.0,12,Mountain
990,Cuenca (EC),0,3028.0,4318.0,12,Mountain
990,Cuenca (EC),1,3048.0,4322.0,12,Mountain
990,Cuenca (EC),2,3060.0,4336.0,12,Mountain
990,Cuenca (EC),3,3067.0,4316.0,12,Mountain
990,Cuenca (EC),4,3084.0,4305.0,12,Mountain
990,Cuenca (EC),5,3095.0,4289.0,12,Mountain
992,Puerto Pardo,0,3121.0,4280.0,12,Mountain
992,Puerto Pardo,1,3135.0,4244.0,12,Mountain
992,Puerto Pardo,2,3136.0,4274.0,12,Mountain
992,Puerto Pardo,3,3140.0,4258.0,12,Mountain
995,Carcross,0,1164.0,909.0,12,Mountain
995,Carcross,1,1201.0,906.0,12,Mountain
995,Carcross,2,1204.0,893.0,12,Mountain
998,Piura,0,2992.0,4377.0,12,Mountain
998,Piura,1,2993.0,4355.0,12,Mountain
998,Piura,2,3005.0,4393.0,12,Mountain
998,Piura,3,3019.0,4387.0,12,Mountain
998,Piura,4,3023.0,4412.0,12,Mountain
998,Piura,5,3024.0,4366.0,12,Mountain
999,Chiclayo,0,3045.0,4440.0,12,Mountain
999,Chiclayo,1,3062.0,4423.0,12,Mountain
999,Chiclayo,2,3062.0,4462.0,12,Mountain
999,Chiclayo,3,3067.0,4449.0,12,Mountain
999,Chiclayo,4,3080.0,4482.0,12,Mountain
999,Chiclayo,5,3082.0,4463.0,12,Mountain
999,Chiclayo,6,3088.0,4498.0,12,Mountain
1001,Chincha Alta,0,3185.0,4663.0,12,Mountain
1001,Chincha Alta,1,3198.0,4684.0,12,Mountain
1001,Chincha Alta,2,3216.0,4705.0,12,Mountain
1001,Chincha Alta,3,3218.0,4673.0,12,Mountain
