province_id,name,x,y
788,Shawinigan,3786.0,1602.0
789,Rouyn-Noranda,3458.0,1502.0
790,Saint-Jérôme,3690.0,1671.0
791,La Tuque,3771.0,1531.0
792,Rimouski,4031.0,1475.0
793,Val-d'Or,3617.0,1495.0
794,Kipawa,3495.0,1602.0
795,La Sarre,3495.0,1420.0
796,Kitcisakik,3640.0,1560.0
797,Salluit,3961.0,900.0
798,Sakami,3729.0,1200.0
799,Happy Valley-Goose Bay,4408.0,1229.0
800,Sept-Îles,4135.0,1371.0
801,Kuujjuaq,4163.0,1060.0
802,Mistissini,3939.0,1301.0
803,Eastmain,3543.0,1287.0
804,Caniapiscau,4028.0,1155.0
805,Aklavik,1394.0,573.0
806,Old Crow,1034.0,482.0
807,Fort Reliance,1985.0,754.0
808,Snowdrift,1843.0,748.0
809,Bathurst Inlet,2189.0,699.0
810,Coppermine,1719.0,604.0
811,Philadelphia,3649.0,2096.0
812,Washington,3598.0,2147.0
813,Pittsburgh,3430.0,2054.0
814,Rochester (NY),3543.0,1875.0
815,Baltimore,3604.0,2117.0
816,Johnstown,3504.0,2054.0
817,Princeton,3693.0,2057.0
818,Harrisburg,3602.0,2049.0
819,Scranton,3671.0,1983.0
820,Syracuse,3634.0,1862.0
821,Binghamton,3640.0,1918.0
822,Providence,3862.0,1948.0
823,Worcester,3835.0,1896.0
824,Hartford,3787.0,1940.0
825,New Haven,3779.0,1986.0
826,Atlantic City,3664.0,2158.0
827,Erie,3423.0,1953.0
828,Lewisburg,3594.0,1990.0
829,State College,3537.0,1990.0
830,Bangor,3978.0,1742.0
831,Portland (ME),3916.0,1798.0
832,Manchester (NH),3851.0,1853.0
833,Albany (NY),3734.0,1861.0
834,Kingston (NY),3723.0,1928.0
835,Burlington,3761.0,1784.0
836,Watertown,3640.0,1803.0
837,Miami,3422.0,2882.0
838,Atlanta,3221.0,2452.0
839,Jacksonville,3347.0,2645.0
840,New Orleans,2935.0,2679.0
841,Lafayette (LA),2824.0,2659.0
842,Shreveport,2762.0,2542.0
843,Jackson,2906.0,2553.0
844,Oxford,2951.0,2437.0
845,Hattiesburg,2939.0,2616.0
846,Huntsville (AL),3060.0,2427.0
847,Birmingham (AL),3040.0,2486.0
848,Montgomery,3055.0,2557.0
849,Meridian,2971.0,2553.0
850,Athens (GA),3257.0,2448.0
851,Marietta,3198.0,2435.0
852,Macon,3260.0,2529.0
853,Savannah,3354.0,2562.0
854,Columbus (GA),3173.0,2529.0
855,Dothan,3121.0,2588.0
856,Tallahassee,3199.0,2646.0
857,Fredericton,4093.0,1675.0
858,Moncton,4191.0,1639.0
859,Yarmouth,4147.0,1792.0
860,New Glasgow,4326.0,1691.0
861,Valdosta,3283.0,2618.0
862,Albany (GA),3218.0,2570.0
863,Gainesville,3322.0,2687.0
864,Orlando,3365.0,2765.0
865,Tampa,3311.0,2785.0
866,Fort Myers,3350.0,2873.0
867,Mobile,3011.0,2623.0
868,Panama City,3131.0,2637.0
869,Tijuana,1582.0,2548.0
870,Ensenada,1597.0,2593.0
871,La Suerte,1643.0,2649.0
872,San Ignacio,1765.0,2842.0
873,Punta Prieta,1684.0,2720.0
874,La Paz (MX),1902.0,3027.0
875,Loreto,1833.0,2900.0
876,Chihuahua,2100.0,2707.0
877,Hermosillo,1890.0,2704.0
878,Monterey,2343.0,2897.0
879,Mazatlan,2037.0,3056.0
880,Mérida,2821.0,3186.0
881,Veracruz,2520.0,3322.0
882,Mexico City,2390.0,3276.0
883,Acapulco,2360.0,3422.0
884,Tepic,2098.0,3157.0
885,San Luis Potosi,2255.0,3092.0
886,Tampico,2390.0,3089.0
887,Puerto Vallarta,2087.0,3225.0
888,Guadalajara,2197.0,3207.0
889,Irapuato,2272.0,3186.0
890,Poza Rica,2418.0,3192.0
891,Xalapa Enríquez,2465.0,3272.0
892,Escárcega,2766.0,3352.0
893,Chilpancingo,2374.0,3368.0
894,San Juan del Río,2334.0,3196.0
895,Morelia,2269.0,3274.0
896,Colima,2187.0,3316.0
897,Petatlán,2287.0,3383.0
898,San Marcos,2403.0,3426.0
899,Córdoba (MX),2471.0,3339.0
900,Oaxaca,2486.0,3430.0
901,Villahermosa,2653.0,3365.0
902,Coatzacoalcos,2575.0,3358.0
903,Tuxtepec,2533.0,3390.0
904,Tuxtla Gutiérrez,2627.0,3484.0
905,Palenque,2694.0,3416.0
906,Campeche,2780.0,3251.0
907,Cancún,2929.0,3175.0
908,Valladolid (MX),2871.0,3211.0
909,Chetumal,2850.0,3337.0
910,Elfin Cove,1012.0,1034.0
911,Benito Juárez,2059.0,2653.0
912,Caborca,1791.0,2620.0
913,Navojoa,1896.0,2824.0
914,Los Mochis,1935.0,2915.0
915,Culiacán Rosales,1993.0,2977.0
916,Delicias,2126.0,2746.0
917,Ures,1918.0,2668.0
918,Ciudad Cuauhtémoc,2057.0,2724.0
919,Creel,1983.0,2778.0
920,Piedras Negras,2297.0,2698.0
921,Monclova,2275.0,2809.0
922,Reynosa,2392.0,2889.0
923,Ciudad Victoria,2373.0,2978.0
924,Saltillo,2289.0,2907.0
925,Matehuala,2291.0,2980.0
926,Fresnillo,2190.0,2996.0
927,Torreón,2181.0,2908.0
928,Durango,2098.0,3012.0
929,Hidalgo del Parral,2094.0,2811.0
930,El Hundido,2223.0,2831.0
931,Rodeo,2101.0,2918.0
932,Belize City,2811.0,3464.0
933,Belmopan,2774.0,3477.0
934,Guatemala,2733.0,3585.0
935,San Pedro Sula,2835.0,3539.0
936,San Miguel,2798.0,3620.0
937,San Jose,2920.0,3787.0
938,Managua,2876.0,3699.0
939,Tegucigalpa,2874.0,3601.0
940,La Palma,3101.0,3846.0
941,David,2965.0,3848.0
942,Havanna,3359.0,3068.0
943,Pinar del Río,3299.0,3088.0
944,Cienfuegos,3440.0,3101.0
945,Camagüey,3554.0,3162.0
946,Santa Clara,3458.0,3088.0
947,Santiago d. C.,3602.0,3205.0
948,Rio Branco,3569.0,4564.0
949,Guantánamo,3632.0,3202.0
950,Bayamo,3581.0,3183.0
951,Santo Domingo,3871.0,3290.0
952,Higüey,3908.0,3287.0
953,Azua,3827.0,3290.0
954,Port-au-Prince,3770.0,3298.0
955,San Juan,4020.0,3309.0
956,Kingston,3585.0,3308.0
957,Montego Bay,3534.0,3293.0
958,Bogota,3247.0,3965.0
959,Barranquilla,3254.0,3673.0
960,Medellín,3179.0,3885.0
961,Pasto,3136.0,4076.0
962,La Pedrera,3478.0,4173.0
963,Pacoa,3409.0,4135.0
964,Mitú,3445.0,4059.0
965,Puerto Iñírida,3571.0,4016.0
966,La Primavera,3452.0,3895.0
967,Valledupar,3305.0,3696.0
968,Manizales,3178.0,3918.0
969,Cali,3164.0,4002.0
970,Tumaco,3081.0,4069.0
971,Florencia,3193.0,4073.0
972,Puerto Leguizamo,3281.0,4141.0
973,Neiva,3218.0,4015.0
974,Tunja,3268.0,3917.0
975,San José del Guaviare,3339.0,4033.0
976,Montería,3212.0,3755.0
977,Bucaramanga,3306.0,3797.0
978,Turbo,3150.0,3838.0
979,Puerto Berrio,3234.0,3859.0
980,Yopal,3341.0,3947.0
981,Espinar,3365.0,4719.0
982,Cumaribo,3488.0,3946.0
983,Boavita,3326.0,3878.0
984,Quito,3081.0,4142.0
985,Nueva Loja,3149.0,4157.0
986,Guayaquil,3029.0,4246.0
987,Manta,2997.0,4202.0
988,Ambato,3081.0,4197.0
989,Esmeraldas,3040.0,4121.0
990,Cuenca (EC),3069.0,4301.0
991,Lononaco,3222.0,4182.0
992,Puerto Pardo,3140.0,4295.0
993,Boca,3290.0,4221.0
994,Merritt,1348.0,1381.0
995,Carcross,1123.0,895.0
996,Tarapoto,3221.0,4418.0
997,Lima,3163.0,4632.0
998,Piura,3005.0,4392.0
999,Chiclayo,3062.0,4441.0
1000,Trujillo,3101.0,4525.0
1001,Chincha Alta,3221.0,4698.0
1002,Tacna,3454.0,4838.0
1003,Arequipa,3375.0,4772.0
1004,Puno,3473.0,4754.0
1005,P. Maldonado,3476.0,4668.0
1006,Cusco,3348.0,4681.0
1007,Ayacucho,3299.0,4653.0
1008,Huancayo,3250.0,4620.0
1009,Alerta,3378.0,4595.0
1010,Tocache,3222.0,4513.0
1011,Jaén (PE),3116.0,4386.0
1012,Lagunas,3240.0,4334.0
1013,Nauta,3292.0,4414.0
1014,Pucallpa,3283.0,4515.0
1015,Pebas,3404.0,4275.0
1016,Nasca,3286.0,4748.0
1017,Maracaibo,3393.0,3679.0
1018,Valera,3432.0,3742.0
1019,San Cristóbal,3374.0,3768.0
1020,Barquisimeto,3499.0,3692.0
1021,Valencia (VE),3564.0,3697.0
1022,Caracas,3622.0,3684.0
1023,Cumaná,3731.0,3697.0
1024,Maturín,3796.0,3721.0
1025,Ciudad Bolívar,3835.0,3788.0
1026,Calabozo,3599.0,3770.0
1027,Canaima,3823.0,3844.0
1028,Urimán,3831.0,3925.0
1029,Firiña,3706.0,3904.0
1030,Zaraza,3677.0,3751.0
1031,Guarataro,3755.0,3794.0
1032,San Juan de Manapiare,3614.0,3903.0
1033,Tamatama,3646.0,3992.0
1034,La Esmeralda,3671.0,3996.0
1035,Bruno,3641.0,4032.0
1036,Machiques,3357.0,3701.0
1037,Barinas,3465.0,3761.0
1038,Arismendi,3560.0,3785.0
1039,Elorza,3499.0,3814.0
1040,Maripa,3679.0,3810.0
1041,Parguaza,3600.0,3852.0
1042,Paramaribo,4137.0,3891.0
1043,Georgetown,4002.0,3848.0
1044,Cayenne,4240.0,3909.0
1045,Bienvenue,4239.0,4005.0
1046,Lelydorp,4134.0,3920.0
1047,Apetina,4155.0,3991.0
1048,Kwakwani,4036.0,3924.0
1049,Kumaka,4017.0,3972.0
1050,Baramita,3909.0,3858.0
1051,Dadanawa,3975.0,4013.0
1052,Nuuk,4775.0,856.0
1053,Nicholls Town,3490.0,2970.0
1054,Congo Town,3515.0,2990.0
1055,Nueva Gerona,3337.0,3121.0
1056,Nassau,3507.0,2954.0
1057,Hilo,817.0,3281.0
1058,Lahaina,763.0,3192.0
1059,Honululu,689.0,3153.0
1060,Lihue,614.0,3108.0
1061,Johnston Atoll,185.0,3277.0
1062,Sand Island,46.0,2644.0
1063,Eastern Island,91.0,2642.0
1064,La Paz,3543.0,4799.0
1065,Coarí,3560.0,4087.0
1066,Içana,3615.0,4111.0
1067,Taraquá,3540.0,4127.0
1068,Benjamin Constant,3476.0,4346.0
1069,Eirunepé,3419.0,4444.0
1070,Envira,3489.0,4514.0
1071,Jutaí,3577.0,4353.0
1072,Pauini,3595.0,4451.0
1073,Boca do Acre,3634.0,4529.0
1074,Concórdia,3653.0,4305.0
1075,São Paulo de Olivença,3537.0,4239.0
1076,Manaus,3913.0,4264.0
1077,Manicoré,3840.0,4375.0
1078,Itacoatiara,3976.0,4286.0
1079,Urucará,3976.0,4203.0
1080,Moura,3849.0,4233.0
1081,Barcelos,3767.0,4166.0
1082,Maraã,3675.0,4199.0
1083,Tefé,3728.0,4286.0
1084,Coari,3803.0,4312.0
1085,Borba,3914.0,4319.0
1086,Novo Aripuanã,3893.0,4353.0
1087,Humaitá,3802.0,4485.0
1088,Canutama,3764.0,4427.0
1089,Sumaúma,3936.0,4499.0
1090,Prainha,3885.0,4429.0
1091,Miriti,3972.0,4394.0
1092,Sucundurí,3949.0,4433.0
1093,Codajás,3777.0,4243.0
1094,Boa Vista,3935.0,3959.0
1095,Tomar,3717.0,4154.0
1096,Porto Velho,3758.0,4548.0
1097,Cujubim,3820.0,4573.0
1098,Jaru,3775.0,4602.0
1099,Cacoal,3840.0,4645.0
1100,São Francisco do Guaporé,3772.0,4655.0
1101,Abunã,3712.0,4565.0
1102,Caracaraí,3897.0,4033.0
1103,Macapá,4301.0,4145.0
1104,Belém,4427.0,4245.0
1105,Santarém,4158.0,4255.0
1106,Marabá,4364.0,4384.0
1107,Parauapebas,4316.0,4442.0
1108,Itaituba,4090.0,4355.0
1109,Matane,4109.0,1447.0
1110,Rivière-du-Loup,3971.0,1529.0
1111,Cap-Haïtien,3771.0,3248.0
1112,Lisboa,3220.0,4261.0
1113,Cajamarca,3134.0,4466.0
1114,Chimbote,3123.0,4570.0
1115,Shintuya,3386.0,4654.0
1116,Camaná,3331.0,4804.0
1117,São Luís,4646.0,4269.0
1118,Fortaleza,4889.0,4332.0
1119,Teresina,4696.0,4388.0
1120,Natal,5033.0,4432.0
1121,Pinheiro,4579.0,4251.0
1122,Imperatriz,4470.0,4393.0
1123,Balsas,4535.0,4485.0
1124,Corrente,4548.0,4609.0
1125,Floriano,4690.0,4444.0
1126,Canto do Buriti,4739.0,4485.0
1127,Uruçuí,4622.0,4463.0
1128,São Raimundo Nonato,4661.0,4546.0
1129,Barra do Corda,4613.0,4391.0
1130,Bacabal,4632.0,4330.0
1131,Grajaú,4532.0,4406.0
1132,Buriticupu,4521.0,4320.0
1133,Sobral,4806.0,4327.0
1134,Parnaíba,4728.0,4284.0
1135,Piripiri,4737.0,4363.0
1136,Maracanaú,4885.0,4361.0
1137,Mossoró,4967.0,4413.0
1138,Caicó,4963.0,4472.0
1139,Parnamirim,5031.0,4466.0
1140,Crateús,4806.0,4397.0
1141,Picos,4787.0,4461.0
1142,Iguatu,4872.0,4446.0
1143,Juazeiro d. N.,4872.0,4498.0
1144,Morros,4503.0,4582.0
1145,Araguaína,4395.0,4476.0
1146,Miracema,4392.0,4607.0
1147,Alvorada,4346.0,4694.0
1148,Guarai,4401.0,4557.0
1149,Arraias,4436.0,4707.0
1150,Pium,4345.0,4623.0
1151,Estrema,4439.0,4626.0
1152,Recife,4979.0,4610.0
1153,Campina Grande,5006.0,4509.0
1154,Maceió,4911.0,4671.0
1155,Ouricuri,4791.0,4548.0
1156,Salta,3690.0,5208.0
1157,Córdoba (AR),3788.0,5445.0
1158,Buenos Aires,3968.0,5612.0
1159,Mendoza,3550.0,5500.0
1160,Bahía Blanca,3828.0,5779.0
1161,Mar del Plata,3989.0,5746.0
1162,Tandil,3924.0,5673.0
1163,Calilegua,3755.0,5161.0
1164,Cafayate,3619.0,5282.0
1165,San Rafael,3583.0,5564.0
1166,La Reforma,3663.0,5647.0
1167,Santa Rosa,3766.0,5679.0
1168,Lusaka,7420.0,5034.0
1169,Urucu,3729.0,4342.0
1170,Lábrea,3742.0,4483.0
1171,Meditação,3810.0,4411.0
1172,Bragança,4485.0,4192.0
1173,Boate,4466.0,4274.0
1174,Tucuruí,4358.0,4304.0
1175,Primavera,4320.0,4518.0
1176,Cachimbo,4174.0,4518.0
1177,Airi,4020.0,4460.0
1178,Vitória (BR),4212.0,4293.0
1179,São Félix,4220.0,4439.0
1180,Natal (BR),4135.0,4423.0
1181,Alenquer,4141.0,4199.0
1182,Amapá,4339.0,4056.0
1183,Cachorrinho,4254.0,4104.0
1184,Tacalé,4157.0,4080.0
1185,Estrela,3983.0,4108.0
1186,Samaumeira,4046.0,4166.0
1187,Santa Maria do Boiaçu,3851.0,4160.0
1188,Monte Alegre,4212.0,4216.0
1189,São Marcos,3911.0,3935.0
1190,Fondlándia,4124.0,4293.0
1191,Muaná,4388.0,4195.0
1192,Sousel,4269.0,4280.0
1193,Akotipa,4080.0,4079.0
1194,Mazagão,4320.0,4199.0
1195,Amajari,3770.0,3984.0
1196,Cochabamba,3641.0,4871.0
1197,Santa Cruz S.,3830.0,4922.0
1198,Trinidad,3700.0,4736.0
1199,Tarija,3711.0,5022.0
1200,Oruro,3608.0,4885.0
1201,Uyuni,3621.0,4995.0
1202,San Pablo,3632.0,5047.0
1203,Patacamaya,3558.0,4834.0
1204,Caranavi,3562.0,4771.0
1205,Rurrenabaque,3572.0,4715.0
1206,Sena,3579.0,4642.0
1207,Riberalta,3649.0,4609.0
1208,San Ramon,3703.0,4687.0
1209,Casarabe,3747.0,4745.0
1210,El Puente,3846.0,4863.0
1211,San José de Chiquitos,3909.0,4930.0
1212,Camiri,3854.0,5036.0
1213,Curichi,3929.0,4996.0
1214,Valle Grande,3796.0,4960.0
1215,Sucre,3701.0,4893.0
1216,Potosí,3660.0,4947.0
1217,Arcopongo,3608.0,4807.0
1218,Chimoré,3673.0,4820.0
1219,Felicidad,3857.0,4756.0
1220,San Juan (BO),3943.0,4849.0
1221,Goiânia,4304.0,4840.0
1222,Cuiabá,4109.0,4769.0
1223,Sinop,4108.0,4639.0
1224,Formosa,4417.0,4819.0
1225,Rodonópolis,4167.0,4834.0
1226,Cáceres (BR),4034.0,4798.0
1227,Nova Mutum,4109.0,4732.0
1228,Colíder,4103.0,4594.0
1229,Aripuanã,3903.0,4556.0
1230,Brasnorte,4025.0,4662.0
1231,Comodoro,3963.0,4757.0
1232,Tangará da Serra,4044.0,4732.0
1233,Xingu,4194.0,4602.0
1234,Confresa,4269.0,4616.0
1235,Sorriso,4104.0,4677.0
1236,Primavera do Leste,4180.0,4762.0
1237,Barra do Garças,4251.0,4777.0
1238,Rio Verde,4252.0,4868.0
1239,Catalão,4369.0,4923.0
1240,Porangatu,4343.0,4764.0
1241,Anápolis,4349.0,4832.0
1242,Quirinópolis,4258.0,4945.0
1243,Tanguro,4202.0,4684.0
1244,Queréncia,4258.0,4685.0
1245,Apiacás,4013.0,4553.0
1246,Juína,3933.0,4621.0
1247,Porto Alegre,4271.0,5417.0
1248,Curitiba,4362.0,5289.0
1249,Londrina,4250.0,5152.0
1250,Cascavel,4187.0,5213.0
1251,Pelotas,4222.0,5484.0
1252,Gramado,4291.0,5398.0
1253,Florianópolis,4364.0,5338.0
1254,Maringá,4222.0,5162.0
1255,Umuarama,4182.0,5185.0
1256,Ponta Grossa,4325.0,5263.0
1257,Guarapuava,4258.0,5278.0
1258,Pato Branco,4197.0,5278.0
1259,Apucarana,4245.0,5177.0
1260,Caçador,4304.0,5298.0
1261,Chapecó,4212.0,5307.0
1262,Santa Cruz do Sul,4233.0,5406.0
1263,Santa Maria,4177.0,5402.0
1264,Alegrete,4087.0,5395.0
1265,Passo Fundo,4215.0,5353.0
1266,Santo Ângelo,4147.0,5346.0
1267,Lages,4296.0,5343.0
1268,Montevideo,4064.0,5601.0
1269,Melo,4150.0,5523.0
1270,Rocha,4125.0,5604.0
1271,Durazno,4044.0,5551.0
1272,Tacuarembó,4059.0,5474.0
1273,Campo Grande,4134.0,5013.0
1274,Dourados,4139.0,5084.0
1275,Miranda,4064.0,5009.0
1276,Coxim,4137.0,4967.0
1277,Água Clara,4200.0,5025.0
1278,Asunción,4035.0,5194.0
1279,San Ignacio (PY),4050.0,5261.0
1280,Caaguazú,4096.0,5201.0
1281,Concepción,4038.0,5142.0
1282,Loma Plata,3960.0,5107.0
1283,São Paulo,4403.0,5208.0
1284,Campinas,4381.0,5181.0
1285,Rio de Janeiro,4534.0,5135.0
1286,Montes Claros,4574.0,4928.0
1287,Vitória,4675.0,5100.0
1288,Belo Horizonte,4531.0,5028.0
1289,Ipatinga,4615.0,5036.0
1290,Bocaiúva,4566.0,4963.0
1291,Linhares,4704.0,5081.0
1292,Eunápolis,4739.0,5003.0
1293,Janaúba,4621.0,4894.0
1294,Unaí,4483.0,4847.0
1295,Paracatu,4473.0,4909.0
1296,Uberlândia,4373.0,4995.0
1297,Bauru,4304.0,5120.0
1298,Araçatuba,4236.0,5088.0
1299,Jales,4280.0,5026.0
1300,Uberaba,4375.0,5040.0
1301,Ribeirão Preto,4379.0,5090.0
1302,Ipateruna,4609.0,5084.0
1303,Juiz de fora,4527.0,5086.0
1304,Taubaté,4436.0,5174.0
1305,Volta Redonda,4493.0,5136.0
1306,Lavras,4453.0,5070.0
1307,Divinópolis,4456.0,5013.0
1308,Itaobim,4655.0,4964.0
1309,Arinos,4551.0,4862.0
1310,Salvador,4828.0,4770.0
1311,Barreiras,4541.0,4712.0
1312,Vitória d. C.,4717.0,4855.0
1313,Feira de Santana,4795.0,4756.0
1314,Jacobina,4723.0,4689.0
1315,Irecê,4639.0,4676.0
1316,Ibotirama,4590.0,4717.0
1317,Formosa do Rio Preto,4518.0,4673.0
1318,Correntina,4516.0,4759.0
1319,Guanambi,4607.0,4793.0
1320,Tremedal,4685.0,4847.0
1321,Brumado,4687.0,4787.0
1322,Itapetinga,4743.0,4883.0
1323,Belmonte,4784.0,4951.0
1324,Ilhéus,4820.0,4862.0
1325,Valença,4821.0,4797.0
1326,Jequié,4743.0,4828.0
1327,Remanso,4634.0,4621.0
1328,Senhor do Bonfim,4722.0,4618.0
1329,Serrinha,4797.0,4724.0
1330,Monte Santo,4793.0,4621.0
1331,Tilcara,3673.0,5149.0
1332,Las Lajitas,3771.0,5239.0
1333,San Juan (AR),3569.0,5448.0
1334,Oberá,4078.0,5315.0
1335,Resistencia,3959.0,5305.0
1336,San Luis,3634.0,5506.0
1337,Río Cuarto,3783.0,5506.0
1338,La Toma,3703.0,5480.0
1339,La Rioja,3641.0,5366.0
1340,Necochea,3880.0,5759.0
1341,Parana,3882.0,5450.0
1342,Villaguay,3965.0,5457.0
1343,Rosario,3882.0,5520.0
1344,Santiago del Estero,3793.0,5349.0
1345,Junín,3890.0,5601.0
1346,Huinca Renancó,3781.0,5585.0
1347,Monte Quemado,3875.0,5250.0
1348,Zapala,3551.0,5647.0
1349,Neuquén,3662.0,5730.0
1350,Lamarque,3754.0,5776.0
1351,San Carlos da Bariloche,3557.0,5831.0
1352,Río Gallegos,3630.0,6308.0
1353,Tres Lagos,3562.0,6208.0
1354,Puerto Deseado,3715.0,6151.0
1355,Perito Moreno,3578.0,6124.0
1356,Comodoro Riva.,3667.0,6064.0
1357,Río Mayo,3608.0,6056.0
1358,Garayalda,3699.0,6028.0
1359,Trelew,3745.0,5964.0
1360,Canguel,3650.0,6016.0
1361,Las Plumas,3676.0,5945.0
1362,San Antonio Oeste,3726.0,5868.0
1363,Esquel,3529.0,5909.0
1364,Tecka,3547.0,5974.0
1365,Cutral-Có,3619.0,5718.0
1366,Viedma,3814.0,5872.0
1367,Los Menucos,3641.0,5859.0
1368,Los Altares,3624.0,5941.0
1369,Boliche,3669.0,5785.0
1370,Rio Grande,3712.0,6427.0
1371,Santiago,3515.0,5528.0
1372,Temuco,3492.0,5679.0
1373,Punta Arenas,3602.0,6387.0
1374,Copiapó,3523.0,5321.0
1375,Iquique,3517.0,4973.0
1376,Puerto Aysen,3495.0,6017.0
1377,Tortel,3504.0,6162.0
1378,West Falkland,3883.0,6286.0
1379,East Falkland,3961.0,6297.0
1380,Isla Isabela,2774.0,4167.0
1381,Santa Cruz,2801.0,4181.0
1382,Fernandina,2757.0,4167.0
1383,Kalomo,7354.0,5073.0
1384,Mongu,7161.0,5013.0
1385,Abercorn,7548.0,4832.0
1386,Broken Hill,7427.0,4984.0
1387,Zomba,7710.0,5042.0
1388,Nairobi,7819.0,4457.0
1389,Mwatate,7891.0,4538.0
1390,Kisumu,7736.0,4452.0
1391,Entebbe,7614.0,4418.0
1392,Wajir,7961.0,4347.0
1393,Marsabit,7722.0,4340.0
1394,Antsirane,8321.0,4886.0
1395,Cairo,7514.0,3121.0
1396,Siwa,7173.0,3202.0
1397,Sallum,7197.0,3076.0
1398,Aswan,7589.0,3415.0
1399,Kharga,7482.0,3367.0
1400,Arish,7725.0,3056.0
1401,Asyut,7520.0,3242.0
1402,Papeete,1571.0,4725.0
1403,Mo'orea,1482.0,4702.0
1404,Cavalcante,4427.0,4779.0
1405,Morrinhos,4320.0,4889.0
1406,La Victoria,4008.0,5071.0
1407,Puerto Santa Cruz,3656.0,6251.0
1408,Capetown,6935.0,5824.0
1409,Port Elizabeth,7177.0,5822.0
1410,Cradock,7196.0,5783.0
1411,Worcester (ZA),6973.0,5809.0
1412,Johannesburg,7398.0,5471.0
1413,Pretoria,7413.0,5443.0
1414,Mafeking,7325.0,5490.0
1415,Bethlehem,7404.0,5533.0
1416,Ladysmith,7489.0,5547.0
1417,East London,7293.0,5783.0
1418,Springbok,6919.0,5656.0
1419,Calvinia,6962.0,5744.0
1420,Mossel Bay,7049.0,5831.0
1421,Victoria West,7124.0,5763.0
1422,Hopetown,7172.0,5598.0
1423,Bloemfontein,7296.0,5585.0
1424,Kimberley,7231.0,5556.0
1425,De Aar,7161.0,5707.0
1426,Mthatha,7361.0,5743.0
1427,Queenstown,7281.0,5708.0
1428,Durban,7501.0,5623.0
1429,Port Shepstone,7449.0,5689.0
1430,Windhoek,6903.0,5369.0
1431,Rehoboth,6896.0,5418.0
1432,Gobabis,6953.0,5376.0
1433,Otavi,6879.0,5261.0
1434,Grootfontein,6934.0,5234.0
1435,Outjo,6821.0,5285.0
1436,Kalkfontein,6905.0,5570.0
1437,Keetmanshoop,6918.0,5497.0
1438,Bethanie,6840.0,5483.0
1439,Lüderitz,6796.0,5536.0
1440,Walvis Bay,6767.0,5375.0
1441,Solitaire,6832.0,5438.0
1442,Oshakati,6817.0,5159.0
1443,Torra Bay,6718.0,5287.0
1444,Opuwo,6719.0,5178.0
1445,Kapako,7031.0,5144.0
1446,Okongo,6929.0,5155.0
1447,Otjinene,6961.0,5314.0
1448,Osire,6907.0,5315.0
1449,Tsumeb,6887.0,5224.0
1450,Otjimbingwe,6839.0,5342.0
1451,Swakopmund,6759.0,5346.0
1452,Luanda,6709.0,4805.0
1453,Lobito,6735.0,4936.0
1454,Cazombo,7083.0,4910.0
1455,Humbe,6757.0,5103.0
1456,Nova Lisboa,6791.0,4988.0
1457,Silva Porto,6841.0,4993.0
1458,Cassinga,6838.0,5072.0
1459,Sá da Bandeira,6735.0,5053.0
1460,Moçâmedes,6657.0,5066.0
1461,Barraca,6757.0,4821.0
1462,Ambriz,6710.0,4732.0
1463,Malanje,6861.0,4812.0
1464,Lourenço Marques,7566.0,5474.0
1465,Inhambane,7663.0,5407.0
1466,Zambezi,7534.0,5069.0
1467,Memba,7950.0,4980.0
1468,Sofala,7651.0,5238.0
1469,Igarassu,4982.0,4586.0
1470,Serra Talhada,4869.0,4563.0
1471,Nampula,7842.0,5029.0
1472,Quelimane,7777.0,5136.0
1473,Lichinga,7759.0,4977.0
1474,Tete,7644.0,5126.0
1475,Léopoldville,6884.0,4628.0
1476,Ponta Delgada,4947.0,2626.0
1477,Basoko,7196.0,4408.0
1478,Likasi,7296.0,4810.0
1479,Buta,7238.0,4338.0
1480,Niangara,7328.0,4350.0
1481,Menonge,6929.0,5065.0
1482,Stanleyville,7267.0,4418.0
1483,Gemena,7077.0,4330.0
1484,Mbandaka,6994.0,4412.0
1485,Lodja,7228.0,4562.0
1486,Lusambo,7203.0,4665.0
1487,Bukama,7267.0,4759.0
1488,Kapanga,7078.0,4735.0
1489,Kikwit,6973.0,4639.0
1490,Matadi,6748.0,4658.0
1491,Luebo,7099.0,4641.0
1492,Bandundu,6936.0,4576.0
1493,El Minya,7475.0,3170.0
1494,Port Said,7647.0,3043.0
1495,Mut,7359.0,3371.0
1496,Alexandria,7436.0,3086.0
1497,Damanhur,7473.0,3084.0
1498,Hurghada,7670.0,3194.0
1499,Ismailia,7648.0,3115.0
1500,Farafra,7310.0,3227.0
1501,Faiyum,7391.0,3143.0
1502,El Sheb,7391.0,3480.0
1503,Wadi Halfa,7502.0,3540.0
1504,Dongola,7450.0,3605.0
1505,Port Sudan,7794.0,3582.0
1506,Suakin,7816.0,3657.0
1507,El Fasher,7261.0,3770.0
1508,En Nahud,7350.0,3813.0
1509,El Obeid,7424.0,3773.0
1510,El Dueim,7547.0,3766.0
1511,Sinjah,7752.0,3829.0
1512,Sennar,7707.0,3783.0
1513,Khartoum,7621.0,3686.0
1514,Merowe,7524.0,3630.0
1515,Berber,7622.0,3620.0
1516,El Qasr,7329.0,3296.0
1517,Abu Minqar,7238.0,3280.0
1518,Aṣ-ṣaḥrā,7235.0,3474.0
1519,Eastern Sand Sea,7236.0,3394.0
1520,El Alamein,7390.0,3093.0
1521,Marsa Matruh,7328.0,3079.0
