segment_id,province_id,province_name,neighbor_province_id,neighbor_province_name,boundary_kind,edge_count,length
1408,269,Marseille,292,Avignon,same_core_shared_border,6,43.65430047579099
1409,269,Marseille,,,coastline,13,107.83300235083752
1410,270,Lyon,282,Mâcon,same_core_shared_border,8,70.65930374881644
1411,270,Lyon,291,Saint Étienne,same_core_shared_border,5,82.4718629682041
1412,271,Brest,288,Le Mans,same_core_shared_border,7,106.77260004199412
1413,271,Brest,,,coastline,65,626.2140784190877
1414,272,Le Havre,280,Orléans,same_core_shared_border,2,59.307288988081666
1415,272,Le Havre,288,Le Mans,same_core_shared_border,4,67.95826934820917
1416,272,Le Havre,,,coastline,14,168.98029259032535
1417,272,Le Havre,274,Lille,same_core_shared_border,5,87.89771548626784
1418,272,Le Havre,286,Reims,same_core_shared_border,3,21.114979552190306
1419,272,Le Havre,267,Paris,same_core_shared_border,5,36.22288475079888
1420,273,Ajaccio,,,coastline,21,230.25284641703126
1421,274,Lille,272,Le Havre,same_core_shared_border,5,87.89771548626784
1422,274,Lille,,,coastline,10,103.03339390334324
1423,274,Lille,185,Brugge,different_core_shared_border,7,62.153346833895355
1424,274,Lille,187,Namur,different_core_shared_border,12,88.62729079218606
1425,274,Lille,285,Nancy,same_core_shared_border,5,78.51686779387836
1426,274,Lille,286,Reims,same_core_shared_border,2,53.37544567407569
1427,275,Nantes,,,coastline,11,106.57126452423941
1428,275,Nantes,276,La Rochelle,same_core_shared_border,5,63.89662350039828
1429,276,La Rochelle,268,Bordeaux,same_core_shared_border,4,30.897955408029627
1430,276,La Rochelle,,,coastline,28,238.59490235070052
1431,276,La Rochelle,275,Nantes,same_core_shared_border,5,63.89662350039828
1432,276,La Rochelle,,,coastline,1,13.341664064126334
1433,276,La Rochelle,288,Le Mans,same_core_shared_border,1,6.324555320336759
1434,276,La Rochelle,,,coastline,2,24.690705219465812
1435,276,La Rochelle,289,Poitiers,same_core_shared_border,7,166.99984916887863
1436,276,La Rochelle,290,Limoges,same_core_shared_border,3,75.0329457949853
1437,276,La Rochelle,279,Tarbes,same_core_shared_border,2,30.81665382639197
1438,277,Toulouse,290,Limoges,same_core_shared_border,1,9.0
1439,277,Toulouse,292,Avignon,same_core_shared_border,8,152.7102623761487
1440,277,Toulouse,,,coastline,8,98.26699060156804
1441,277,Toulouse,304,Lleida,different_core_shared_border,6,100.81872941628355
1442,277,Toulouse,279,Tarbes,same_core_shared_border,7,129.92962199374608
1443,278,Bayonne,268,Bordeaux,same_core_shared_border,5,60.33134800825272
1444,278,Bayonne,279,Tarbes,same_core_shared_border,9,165.4196056931535
1445,278,Bayonne,302,Pamplona,different_core_shared_border,7,97.67313545743586
1446,278,Bayonne,,,coastline,7,104.77751615426635
1447,279,Tarbes,268,Bordeaux,same_core_shared_border,1,6.4031242374328485
1448,279,Tarbes,276,La Rochelle,same_core_shared_border,2,30.81665382639197
1449,279,Tarbes,290,Limoges,same_core_shared_border,6,142.00589483923304
1450,279,Tarbes,277,Toulouse,same_core_shared_border,7,129.92962199374608
1451,279,Tarbes,304,Lleida,different_core_shared_border,6,75.29694111344917
1452,279,Tarbes,302,Pamplona,different_core_shared_border,2,25.620763924149614
1453,279,Tarbes,278,Bayonne,same_core_shared_border,9,165.4196056931535
1454,280,Orléans,272,Le Havre,same_core_shared_border,2,59.307288988081666
1455,280,Orléans,267,Paris,same_core_shared_border,7,50.39030558075991
1456,280,Orléans,286,Reims,same_core_shared_border,2,22.582094138490326
1457,280,Orléans,287,Auxerre,same_core_shared_border,5,69.20154181981691
1458,280,Orléans,,,coastline,3,41.87413559785896
1459,280,Orléans,289,Poitiers,same_core_shared_border,1,5.0
1460,280,Orléans,,,coastline,3,43.62728014190667
1461,280,Orléans,288,Le Mans,same_core_shared_border,3,67.03622167874875
1462,281,Bourges,,,coastline,11,150.8713881397578
1463,281,Bourges,283,Dijon,same_core_shared_border,1,5.0
1464,281,Bourges,,,coastline,4,72.20710797070637
1465,281,Bourges,290,Limoges,same_core_shared_border,4,51.3847755351653
1466,281,Bourges,289,Poitiers,same_core_shared_border,4,127.69553636320566
1467,282,Mâcon,,,coastline,6,115.66984804264267
1468,282,Mâcon,283,Dijon,same_core_shared_border,9,133.81761229064378
1469,282,Mâcon,,,coastline,11,118.6343108455704
1470,282,Mâcon,270,Lyon,same_core_shared_border,8,70.65930374881644
1471,283,Dijon,284,Strasbourg,same_core_shared_border,6,73.3649587174049
1472,283,Dijon,,,coastline,3,34.54201996852279
1473,283,Dijon,135,Freiburg,different_core_shared_border,1,8.246211251235321
1474,283,Dijon,,,coastline,2,11.788289044567353
1475,283,Dijon,57,Bern,different_core_shared_border,4,61.53982414162746
1476,283,Dijon,,,coastline,1,6.324555320336759
1477,283,Dijon,282,Mâcon,same_core_shared_border,9,133.81761229064378
1478,283,Dijon,,,coastline,2,16.601281509114308
1479,283,Dijon,281,Bourges,same_core_shared_border,1,5.0
1480,283,Dijon,,,coastline,4,48.60316397389216
1481,283,Dijon,287,Auxerre,same_core_shared_border,4,58.19054518666808
1482,284,Strasbourg,287,Auxerre,same_core_shared_border,5,62.1726426998326
1483,284,Strasbourg,286,Reims,same_core_shared_border,2,17.281802205591436
1484,284,Strasbourg,285,Nancy,same_core_shared_border,9,90.90578522376775
1485,284,Strasbourg,134,Saarbrücken,different_core_shared_border,6,68.9147239909909
1486,284,Strasbourg,,,coastline,3,74.05015636671502
1487,284,Strasbourg,283,Dijon,same_core_shared_border,6,73.3649587174049
1488,285,Nancy,187,Namur,different_core_shared_border,4,22.493488181834213
1489,285,Nancy,189,Luxemburg,different_core_shared_border,5,36.45785539714392
1490,285,Nancy,134,Saarbrücken,different_core_shared_border,3,42.43683395767709
1491,285,Nancy,284,Strasbourg,same_core_shared_border,9,90.90578522376775
1492,285,Nancy,286,Reims,same_core_shared_border,5,75.54110967163426
1493,285,Nancy,274,Lille,same_core_shared_border,5,78.51686779387836
1494,286,Reims,272,Le Havre,same_core_shared_border,3,21.114979552190306
1495,286,Reims,274,Lille,same_core_shared_border,2,53.37544567407569
1496,286,Reims,285,Nancy,same_core_shared_border,5,75.54110967163426
1497,286,Reims,284,Strasbourg,same_core_shared_border,2,17.281802205591436
1498,286,Reims,287,Auxerre,same_core_shared_border,5,72.9584308316465
1499,286,Reims,280,Orléans,same_core_shared_border,2,22.582094138490326
1500,286,Reims,267,Paris,same_core_shared_border,5,31.974279706025214
1501,287,Auxerre,280,Orléans,same_core_shared_border,5,69.20154181981691
1502,287,Auxerre,286,Reims,same_core_shared_border,5,72.9584308316465
1503,287,Auxerre,284,Strasbourg,same_core_shared_border,5,62.1726426998326
1504,287,Auxerre,283,Dijon,same_core_shared_border,4,58.19054518666808
1505,287,Auxerre,,,coastline,6,95.23404661501174
1506,288,Le Mans,271,Brest,same_core_shared_border,7,106.77260004199412
1507,288,Le Mans,,,coastline,21,212.87431929087796
1508,288,Le Mans,272,Le Havre,same_core_shared_border,4,67.95826934820917
1509,288,Le Mans,280,Orléans,same_core_shared_border,3,67.03622167874875
1510,288,Le Mans,,,coastline,6,113.62050681947446
1511,288,Le Mans,276,La Rochelle,same_core_shared_border,1,6.324555320336759
1512,288,Le Mans,,,coastline,2,26.213636265871855
1513,289,Poitiers,276,La Rochelle,same_core_shared_border,7,166.99984916887863
1514,289,Poitiers,,,coastline,7,131.45429920767526
1515,289,Poitiers,280,Orléans,same_core_shared_border,1,5.0
1516,289,Poitiers,,,coastline,2,29.142814750389288
1517,289,Poitiers,281,Bourges,same_core_shared_border,4,127.69553636320566
1518,289,Poitiers,290,Limoges,same_core_shared_border,4,75.33080749841838
1519,290,Limoges,279,Tarbes,same_core_shared_border,6,142.00589483923304
1520,290,Limoges,276,La Rochelle,same_core_shared_border,3,75.0329457949853
1521,290,Limoges,289,Poitiers,same_core_shared_border,4,75.33080749841838
1522,290,Limoges,281,Bourges,same_core_shared_border,4,51.3847755351653
1523,290,Limoges,,,coastline,4,65.35391730131727
1524,290,Limoges,291,Saint Étienne,same_core_shared_border,1,14.422205101855956
1525,290,Limoges,,,coastline,3,105.95749139579328
1526,290,Limoges,292,Avignon,same_core_shared_border,1,18.867962264113206
1527,290,Limoges,277,Toulouse,same_core_shared_border,1,9.0
1528,291,Saint Étienne,156,Lausanne,different_core_shared_border,14,111.53655864530711
1529,291,Saint Étienne,244,Turin,different_core_shared_border,7,74.54279769666
1530,291,Saint Étienne,293,Grenoble,same_core_shared_border,2,92.94353484236302
1531,291,Saint Étienne,,,coastline,1,19.1049731745428
1532,291,Saint Étienne,292,Avignon,same_core_shared_border,1,6.0
1533,291,Saint Étienne,,,coastline,6,118.49863308873374
1534,291,Saint Étienne,290,Limoges,same_core_shared_border,1,14.422205101855956
1535,291,Saint Étienne,,,coastline,7,107.45160649958687
1536,291,Saint Étienne,270,Lyon,same_core_shared_border,5,82.4718629682041
1537,291,Saint Étienne,,,coastline,5,69.32751069815068
1538,292,Avignon,290,Limoges,same_core_shared_border,1,18.867962264113206
1539,292,Avignon,,,coastline,7,175.04964337675239
1540,292,Avignon,291,Saint Étienne,same_core_shared_border,1,6.0
1541,292,Avignon,,,coastline,10,125.61496991805474
1542,292,Avignon,269,Marseille,same_core_shared_border,6,43.65430047579099
1543,292,Avignon,,,coastline,11,72.48640684103964
1544,292,Avignon,277,Toulouse,same_core_shared_border,8,152.7102623761487
1545,293,Grenoble,291,Saint Étienne,same_core_shared_border,2,92.94353484236302
1546,293,Grenoble,244,Turin,different_core_shared_border,6,41.42961866794256
1547,293,Grenoble,251,Cuneo,different_core_shared_border,9,100.95975113245008
1548,293,Grenoble,,,coastline,29,252.39686970101852
1549,294,Madrid,317,Ávila,same_core_shared_border,3,25.331364587349594
1550,294,Madrid,318,Valladolid,same_core_shared_border,5,45.31005101340463
1551,294,Madrid,306,Cuenca,same_core_shared_border,3,33.550100757923694
1552,294,Madrid,314,Toledo,same_core_shared_border,5,50.850406297986396
1553,295,Murcia,315,Jaén,same_core_shared_border,3,60.40443247724701
1554,295,Murcia,314,Toledo,same_core_shared_border,2,37.80126414979783
1555,295,Murcia,306,Cuenca,same_core_shared_border,4,51.461351056943045
1556,295,Murcia,305,Valencia,same_core_shared_border,5,48.128158292881274
1557,295,Murcia,,,coastline,31,230.23972286237517
1558,295,Murcia,313,Granada,same_core_shared_border,6,82.98585996366367
1559,296,Sevilla,312,Huelva,same_core_shared_border,4,24.778298558384023
1560,296,Sevilla,311,Córdoba,same_core_shared_border,5,40.64352216762462
1561,296,Sevilla,307,Malaga,same_core_shared_border,5,27.353546242367628
1562,296,Sevilla,308,Cádiz,same_core_shared_border,5,38.09474337089593
1563,297,Bilbao,,,coastline,10,55.41041258906008
1564,297,Bilbao,302,Pamplona,same_core_shared_border,5,28.797928208858444
1565,297,Bilbao,301,León,same_core_shared_border,6,54.301707153800535
1566,298,Barcelona,304,Lleida,same_core_shared_border,6,59.30729624289147
1567,298,Barcelona,,,coastline,11,65.75652948034939
1568,298,Barcelona,303,Zaragoza,same_core_shared_border,4,27.856434890445467
1569,299,Lugo,300,Vigo,same_core_shared_border,9,177.7601813372242
1570,299,Lugo,,,coastline,18,245.60650279790832
1571,299,Lugo,301,León,same_core_shared_border,4,78.77008557877267
1572,299,Lugo,319,Zamora,same_core_shared_border,2,41.23105625617661
1573,300,Vigo,,,coastline,25,176.5958457656732
1574,300,Vigo,299,Lugo,same_core_shared_border,9,177.7601813372242
1575,300,Vigo,319,Zamora,same_core_shared_border,6,87.03676460386838
1576,300,Vigo,196,Oporto,different_core_shared_border,11,187.53981539907238
1577,301,León,299,Lugo,same_core_shared_border,4,78.77008557877267
1578,301,León,,,coastline,10,103.30567707202331
1579,301,León,297,Bilbao,same_core_shared_border,6,54.301707153800535
1580,301,León,302,Pamplona,same_core_shared_border,3,67.55767554015057
1581,301,León,318,Valladolid,same_core_shared_border,3,62.27002556751972
1582,301,León,319,Zamora,same_core_shared_border,5,82.06697640690471
1583,302,Pamplona,297,Bilbao,same_core_shared_border,5,28.797928208858444
1584,302,Pamplona,,,coastline,8,49.78971722788088
1585,302,Pamplona,278,Bayonne,different_core_shared_border,7,97.67313545743586
1586,302,Pamplona,279,Tarbes,different_core_shared_border,2,25.620763924149614
1587,302,Pamplona,304,Lleida,same_core_shared_border,4,71.77793807678178
1588,302,Pamplona,303,Zaragoza,same_core_shared_border,3,82.46454793718266
1589,302,Pamplona,318,Valladolid,same_core_shared_border,6,89.63022338114952
1590,302,Pamplona,301,León,same_core_shared_border,3,67.55767554015057
1591,303,Zaragoza,305,Valencia,same_core_shared_border,3,25.813110584368573
1592,303,Zaragoza,306,Cuenca,same_core_shared_border,7,177.09513367155608
1593,303,Zaragoza,318,Valladolid,same_core_shared_border,2,35.59202851192767
1594,303,Zaragoza,302,Pamplona,same_core_shared_border,3,82.46454793718266
1595,303,Zaragoza,304,Lleida,same_core_shared_border,10,147.27775657789883
1596,303,Zaragoza,298,Barcelona,same_core_shared_border,4,27.856434890445467
1597,303,Zaragoza,,,coastline,22,196.2468635494731
1598,304,Lleida,302,Pamplona,same_core_shared_border,4,71.77793807678178
1599,304,Lleida,279,Tarbes,different_core_shared_border,6,75.29694111344917
1600,304,Lleida,277,Toulouse,different_core_shared_border,6,100.81872941628355
1601,304,Lleida,,,coastline,13,137.00749579050836
1602,304,Lleida,298,Barcelona,same_core_shared_border,6,59.30729624289147
1603,304,Lleida,303,Zaragoza,same_core_shared_border,10,147.27775657789883
1604,305,Valencia,306,Cuenca,same_core_shared_border,3,31.55015439462985
1605,305,Valencia,303,Zaragoza,same_core_shared_border,3,25.813110584368573
1606,305,Valencia,,,coastline,2,40.059446031036096
1607,305,Valencia,295,Murcia,same_core_shared_border,5,48.128158292881274
1608,306,Cuenca,303,Zaragoza,same_core_shared_border,7,177.09513367155608
1609,306,Cuenca,305,Valencia,same_core_shared_border,3,31.55015439462985
1610,306,Cuenca,295,Murcia,same_core_shared_border,4,51.461351056943045
1611,306,Cuenca,314,Toledo,same_core_shared_border,5,91.05614253854681
1612,306,Cuenca,294,Madrid,same_core_shared_border,3,33.550100757923694
1613,306,Cuenca,318,Valladolid,same_core_shared_border,4,70.18065222731762
1614,307,Malaga,308,Cádiz,same_core_shared_border,7,80.7195765910868
1615,307,Malaga,296,Sevilla,same_core_shared_border,5,27.353546242367628
1616,307,Malaga,311,Córdoba,same_core_shared_border,8,83.57265231948664
1617,307,Malaga,313,Granada,same_core_shared_border,7,92.69065779666656
1618,307,Malaga,,,coastline,17,131.4243904951988
1619,308,Cádiz,296,Sevilla,same_core_shared_border,5,38.09474337089593
1620,308,Cádiz,307,Malaga,same_core_shared_border,7,80.7195765910868
1621,308,Cádiz,,,coastline,25,165.01908724759875
1622,308,Cádiz,312,Huelva,same_core_shared_border,7,53.32411110380371
1623,309,Cáceres,199,Beja,different_core_shared_border,6,86.41104716553356
1624,309,Cáceres,198,Viseu,different_core_shared_border,5,55.81295980536571
1625,309,Cáceres,316,Salamanca,same_core_shared_border,3,64.04163056034261
1626,309,Cáceres,317,Ávila,same_core_shared_border,4,60.49610807418414
1627,309,Cáceres,311,Córdoba,same_core_shared_border,4,63.22029017991379
1628,309,Cáceres,312,Huelva,same_core_shared_border,7,88.02588398834288
1629,310,Budapest,,,coastline,1,6.324555320336759
1630,310,Budapest,331,Vác,same_core_shared_border,6,47.39733054935157
1631,310,Budapest,333,Pécs,same_core_shared_border,4,26.487806144337682
1632,310,Budapest,332,Györ,same_core_shared_border,5,27.802135513978364
1633,311,Córdoba,296,Sevilla,same_core_shared_border,5,40.64352216762462
1634,311,Córdoba,312,Huelva,same_core_shared_border,3,49.050557637109904
1635,311,Córdoba,309,Cáceres,same_core_shared_border,4,63.22029017991379
1636,311,Córdoba,317,Ávila,same_core_shared_border,4,71.51993435357053
1637,311,Córdoba,315,Jaén,same_core_shared_border,9,124.3977878334725
1638,311,Córdoba,313,Granada,same_core_shared_border,2,25.42837609140856
1639,311,Córdoba,307,Malaga,same_core_shared_border,8,83.57265231948664
1640,312,Huelva,,,coastline,6,51.68243394728212
1641,312,Huelva,200,Faro,different_core_shared_border,5,62.63716220924932
1642,312,Huelva,199,Beja,different_core_shared_border,5,37.96205910202726
1643,312,Huelva,309,Cáceres,same_core_shared_border,7,88.02588398834288
1644,312,Huelva,311,Córdoba,same_core_shared_border,3,49.050557637109904
1645,312,Huelva,296,Sevilla,same_core_shared_border,4,24.778298558384023
1646,312,Huelva,308,Cádiz,same_core_shared_border,7,53.32411110380371
1647,313,Granada,307,Malaga,same_core_shared_border,7,92.69065779666656
1648,313,Granada,311,Córdoba,same_core_shared_border,2,25.42837609140856
1649,313,Granada,315,Jaén,same_core_shared_border,5,91.71181235371355
1650,313,Granada,295,Murcia,same_core_shared_border,6,82.98585996366367
1651,313,Granada,,,coastline,17,132.15437174756536
1652,314,Toledo,317,Ávila,same_core_shared_border,7,82.10409904040941
1653,314,Toledo,294,Madrid,same_core_shared_border,5,50.850406297986396
1654,314,Toledo,306,Cuenca,same_core_shared_border,5,91.05614253854681
1655,314,Toledo,295,Murcia,same_core_shared_border,2,37.80126414979783
1656,314,Toledo,315,Jaén,same_core_shared_border,5,80.77489894861935
1657,315,Jaén,311,Córdoba,same_core_shared_border,9,124.3977878334725
1658,315,Jaén,317,Ávila,same_core_shared_border,2,35.02108153080975
1659,315,Jaén,314,Toledo,same_core_shared_border,5,80.77489894861935
1660,315,Jaén,295,Murcia,same_core_shared_border,3,60.40443247724701
1661,315,Jaén,313,Granada,same_core_shared_border,5,91.71181235371355
1662,316,Salamanca,198,Viseu,different_core_shared_border,8,79.06252582247694
1663,316,Salamanca,196,Oporto,different_core_shared_border,2,31.14543006002784
1664,316,Salamanca,319,Zamora,same_core_shared_border,11,160.3853940069108
1665,316,Salamanca,318,Valladolid,same_core_shared_border,2,34.41599585273163
1666,316,Salamanca,317,Ávila,same_core_shared_border,6,120.89013466355028
1667,316,Salamanca,309,Cáceres,same_core_shared_border,3,64.04163056034261
1668,317,Ávila,316,Salamanca,same_core_shared_border,6,120.89013466355028
1669,317,Ávila,318,Valladolid,same_core_shared_border,4,50.97655761627655
1670,317,Ávila,294,Madrid,same_core_shared_border,3,25.331364587349594
1671,317,Ávila,314,Toledo,same_core_shared_border,7,82.10409904040941
1672,317,Ávila,315,Jaén,same_core_shared_border,2,35.02108153080975
1673,317,Ávila,311,Córdoba,same_core_shared_border,4,71.51993435357053
1674,317,Ávila,309,Cáceres,same_core_shared_border,4,60.49610807418414
1675,318,Valladolid,319,Zamora,same_core_shared_border,4,65.4040181677354
1676,318,Valladolid,301,León,same_core_shared_border,3,62.27002556751972
1677,318,Valladolid,302,Pamplona,same_core_shared_border,6,89.63022338114952
1678,318,Valladolid,303,Zaragoza,same_core_shared_border,2,35.59202851192767
1679,318,Valladolid,306,Cuenca,same_core_shared_border,4,70.18065222731762
1680,318,Valladolid,294,Madrid,same_core_shared_border,5,45.31005101340463
1681,318,Valladolid,317,Ávila,same_core_shared_border,4,50.97655761627655
1682,318,Valladolid,316,Salamanca,same_core_shared_border,2,34.41599585273163
1683,319,Zamora,300,Vigo,same_core_shared_border,6,87.03676460386838
1684,319,Zamora,299,Lugo,same_core_shared_border,2,41.23105625617661
1685,319,Zamora,301,León,same_core_shared_border,5,82.06697640690471
1686,319,Zamora,318,Valladolid,same_core_shared_border,4,65.4040181677354
1687,319,Zamora,316,Salamanca,same_core_shared_border,11,160.3853940069108
1688,319,Zamora,196,Oporto,different_core_shared_border,3,25.032180970862647
1689,320,Guymon,656,Dalhart,different_core_shared_border,2,92.01612483854164
1690,320,Guymon,533,Pritchett,different_core_shared_border,2,53.43669871020132
1691,320,Guymon,554,Hugoton,different_core_shared_border,2,103.04405416064634
1692,320,Guymon,557,Wellington (KS),different_core_shared_border,1,6.324555320336759
1693,320,Guymon,321,Woodward,same_core_shared_border,6,41.266699192114864
1694,320,Guymon,642,Amarillo,different_core_shared_border,1,91.02197536858887
1695,321,Woodward,642,Amarillo,different_core_shared_border,3,64.3851648071345
1696,321,Woodward,320,Guymon,same_core_shared_border,6,41.266699192114864
1697,321,Woodward,557,Wellington (KS),different_core_shared_border,1,57.0
1698,321,Woodward,328,Enid,same_core_shared_border,7,115.59409913592802
1699,321,Woodward,323,Lawton,same_core_shared_border,6,62.292273246040146
1700,322,Oklahoma City,328,Enid,same_core_shared_border,3,20.94712798275038
1701,322,Oklahoma City,329,Ponca City,same_core_shared_border,7,59.89061538498529
1702,322,Oklahoma City,326,Norman,same_core_shared_border,7,56.696257007004164
1703,323,Lawton,642,Amarillo,different_core_shared_border,3,60.57574003026752
1704,323,Lawton,321,Woodward,same_core_shared_border,6,62.292273246040146
1705,323,Lawton,328,Enid,same_core_shared_border,3,35.51724961132999
1706,323,Lawton,326,Norman,same_core_shared_border,6,82.74525782179812
1707,323,Lawton,654,Wichita Falls,different_core_shared_border,5,92.28508471120446
1708,324,Tulsa,604,Fayetteville (AR),different_core_shared_border,3,71.8417097138749
1709,324,Tulsa,608,Fort Smith,different_core_shared_border,1,6.082762530298219
1710,324,Tulsa,325,McAlester,same_core_shared_border,5,78.47183575379525
1711,324,Tulsa,329,Ponca City,same_core_shared_border,6,101.82767576372345
1712,324,Tulsa,558,Parsons,different_core_shared_border,1,81.00617260431454
1713,325,McAlester,326,Norman,same_core_shared_border,5,76.20550782839467
1714,325,McAlester,329,Ponca City,same_core_shared_border,1,34.0
1715,325,McAlester,324,Tulsa,same_core_shared_border,5,78.47183575379525
1716,325,McAlester,608,Fort Smith,different_core_shared_border,2,65.14962686336267
1717,325,McAlester,612,El Dorado,different_core_shared_border,2,23.19803902718557
1718,325,McAlester,327,Durant,same_core_shared_border,5,108.91240990116086
1719,326,Norman,328,Enid,same_core_shared_border,4,31.78638427399123
1720,326,Norman,322,Oklahoma City,same_core_shared_border,7,56.696257007004164
1721,326,Norman,329,Ponca City,same_core_shared_border,5,21.88062486640328
1722,326,Norman,325,McAlester,same_core_shared_border,5,76.20550782839467
1723,326,Norman,327,Durant,same_core_shared_border,4,60.04421254968477
1724,326,Norman,654,Wichita Falls,different_core_shared_border,4,31.856124095986587
1725,326,Norman,323,Lawton,same_core_shared_border,6,82.74525782179812
1726,327,Durant,326,Norman,same_core_shared_border,4,60.04421254968477
1727,327,Durant,325,McAlester,same_core_shared_border,5,108.91240990116086
1728,327,Durant,612,El Dorado,different_core_shared_border,2,44.10255723711779
1729,327,Durant,653,Tyler,different_core_shared_border,5,115.92410421719
1730,327,Durant,654,Wichita Falls,different_core_shared_border,3,47.10872816468307
1731,328,Enid,557,Wellington (KS),different_core_shared_border,1,54.0
1732,328,Enid,558,Parsons,different_core_shared_border,1,6.0
1733,328,Enid,329,Ponca City,same_core_shared_border,7,85.18617074181427
1734,328,Enid,322,Oklahoma City,same_core_shared_border,3,20.94712798275038
1735,328,Enid,326,Norman,same_core_shared_border,4,31.78638427399123
1736,328,Enid,323,Lawton,same_core_shared_border,3,35.51724961132999
1737,328,Enid,321,Woodward,same_core_shared_border,7,115.59409913592802
1738,329,Ponca City,328,Enid,same_core_shared_border,7,85.18617074181427
1739,329,Ponca City,558,Parsons,different_core_shared_border,1,54.0
1740,329,Ponca City,324,Tulsa,same_core_shared_border,6,101.82767576372345
1741,329,Ponca City,325,McAlester,same_core_shared_border,1,34.0
1742,329,Ponca City,326,Norman,same_core_shared_border,5,21.88062486640328
1743,329,Ponca City,322,Oklahoma City,same_core_shared_border,7,59.89061538498529
1744,330,Miskolc,331,Vác,same_core_shared_border,6,50.47079860846176
1745,330,Miskolc,178,Banská Bystrica,different_core_shared_border,4,37.69699767493228
1746,330,Miskolc,175,Košice,different_core_shared_border,7,87.53445827545109
1747,330,Miskolc,176,Mukačevo,different_core_shared_border,2,15.673393078908102
1748,330,Miskolc,348,Satu Mare,same_core_shared_border,5,53.86625693199748
1749,330,Miskolc,335,Debrecen,same_core_shared_border,5,104.1557162814236
1750,331,Vác,,,coastline,4,30.728329769361668
1751,331,Vác,178,Banská Bystrica,different_core_shared_border,5,80.66232809383948
1752,331,Vác,330,Miskolc,same_core_shared_border,6,50.47079860846176
1753,331,Vác,335,Debrecen,same_core_shared_border,3,51.28421720294915
1754,331,Vác,336,Gyula,same_core_shared_border,4,65.83763335888946
1755,331,Vác,,,coastline,3,34.68331661590834
1756,331,Vác,333,Pécs,same_core_shared_border,1,3.605551275463989
1757,331,Vác,310,Budapest,same_core_shared_border,6,47.39733054935157
1758,332,Györ,166,Graz,different_core_shared_border,1,12.0
1759,332,Györ,,,coastline,13,113.48125787149912
1760,332,Györ,310,Budapest,same_core_shared_border,5,27.802135513978364
1761,332,Györ,333,Pécs,same_core_shared_border,4,57.90594715029875
1762,332,Györ,334,Keszthely,same_core_shared_border,7,84.62579594659964
1763,333,Pécs,334,Keszthely,same_core_shared_border,5,73.67399995966315
1764,333,Pécs,332,Györ,same_core_shared_border,4,57.90594715029875
1765,333,Pécs,310,Budapest,same_core_shared_border,4,26.487806144337682
1766,333,Pécs,331,Vác,same_core_shared_border,1,3.605551275463989
1767,333,Pécs,,,coastline,5,51.253153490679914
1768,333,Pécs,336,Gyula,same_core_shared_border,1,7.615773105863909
1769,333,Pécs,,,coastline,6,38.35057262188244
1770,333,Pécs,366,Šabac,different_core_shared_border,5,65.11761365356176
1771,333,Pécs,367,Slavonski Brod,different_core_shared_border,1,12.041594578792296
1772,333,Pécs,368,Maribor,different_core_shared_border,1,23.345235059857504
1773,334,Keszthely,166,Graz,different_core_shared_border,8,89.25610583788126
1774,334,Keszthely,332,Györ,same_core_shared_border,7,84.62579594659964
1775,334,Keszthely,333,Pécs,same_core_shared_border,5,73.67399995966315
1776,334,Keszthely,368,Maribor,different_core_shared_border,6,83.67830791224871
1777,335,Debrecen,331,Vác,same_core_shared_border,3,51.28421720294915
1778,335,Debrecen,330,Miskolc,same_core_shared_border,5,104.1557162814236
1779,335,Debrecen,348,Satu Mare,same_core_shared_border,3,26.710272946224936
1780,335,Debrecen,349,Zalău,same_core_shared_border,3,53.47210167718433
1781,335,Debrecen,344,Deva,same_core_shared_border,3,54.84033208282848
1782,335,Debrecen,336,Gyula,same_core_shared_border,6,73.69866201596894
1783,336,Gyula,,,coastline,2,15.65685424949238
1784,336,Gyula,333,Pécs,same_core_shared_border,1,7.615773105863909
1785,336,Gyula,,,coastline,2,18.796112993362858
1786,336,Gyula,331,Vác,same_core_shared_border,4,65.83763335888946
1787,336,Gyula,335,Debrecen,same_core_shared_border,6,73.69866201596894
1788,336,Gyula,344,Deva,same_core_shared_border,2,11.455612434792677
1789,336,Gyula,337,Timisoara,same_core_shared_border,6,47.83033710139997
1790,336,Gyula,346,Reșița,same_core_shared_border,5,31.39473243793099
1791,336,Gyula,365,Vršac,different_core_shared_border,3,41.263731077623234
1792,336,Gyula,364,Novi Sad,different_core_shared_border,3,57.16220541516547
1793,337,Timisoara,344,Deva,same_core_shared_border,5,39.04880528997623
1794,337,Timisoara,346,Reșița,same_core_shared_border,4,38.685724018016316
1795,337,Timisoara,336,Gyula,same_core_shared_border,6,47.83033710139997
1796,338,Bucharest,345,Pitești,same_core_shared_border,5,32.23328594796317
1797,338,Bucharest,350,Ploiești,same_core_shared_border,4,21.28984051175284
1798,338,Bucharest,,,coastline,1,11.704699910719626
1799,338,Bucharest,340,Constanța,same_core_shared_border,5,46.70626433803386
1800,338,Bucharest,347,Craiova,same_core_shared_border,4,29.13496331842617
1801,339,Iași,343,Botoșani,same_core_shared_border,3,24.472822062856856
1802,339,Iași,342,Chișinău,same_core_shared_border,6,46.823358039350325
1803,339,Iași,351,Bacău,same_core_shared_border,9,53.515947476213434
1804,340,Constanța,385,Varna,different_core_shared_border,3,51.27073397506276
1805,340,Constanța,383,Pleven,different_core_shared_border,1,16.0
