province_id,name,center_x,center_y,component_count,core_country_ids,initial_owner_id,initial_owner_name,initial_owner_color,terrain_type_id,terrain_type,visual_terrain_tag,population,victory_points,coastal_flag,region_ids,region_names,raw_resource_code_r,raw_resource_field_bp,explicit_terrain_marker_count
615,Abingdon,3315.0,2284.0,1,47,47,Virginia,#8A8E74,11,Hills,,43461,0,False,1,North America,1,,0
616,Norfolk,3617.0,2260.0,1,47,47,Virginia,#8A8E74,10,Plains,,37595,0,True,1,North America,1,,0
617,Charlottesville,3524.0,2178.0,1,47,47,Virginia,#8A8E74,10,Plains,,30564,0,True,1,North America,1,,0
618,Parkersburg,3374.0,2123.0,1,47,47,Virginia,#8A8E74,10,Plains,,67117,0,False,1,North America,1,,0
619,Harrisonburg,3495.0,2148.0,1,47,47,Virginia,#8A8E74,11,Hills,Boreal,31065,0,False,1,North America,1,,0
620,Lynchburg,3494.0,2240.0,1,47,47,Virginia,#8A8E74,10,Plains,,50049,0,False,1,North America,1,,0
621,Blacksburg,3399.0,2232.0,1,47,47,Virginia,#8A8E74,12,Mountain,,37277,0,False,1,North America,6,3832,4
622,Lexington (VA),3476.0,2213.0,1,47,47,Virginia,#8A8E74,13,Forest,,85819,0,False,1,North America,1,,0
623,Danville,3462.0,2288.0,1,47,47,Virginia,#8A8E74,10,Plains,,32978,0,False,1,North America,5,4332,0
624,Asheville,3283.0,2373.0,1,48,48,Carolina,#735D2D,12,Mountain,,41399,0,False,1,North America,2,3451,3
625,Charlotte,3355.0,2390.0,1,48,48,Carolina,#735D2D,14,Urban,,338271,10,False,1,North America,5,1689,0
626,Charleston (SC),3426.0,2507.0,1,48,48,Carolina,#735D2D,13,Forest,,67439,0,True,1,North America,5,2118,0
627,Wilmington,3529.0,2424.0,1,48,48,Carolina,#735D2D,10,Plains,,50569,0,True,1,North America,1,,0
628,Durham,3513.0,2315.0,1,48,48,Carolina,#735D2D,10,Plains,,42211,0,True,1,North America,1,,0
629,Greensboro,3452.0,2312.0,1,48,48,Carolina,#735D2D,10,Plains,,59399,0,False,1,North America,1,,0
630,Hickory,3339.0,2363.0,1,48,48,Carolina,#735D2D,12,Mountain,,27804,0,False,1,North America,6,5138,4
631,Greenville (SC),3295.0,2416.0,1,48,48,Carolina,#735D2D,13,Forest,,56609,0,False,1,North America,1,,0
632,Fayetteville (NC),3533.0,2384.0,1,48,48,Carolina,#735D2D,10,Plains,,59180,0,True,1,North America,6,2414,0
633,Florence (SC),3436.0,2413.0,1,48,48,Carolina,#735D2D,10,Plains,,33249,0,False,1,North America,2,4297,0
634,Albuquerque,2104.0,2413.0,1,52,52,Texas,#CEC074,14,Urban,Mediterranean,178049,10,False,1,North America,5,3209,0
635,Van Horn,2151.0,2611.0,1,52,52,Texas,#CEC074,12,Mountain,Desert,37577,0,False,1,North America,1,,7
636,Del Rio,2308.0,2655.0,1,52,52,Texas,#CEC074,11,Hills,Mediterranean,44353,0,False,1,North America,1,,0
637,Mc Allen,2412.0,2864.0,1,52,52,Texas,#CEC074,10,Plains,Mediterranean,35415,0,True,1,North America,1,,0
638,Houston,2670.0,2698.0,1,52,52,Texas,#CEC074,14,Urban,,284919,10,True,1,North America,6,2006,0
639,Santa Fe,2130.0,2354.0,1,52,52,Texas,#CEC074,12,Mountain,Mediterranean,36109,0,False,1,North America,1,,9
640,Farmington (NM),2012.0,2301.0,1,52,52,Texas,#CEC074,11,Hills,Mediterranean,57340,0,False,1,North America,1,,2
641,Santa Rosa (NM),2187.0,2418.0,1,52,52,Texas,#CEC074,11,Hills,Mediterranean,49251,0,False,1,North America,1,,0
642,Amarillo,2351.0,2403.0,1,52,52,Texas,#CEC074,11,Hills,Mediterranean,64250,0,False,1,North America,1,,0
643,Hot Springs,2057.0,2458.0,1,52,52,Texas,#CEC074,10,Plains,Desert,52389,0,False,1,North America,6,2727,0
644,Dallas,2564.0,2539.0,1,52,52,Texas,#CEC074,14,Urban,,274953,10,False,1,North America,2,2078,0
645,Jasper,2710.0,2633.0,1,52,52,Texas,#CEC074,13,Forest,,65238,0,True,1,North America,1,,0
646,Fort Worth,2536.0,2562.0,1,52,52,Texas,#CEC074,10,Plains,,44552,0,False,1,North America,6,3207,0
647,Lubbock,2342.0,2491.0,1,52,52,Texas,#CEC074,14,Urban,Mediterranean,54420,10,False,1,North America,5,10500,0
648,Midland,2312.0,2574.0,1,52,52,Texas,#CEC074,10,Plains,Grassland,34381,0,False,1,North America,1,,0
649,Austin,2497.0,2653.0,1,52,52,Texas,#CEC074,14,Urban,,55877,10,False,1,North America,2,10227,0
650,Victoria (TX),2557.0,2733.0,1,52,52,Texas,#CEC074,10,Plains,,50402,0,True,1,North America,5,2834,0
651,Huntsville (TX),2620.0,2627.0,1,52,52,Texas,#CEC074,11,Hills,,67697,0,False,1,North America,1,,0
652,Coro,3489.0,3646.0,1,59,59,Venezuela,#74798B,10,Plains,Desert,72793,0,True,3,South America,2,1963,0
653,Tyler,2640.0,2555.0,1,52,52,Texas,#CEC074,13,Forest,,61272,0,False,1,North America,1,,0
654,Wichita Falls,2483.0,2477.0,1,52,52,Texas,#CEC074,10,Plains,Grassland,44413,0,False,1,North America,1,,0
655,Roswell,2195.0,2484.0,1,52,52,Texas,#CEC074,11,Hills,Desert,45008,0,False,1,North America,1,,0
656,Dalhart,2283.0,2330.0,1,52,52,Texas,#CEC074,10,Plains,Grassland,39230,0,False,1,North America,6,3642,0
657,San Antonio,2451.0,2702.0,1,52,52,Texas,#CEC074,10,Plains,,476928,0,False,1,North America,1,,0
658,Corpus Christi,2484.0,2774.0,1,52,52,Texas,#CEC074,10,Plains,Mediterranean,51891,0,True,1,North America,6,2753,0
659,Brownwood,2442.0,2603.0,1,52,52,Texas,#CEC074,11,Hills,Mediterranean,42178,0,False,1,North America,1,,0
660,Anchorage,780.0,981.0,1,26,26,Alaska,#5E7F82,14,Urban,Boreal,489672,10,True,1,North America,6,1167,0
661,Fairbanks,793.0,703.0,1,26,26,Alaska,#5E7F82,11,Hills,Boreal,34562,0,True,1,North America,5,4133,0
662,McCarthy,904.0,941.0,1,26,26,Alaska,#5E7F82,12,Mountain,Boreal,46459,0,True,1,North America,1,,8
663,Prudhoe Bay,784.0,419.0,1,26,26,Alaska,#5E7F82,12,Mountain,Tundra,41530,0,True,1,North America,6,3440,16
664,Barrow,456.0,404.0,1,26,26,Alaska,#5E7F82,12,Mountain,Tundra,65707,0,True,1,North America,2,2174,13
665,Nome,214.0,721.0,1,26,26,Alaska,#5E7F82,11,Hills,Tundra,41534,0,True,1,North America,1,,0
666,Aniak,553.0,863.0,1,26,26,Alaska,#5E7F82,12,Mountain,Tundra,83102,0,True,1,North America,5,1719,10
667,Perryville,330.0,1142.0,1,26,26,Alaska,#5E7F82,12,Mountain,Tundra,54697,0,True,1,North America,2,2612,11
668,Fort St. John,1420.0,1077.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,52083,0,False,1,North America,2,2743,4
669,Prince George,1379.0,1219.0,1,30,30,British Columbia,#ADA365,13,Forest,Boreal,40547,0,False,1,North America,1,,0
670,Kelowna,1444.0,1398.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,34135,0,False,1,North America,1,,0
671,Skagway,1037.0,958.0,1,30,30,British Columbia,#ADA365,14,Urban,Boreal,386093,10,False,1,North America,2,1480,0
672,Fort Nelson,1366.0,937.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,69503,0,False,1,North America,5,2055,6
673,Kamloops,1354.0,1337.0,1,30,30,British Columbia,#ADA365,14,Urban,Boreal,34851,10,False,1,North America,5,16396,0
674,Whistler,1248.0,1376.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,70738,0,True,1,North America,1,,5
675,Terrace,1183.0,1227.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,55173,0,False,1,North America,5,2589,7
676,Smithers,1290.0,1194.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,53168,0,False,1,North America,1,,0
677,Iskut,1145.0,1085.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,65864,0,True,1,North America,1,,6
678,Cassiar,1144.0,952.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,53355,0,False,1,North America,5,2677,6
679,Toad River,1249.0,946.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,57121,0,False,1,North America,6,2501,7
680,Nanaimo,1203.0,1446.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,41806,0,True,1,North America,1,,0
681,Victoria (BC),1236.0,1472.0,1,30,30,British Columbia,#ADA365,14,Urban,Boreal,175147,10,True,1,North America,6,3263,0
682,Prince Rupert,1127.0,1222.0,1,30,30,British Columbia,#ADA365,14,Urban,Boreal,303664,10,True,1,North America,2,1882,0
683,Kitimat,1176.0,1282.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,39786,0,True,1,North America,1,,5
684,Hazelton,1268.0,1132.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,35661,0,False,1,North America,1,,0
685,Mackenzie,1365.0,1123.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,63869,0,False,1,North America,1,,0
686,Wonowon,1366.0,1041.0,1,30,30,British Columbia,#ADA365,11,Hills,Boreal,40490,0,False,1,North America,1,,0
687,Cranbrook,1567.0,1398.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,43793,0,False,1,North America,5,3262,8
688,Vernon,1459.0,1359.0,1,30,30,British Columbia,#ADA365,13,Forest,Boreal,70519,0,False,1,North America,1,,0
689,Golden,1553.0,1318.0,1,30,30,British Columbia,#ADA365,12,Mountain,Boreal,33988,0,False,1,North America,1,,6
690,Williams Lake,1379.0,1277.0,1,30,30,British Columbia,#ADA365,13,Forest,Boreal,70706,0,False,1,North America,1,,0
691,Calgary,1671.0,1291.0,1,34,34,Alberta,#849493,14,Urban,Boreal,318401,10,False,1,North America,5,1795,0
692,Edmonton,1683.0,1137.0,1,34,34,Alberta,#849493,14,Urban,Boreal,229975,10,False,1,North America,2,2485,0
693,Red Deer,1675.0,1220.0,1,34,34,Alberta,#849493,10,Plains,Boreal,76718,0,False,1,North America,1,,0
694,Lethbridge,1729.0,1382.0,1,34,34,Alberta,#849493,14,Urban,Boreal,261915,10,False,1,North America,6,2182,0
695,Medicine Hat,1889.0,1346.0,1,34,34,Alberta,#849493,13,Forest,,75304,0,False,1,North America,1,,0
696,Brooks,1790.0,1295.0,1,34,34,Alberta,#849493,10,Plains,,48808,0,False,1,North America,1,,0
697,Hanna,1829.0,1225.0,1,34,34,Alberta,#849493,10,Plains,Boreal,64637,0,False,1,North America,5,2210,0
698,Vegreville,1782.0,1115.0,1,34,34,Alberta,#849493,13,Forest,Boreal,52545,0,False,1,North America,1,,0
699,Vermilion,1862.0,1113.0,1,34,34,Alberta,#849493,13,Forest,Boreal,58122,0,False,1,North America,1,,0
700,Fort McMurray,1883.0,947.0,1,34,34,Alberta,#849493,14,Urban,Boreal,218371,10,False,1,North America,6,2617,0
701,Lac la Biche,1857.0,1017.0,1,34,34,Alberta,#849493,10,Plains,Boreal,48709,0,False,1,North America,2,2933,0
702,Iquitos,3329.0,4321.0,1,62,62,Peru,#9B6A28,13,Forest,Jungle,36622,0,False,3,South America,1,,0
703,Peerless Lake,1734.0,953.0,1,34,34,Alberta,#849493,10,Plains,Boreal,72467,0,False,1,North America,1,,0
704,Peace River,1583.0,975.0,1,34,34,Alberta,#849493,13,Forest,Boreal,80037,0,False,1,North America,1,,0
705,Grand Prairie,1487.0,1104.0,1,34,34,Alberta,#849493,14,Urban,Boreal,51306,10,False,1,North America,5,11138,0
706,Whitecourt,1606.0,1129.0,1,34,34,Alberta,#849493,10,Plains,Boreal,48344,0,False,1,North America,1,,0
707,Banff,1606.0,1275.0,1,34,34,Alberta,#849493,12,Mountain,Boreal,71498,0,False,1,North America,1,,9
708,Grand Cache,1491.0,1160.0,1,34,34,Alberta,#849493,12,Mountain,Boreal,67776,0,False,1,North America,1,,8
709,Worsley,1479.0,963.0,1,34,34,Alberta,#849493,10,Plains,Boreal,56081,0,False,1,North America,6,2547,0
710,Boyle,1722.0,1048.0,1,34,34,Alberta,#849493,10,Plains,Boreal,47619,0,False,1,North America,2,3000,0
711,Cardston,1710.0,1424.0,1,34,34,Alberta,#849493,10,Plains,Boreal,48686,0,False,1,North America,2,2934,0
712,Claresholm,1697.0,1342.0,1,34,34,Alberta,#849493,10,Plains,Boreal,51942,0,False,1,North America,2,2750,0
713,Taber,1782.0,1369.0,1,34,34,Alberta,#849493,11,Hills,,93073,0,False,1,North America,1,,0
714,Regina,2223.0,1337.0,1,35,35,Saskatchewan,#5D758B,14,Urban,,284964,10,False,1,North America,2,2005,0
715,Saskatoon,2117.0,1217.0,1,35,35,Saskatchewan,#5D758B,14,Urban,Boreal,299388,10,False,1,North America,2,1909,0
716,Prince Albert,2165.0,1110.0,1,35,35,Saskatchewan,#5D758B,14,Urban,Boreal,354724,10,False,1,North America,5,1611,0
717,N. Battleford,1996.0,1144.0,1,35,35,Saskatchewan,#5D758B,14,Urban,Boreal,223654,10,False,1,North America,5,2555,0
718,La Ronge,2172.0,1032.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,38019,0,False,1,North America,6,3758,0
719,Tisdale,2250.0,1132.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,71384,0,False,1,North America,1,,0
720,Nipawin,2252.0,1069.0,1,35,35,Saskatchewan,#5D758B,13,Forest,Boreal,41058,0,False,1,North America,1,,0
721,Estevan,2276.0,1398.0,1,35,35,Saskatchewan,#5D758B,13,Forest,,41205,0,False,1,North America,1,,0
722,Yorkton,2304.0,1264.0,1,35,35,Saskatchewan,#5D758B,14,Urban,,76157,10,False,1,North America,6,7503,0
723,Moose Jaw,2152.0,1346.0,1,35,35,Saskatchewan,#5D758B,10,Plains,,49864,0,False,1,North America,1,,0
724,Swift Current,2028.0,1363.0,1,35,35,Saskatchewan,#5D758B,11,Hills,,40774,0,False,1,North America,1,,0
725,Kindersley,1976.0,1248.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,50911,0,False,1,North America,2,2806,0
726,Rosetown,2039.0,1251.0,1,35,35,Saskatchewan,#5D758B,11,Hills,,46424,0,False,1,North America,1,,0
727,Meadow Lake,1985.0,1066.0,1,35,35,Saskatchewan,#5D758B,13,Forest,Boreal,48480,0,False,1,North America,1,,0
728,Rosthern,2135.0,1166.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,89771,0,False,1,North America,1,,0
729,Humboldt,2210.0,1212.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,89675,0,False,1,North America,6,1593,0
730,Archerwill,2285.0,1170.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,59387,0,False,1,North America,1,,0
731,Davidson,2158.0,1277.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,65670,0,False,1,North America,1,,0
732,Radisson,2052.0,1166.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,44531,0,False,1,North America,1,,0
733,Shellbrook,2097.0,1108.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,78272,0,False,1,North America,1,,0
734,Shell Lake,2044.0,1096.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,43405,0,False,1,North America,6,3291,0
735,Beauval,2052.0,1001.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,60092,0,False,1,North America,5,2377,0
736,La Loche,1976.0,955.0,1,35,35,Saskatchewan,#5D758B,10,Plains,Boreal,78301,0,False,1,North America,6,1824,0
737,Dawson,1024.0,687.0,1,182,182,Yukon,#9CAE8D,12,Mountain,Boreal,45235,0,True,1,North America,1,,16
738,Whitehorse,1134.0,866.0,1,182,182,Yukon,#9CAE8D,14,Urban,Boreal,726978,10,True,1,North America,2,786,0
739,Destruction Bay,1032.0,848.0,1,182,182,Yukon,#9CAE8D,11,Hills,Boreal,53146,0,True,1,North America,6,2688,0
740,Ross River,1278.0,793.0,1,182,182,Yukon,#9CAE8D,12,Mountain,Boreal,28987,0,False,1,North America,1,,9
741,Nahanni Butte,1384.0,806.0,1,182,182,Yukon,#9CAE8D,13,Forest,Boreal,46376,0,False,1,North America,1,,0
742,Yellowknife,1669.0,729.0,1,182,182,Yukon,#9CAE8D,10,Plains,Boreal,52756,0,False,1,North America,1,,0
743,Winnipeg,2559.0,1353.0,1,36,36,Manitoba,#99654E,14,Urban,,523762,10,False,1,North America,6,1091,0
744,Brandon,2432.0,1355.0,1,36,36,Manitoba,#99654E,10,Plains,,46734,0,False,1,North America,6,3057,0
745,Dauphin,2439.0,1255.0,1,36,36,Manitoba,#99654E,10,Plains,Boreal,35357,0,False,1,North America,2,4040,0
746,Swan River,2395.0,1137.0,1,36,36,Manitoba,#99654E,10,Plains,Boreal,44726,0,False,1,North America,5,3194,0
747,Peguis,2566.0,1252.0,1,36,36,Manitoba,#99654E,11,Hills,Boreal,59887,0,False,1,North America,1,,0
748,Steinbach,2607.0,1382.0,1,36,36,Manitoba,#99654E,13,Forest,Boreal,34500,0,False,1,North America,1,,0
749,Snow Lake,2468.0,967.0,1,36,36,Manitoba,#99654E,10,Plains,Boreal,58887,0,False,1,North America,2,2426,0
750,Shamattawa,2895.0,980.0,1,36,36,Manitoba,#99654E,11,Hills,Tundra,46874,0,True,1,North America,1,,0
751,Thompson,2652.0,943.0,1,36,36,Manitoba,#99654E,10,Plains,Tundra,59680,0,False,1,North America,5,2394,0
752,Grand Rapids,2569.0,1089.0,1,36,36,Manitoba,#99654E,10,Plains,Boreal,65895,0,False,1,North America,1,,0
753,La Brochet,2393.0,839.0,1,36,36,Manitoba,#99654E,10,Plains,Tundra,42695,0,True,1,North America,1,,0
754,Whale Cove,3190.0,869.0,10,36,36,Manitoba,#99654E,10,Plains,Tundra,50584,0,True,1,North America,1,,0
755,Baker Lake,2763.0,755.0,5,36,36,Manitoba,#99654E,10,Plains,Tundra,50170,0,True,1,North America,1,,0
756,Toronto,3465.0,1811.0,1,37,37,Ontario,#D29166,14,Urban,Boreal,400624,10,True,1,North America,2,1426,0
757,Sudbury,3378.0,1613.0,1,37,37,Ontario,#D29166,14,Urban,Boreal,342271,10,False,1,North America,5,1670,0
758,Thunder Bay,2943.0,1495.0,1,37,37,Ontario,#D29166,14,Urban,Boreal,274284,10,True,1,North America,5,2083,0
759,Moosonee,3354.0,1337.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,53238,0,True,1,North America,1,,0
760,Timmins,3350.0,1472.0,1,37,37,Ontario,#D29166,14,Urban,Boreal,189316,10,False,1,North America,2,3018,0
761,New York,3742.0,2012.0,2,41,41,New England,#7A8150,14,Urban,,279382,10,True,1,North America,6,2045,0
762,Boston,3883.0,1901.0,1,41,41,New England,#7A8150,14,Urban,,326539,10,True,1,North America,2,1750,0
763,Fort Severn,3027.0,1119.0,1,37,37,Ontario,#D29166,10,Plains,Tundra,70501,0,True,1,North America,2,2026,0
764,Winisk,3212.0,1160.0,1,37,37,Ontario,#D29166,14,Urban,Boreal,50335,10,True,1,North America,6,11353,0
765,Wabitigweyaang,2806.0,1235.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,53453,0,False,1,North America,1,,0
766,Ignance,2899.0,1444.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,48592,0,False,1,North America,1,,0
767,Kenora,2733.0,1355.0,1,37,37,Ontario,#D29166,10,Plains,Boreal,62295,0,False,1,North America,6,2293,0
768,Nipigon,3036.0,1435.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,48614,0,True,1,North America,1,,0
769,Sault Ste. Marie,3237.0,1615.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,50379,0,True,1,North America,1,,0
770,North Bay,3429.0,1634.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,56266,0,True,1,North America,1,,0
771,Kawartha Lakes,3487.0,1764.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,76521,0,True,1,North America,6,1867,0
772,Ottawa,3627.0,1726.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,52803,0,True,1,North America,1,,0
773,Huntsville,3484.0,1700.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,48594,0,True,1,North America,6,2940,0
774,Hamilton (ON),3430.0,1844.0,1,37,37,Ontario,#D29166,10,Plains,Boreal,42548,0,True,1,North America,1,,0
775,Montréal,3725.0,1696.0,1,38,38,Quebec,#E5BB5F,14,Urban,Boreal,226376,10,True,1,North America,5,2524,0
776,Engelhart,3427.0,1530.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,45507,0,False,1,North America,6,3139,0
777,Gogama,3345.0,1541.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,68153,0,False,1,North America,1,,0
778,Cochrane,3359.0,1430.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,61882,0,False,1,North America,1,,0
779,Wawa,3218.0,1544.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,76737,0,True,1,North America,1,,0
780,Hearst,3264.0,1389.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,61565,0,False,1,North America,1,,0
781,Geraldton (ON),3147.0,1404.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,39825,0,True,1,North America,1,,0
782,Fort Hope,3056.0,1314.0,1,37,37,Ontario,#D29166,11,Hills,Boreal,40826,0,False,1,North America,5,3499,0
783,Sioux Lookout,2884.0,1329.0,1,37,37,Ontario,#D29166,13,Forest,Boreal,75209,0,False,1,North America,1,,0
784,Québec,3851.0,1583.0,1,38,38,Quebec,#E5BB5F,14,Urban,Boreal,299761,10,True,1,North America,6,1906,0
785,Saguenay,3888.0,1470.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,65242,0,True,1,North America,1,,0
786,Sherbrooke,3819.0,1711.0,1,38,38,Quebec,#E5BB5F,10,Plains,Boreal,63623,0,False,1,North America,2,2245,0
787,Victoriaville,3827.0,1651.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,34570,0,False,1,North America,1,,0
788,Shawinigan,3786.0,1602.0,1,38,38,Quebec,#E5BB5F,11,Hills,Boreal,50769,0,False,1,North America,1,,0
789,Rouyn-Noranda,3458.0,1502.0,1,38,38,Quebec,#E5BB5F,11,Hills,Boreal,42366,0,False,1,North America,1,,0
790,Saint-Jérôme,3690.0,1671.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,71738,0,False,1,North America,1,,0
791,La Tuque,3771.0,1531.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,33136,0,False,1,North America,1,,0
792,Rimouski,4031.0,1475.0,1,38,38,Quebec,#E5BB5F,14,Urban,Boreal,285919,10,True,1,North America,5,1999,0
793,Val-d'Or,3617.0,1495.0,1,38,38,Quebec,#E5BB5F,14,Urban,Boreal,365885,10,False,1,North America,2,1562,0
794,Kipawa,3495.0,1602.0,1,38,38,Quebec,#E5BB5F,10,Plains,Boreal,63058,0,False,1,North America,6,2265,0
795,La Sarre,3495.0,1420.0,1,38,38,Quebec,#E5BB5F,10,Plains,Boreal,64525,0,True,1,North America,5,2214,0
796,Kitcisakik,3640.0,1560.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,57290,0,False,1,North America,1,,0
797,Salluit,3961.0,900.0,1,38,38,Quebec,#E5BB5F,10,Plains,Tundra,41534,0,True,1,North America,2,3440,0
798,Sakami,3729.0,1200.0,1,38,38,Quebec,#E5BB5F,10,Plains,Boreal,72932,0,True,1,North America,1,,0
799,Happy Valley-Goose Bay,4408.0,1229.0,1,38,38,Quebec,#E5BB5F,10,Plains,Boreal,47041,0,True,1,North America,2,3037,0
800,Sept-Îles,4135.0,1371.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,61519,0,True,1,North America,1,,0
801,Kuujjuaq,4163.0,1060.0,1,38,38,Quebec,#E5BB5F,10,Plains,Tundra,41915,0,True,1,North America,1,,0
802,Mistissini,3939.0,1301.0,1,38,38,Quebec,#E5BB5F,14,Urban,Boreal,52722,10,False,1,North America,6,10839,0
803,Eastmain,3543.0,1287.0,1,38,38,Quebec,#E5BB5F,13,Forest,Boreal,45395,0,True,1,North America,1,,0
804,Caniapiscau,4028.0,1155.0,1,38,38,Quebec,#E5BB5F,11,Hills,Boreal,57431,0,False,1,North America,1,,0
805,Aklavik,1394.0,573.0,1,182,182,Yukon,#9CAE8D,10,Plains,Tundra,45368,0,True,1,North America,1,,0
806,Old Crow,1034.0,482.0,1,182,182,Yukon,#9CAE8D,11,Hills,Tundra,55043,0,True,1,North America,2,2595,0
807,Fort Reliance,1985.0,754.0,1,182,182,Yukon,#9CAE8D,10,Plains,Boreal,46462,0,True,1,North America,5,3075,0
808,Snowdrift,1843.0,748.0,1,182,182,Yukon,#9CAE8D,10,Plains,Boreal,34125,0,False,1,North America,1,,0
809,Bathurst Inlet,2189.0,699.0,1,182,182,Yukon,#9CAE8D,11,Hills,Boreal,56926,0,True,1,North America,1,,0
810,Coppermine,1719.0,604.0,1,182,182,Yukon,#9CAE8D,11,Hills,Tundra,55417,0,True,1,North America,1,,0
811,Philadelphia,3649.0,2096.0,1,41,41,New England,#7A8150,14,Urban,,249315,10,False,1,North America,2,2292,0
812,Washington,3598.0,2147.0,1,41,41,New England,#7A8150,14,Urban,,196537,10,True,1,North America,6,2907,0
813,Pittsburgh,3430.0,2054.0,1,41,41,New England,#7A8150,10,Plains,,60064,0,False,1,North America,6,2378,0
814,Rochester (NY),3543.0,1875.0,1,41,41,New England,#7A8150,10,Plains,Boreal,45581,0,True,1,North America,5,3134,0
815,Baltimore,3604.0,2117.0,1,41,41,New England,#7A8150,11,Hills,,60668,0,True,1,North America,1,,0
816,Johnstown,3504.0,2054.0,1,41,41,New England,#7A8150,11,Hills,Boreal,47783,0,False,1,North America,1,,0
817,Princeton,3693.0,2057.0,1,41,41,New England,#7A8150,13,Forest,,55976,0,True,1,North America,1,,0
818,Harrisburg,3602.0,2049.0,1,41,41,New England,#7A8150,11,Hills,,36173,0,False,1,North America,1,,0
819,Scranton,3671.0,1983.0,1,41,41,New England,#7A8150,10,Plains,,47795,0,False,1,North America,1,,0
820,Syracuse,3634.0,1862.0,1,41,41,New England,#7A8150,10,Plains,Boreal,30770,0,True,1,North America,2,4643,0
821,Binghamton,3640.0,1918.0,1,41,41,New England,#7A8150,11,Hills,Boreal,46637,0,False,1,North America,1,,0
822,Providence,3862.0,1948.0,1,41,41,New England,#7A8150,11,Hills,,29901,0,True,1,North America,1,,0
823,Worcester,3835.0,1896.0,1,41,41,New England,#7A8150,10,Plains,,50801,0,False,1,North America,5,2812,0
824,Hartford,3787.0,1940.0,1,41,41,New England,#7A8150,13,Forest,,63860,0,False,1,North America,1,,0
825,New Haven,3779.0,1986.0,1,41,41,New England,#7A8150,11,Hills,,43658,0,True,1,North America,1,,0
826,Atlantic City,3664.0,2158.0,1,41,41,New England,#7A8150,10,Plains,,48695,0,True,1,North America,5,2934,0
827,Erie,3423.0,1953.0,1,41,41,New England,#7A8150,10,Plains,,43790,0,True,1,North America,1,,0
828,Lewisburg,3594.0,1990.0,1,41,41,New England,#7A8150,11,Hills,Boreal,53357,0,False,1,North America,1,,0
829,State College,3537.0,1990.0,1,41,41,New England,#7A8150,13,Forest,Boreal,48625,0,False,1,North America,1,,0
830,Bangor,3978.0,1742.0,1,41,41,New England,#7A8150,11,Hills,,59104,0,True,1,North America,1,,0
831,Portland (ME),3916.0,1798.0,1,41,41,New England,#7A8150,13,Forest,,40693,0,True,1,North America,1,,0
832,Manchester (NH),3851.0,1853.0,1,41,41,New England,#7A8150,11,Hills,,56428,0,True,1,North America,1,,0
