province_id,name,resource_1_food,resource_3_manpower,resource_4_metal,resource_5_oil,resource_20_money
599,Maryville,0,450.0,0,0,600.0
600,Columbia,0,450.0,0,0,600.0
601,Jefferson City,0,150.0,1500.0,0,900.0
602,Farmington (MO),1500.0,150.0,0,0,900.0
603,Springfield (MO),0,600.0,6000.0,0,6000.0
604,Fayetteville (AR),0,450.0,0,0,600.0
605,Conway,0,450.0,0,0,600.0
606,Jonesboro,0,150.0,1500.0,0,900.0
607,Little Rock,0,450.0,0,0,600.0
608,Fort Smith,0,450.0,0,0,600.0
609,Crosset,0,150.0,1500.0,0,900.0
610,Harrison,0,150.0,0,1500.0,900.0
611,Warrensburg,0,450.0,0,0,600.0
612,El Dorado,0,450.0,0,0,600.0
613,Richmond,6000.0,600.0,0,0,6000.0
614,Charleston (WV),0,450.0,0,0,600.0
615,Abingdon,0,450.0,0,0,600.0
616,Norfolk,0,450.0,0,0,600.0
617,Charlottesville,0,450.0,0,0,600.0
618,Parkersburg,0,450.0,0,0,600.0
619,Harrisonburg,0,450.0,0,0,600.0
620,Lynchburg,0,450.0,0,0,600.0
621,Blacksburg,0,150.0,0,1500.0,900.0
622,Lexington (VA),0,450.0,0,0,600.0
623,Danville,0,150.0,1500.0,0,900.0
624,Asheville,1500.0,150.0,0,0,900.0
625,Charlotte,0,600.0,6000.0,0,6000.0
626,Charleston (SC),0,150.0,1500.0,0,900.0
627,Wilmington,0,450.0,0,0,600.0
628,Durham,0,450.0,0,0,600.0
629,Greensboro,0,450.0,0,0,600.0
630,Hickory,0,150.0,0,1500.0,900.0
631,Greenville (SC),0,450.0,0,0,600.0
632,Fayetteville (NC),0,150.0,0,1500.0,900.0
633,Florence (SC),1500.0,150.0,0,0,900.0
634,Albuquerque,0,600.0,6000.0,0,6000.0
635,Van Horn,0,450.0,0,0,600.0
636,Del Rio,0,450.0,0,0,600.0
637,Mc Allen,0,450.0,0,0,600.0
638,Houston,0,600.0,0,6000.0,6000.0
639,Santa Fe,0,450.0,0,0,600.0
640,Farmington (NM),0,450.0,0,0,600.0
641,Santa Rosa (NM),0,450.0,0,0,600.0
642,Amarillo,0,450.0,0,0,600.0
643,Hot Springs,0,150.0,0,1500.0,900.0
644,Dallas,6000.0,600.0,0,0,6000.0
645,Jasper,0,450.0,0,0,600.0
646,Fort Worth,0,150.0,0,1500.0,900.0
647,Lubbock,0,600.0,6000.0,0,6000.0
648,Midland,0,450.0,0,0,600.0
649,Austin,6000.0,600.0,0,0,6000.0
650,Victoria (TX),0,150.0,1500.0,0,900.0
651,Huntsville (TX),0,450.0,0,0,600.0
652,Coro,1500.0,150.0,0,0,900.0
653,Tyler,0,450.0,0,0,600.0
654,Wichita Falls,0,450.0,0,0,600.0
655,Roswell,0,450.0,0,0,600.0
656,Dalhart,0,150.0,0,1500.0,900.0
657,San Antonio,0,450.0,0,0,600.0
658,Corpus Christi,0,150.0,0,1500.0,900.0
659,Brownwood,0,450.0,0,0,600.0
660,Anchorage,0,600.0,0,6000.0,6000.0
661,Fairbanks,0,150.0,1500.0,0,900.0
662,McCarthy,0,450.0,0,0,600.0
663,Prudhoe Bay,0,150.0,0,1500.0,900.0
664,Barrow,1500.0,150.0,0,0,900.0
665,Nome,0,450.0,0,0,600.0
666,Aniak,0,150.0,1500.0,0,900.0
667,Perryville,1500.0,150.0,0,0,900.0
668,Fort St. John,1500.0,150.0,0,0,900.0
669,Prince George,0,450.0,0,0,600.0
670,Kelowna,0,450.0,0,0,600.0
671,Skagway,6000.0,600.0,0,0,6000.0
672,Fort Nelson,0,150.0,1500.0,0,900.0
673,Kamloops,0,600.0,6000.0,0,6000.0
674,Whistler,0,450.0,0,0,600.0
675,Terrace,0,150.0,1500.0,0,900.0
676,Smithers,0,450.0,0,0,600.0
677,Iskut,0,450.0,0,0,600.0
678,Cassiar,0,150.0,1500.0,0,900.0
679,Toad River,0,150.0,0,1500.0,900.0
680,Nanaimo,0,450.0,0,0,600.0
681,Victoria (BC),0,600.0,0,6000.0,6000.0
682,Prince Rupert,6000.0,600.0,0,0,6000.0
683,Kitimat,0,450.0,0,0,600.0
684,Hazelton,0,450.0,0,0,600.0
685,Mackenzie,0,450.0,0,0,600.0
686,Wonowon,0,450.0,0,0,600.0
687,Cranbrook,0,150.0,1500.0,0,900.0
688,Vernon,0,450.0,0,0,600.0
689,Golden,0,450.0,0,0,600.0
690,Williams Lake,0,450.0,0,0,600.0
691,Calgary,0,600.0,6000.0,0,6000.0
692,Edmonton,6000.0,600.0,0,0,6000.0
693,Red Deer,0,450.0,0,0,600.0
694,Lethbridge,0,600.0,0,6000.0,6000.0
695,Medicine Hat,0,450.0,0,0,600.0
696,Brooks,0,450.0,0,0,600.0
697,Hanna,0,150.0,1500.0,0,900.0
698,Vegreville,0,450.0,0,0,600.0
699,Vermilion,0,450.0,0,0,600.0
700,Fort McMurray,0,600.0,0,6000.0,6000.0
701,Lac la Biche,1500.0,150.0,0,0,900.0
702,Iquitos,0,450.0,0,0,600.0
703,Peerless Lake,0,450.0,0,0,600.0
704,Peace River,0,450.0,0,0,600.0
705,Grand Prairie,0,600.0,6000.0,0,6000.0
706,Whitecourt,0,450.0,0,0,600.0
707,Banff,0,450.0,0,0,600.0
708,Grand Cache,0,450.0,0,0,600.0
709,Worsley,0,150.0,0,1500.0,900.0
710,Boyle,1500.0,150.0,0,0,900.0
711,Cardston,1500.0,150.0,0,0,900.0
712,Claresholm,1500.0,150.0,0,0,900.0
713,Taber,0,450.0,0,0,600.0
714,Regina,6000.0,600.0,0,0,6000.0
715,Saskatoon,6000.0,600.0,0,0,6000.0
716,Prince Albert,0,600.0,6000.0,0,6000.0
717,N. Battleford,0,600.0,6000.0,0,6000.0
718,La Ronge,0,150.0,0,1500.0,900.0
719,Tisdale,0,450.0,0,0,600.0
720,Nipawin,0,450.0,0,0,600.0
721,Estevan,0,450.0,0,0,600.0
722,Yorkton,0,600.0,0,6000.0,6000.0
723,Moose Jaw,0,450.0,0,0,600.0
724,Swift Current,0,450.0,0,0,600.0
725,Kindersley,1500.0,150.0,0,0,900.0
726,Rosetown,0,450.0,0,0,600.0
727,Meadow Lake,0,450.0,0,0,600.0
728,Rosthern,0,450.0,0,0,600.0
729,Humboldt,0,150.0,0,1500.0,900.0
730,Archerwill,0,450.0,0,0,600.0
731,Davidson,0,450.0,0,0,600.0
732,Radisson,0,450.0,0,0,600.0
733,Shellbrook,0,450.0,0,0,600.0
734,Shell Lake,0,150.0,0,1500.0,900.0
735,Beauval,0,150.0,1500.0,0,900.0
736,La Loche,0,150.0,0,1500.0,900.0
737,Dawson,0,450.0,0,0,600.0
738,Whitehorse,6000.0,600.0,0,0,6000.0
739,Destruction Bay,0,150.0,0,1500.0,900.0
740,Ross River,0,450.0,0,0,600.0
741,Nahanni Butte,0,450.0,0,0,600.0
742,Yellowknife,0,450.0,0,0,600.0
743,Winnipeg,0,600.0,0,6000.0,6000.0
744,Brandon,0,150.0,0,1500.0,900.0
745,Dauphin,1500.0,150.0,0,0,900.0
746,Swan River,0,150.0,1500.0,0,900.0
747,Peguis,0,450.0,0,0,600.0
748,Steinbach,0,450.0,0,0,600.0
749,Snow Lake,1500.0,150.0,0,0,900.0
750,Shamattawa,0,450.0,0,0,600.0
751,Thompson,0,150.0,1500.0,0,900.0
752,Grand Rapids,0,450.0,0,0,600.0
753,La Brochet,0,450.0,0,0,600.0
754,Whale Cove,0,450.0,0,0,600.0
755,Baker Lake,0,450.0,0,0,600.0
756,Toronto,6000.0,600.0,0,0,6000.0
757,Sudbury,0,600.0,6000.0,0,6000.0
758,Thunder Bay,0,600.0,6000.0,0,6000.0
759,Moosonee,0,450.0,0,0,600.0
760,Timmins,6000.0,600.0,0,0,6000.0
761,New York,0,600.0,0,6000.0,6000.0
762,Boston,6000.0,600.0,0,0,6000.0
763,Fort Severn,1500.0,150.0,0,0,900.0
764,Winisk,0,600.0,0,6000.0,6000.0
765,Wabitigweyaang,0,450.0,0,0,600.0
766,Ignance,0,450.0,0,0,600.0
767,Kenora,0,150.0,0,1500.0,900.0
768,Nipigon,0,450.0,0,0,600.0
769,Sault Ste. Marie,0,450.0,0,0,600.0
770,North Bay,0,450.0,0,0,600.0
771,Kawartha Lakes,0,150.0,0,1500.0,900.0
772,Ottawa,0,450.0,0,0,600.0
773,Huntsville,0,150.0,0,1500.0,900.0
774,Hamilton (ON),0,450.0,0,0,600.0
775,Montréal,0,600.0,6000.0,0,6000.0
776,Engelhart,0,150.0,0,1500.0,900.0
777,Gogama,0,450.0,0,0,600.0
778,Cochrane,0,450.0,0,0,600.0
779,Wawa,0,450.0,0,0,600.0
780,Hearst,0,450.0,0,0,600.0
781,Geraldton (ON),0,450.0,0,0,600.0
782,Fort Hope,0,150.0,1500.0,0,900.0
783,Sioux Lookout,0,450.0,0,0,600.0
784,Québec,0,600.0,0,6000.0,6000.0
785,Saguenay,0,450.0,0,0,600.0
786,Sherbrooke,1500.0,150.0,0,0,900.0
787,Victoriaville,0,450.0,0,0,600.0
788,Shawinigan,0,450.0,0,0,600.0
789,Rouyn-Noranda,0,450.0,0,0,600.0
790,Saint-Jérôme,0,450.0,0,0,600.0
791,La Tuque,0,450.0,0,0,600.0
792,Rimouski,0,600.0,6000.0,0,6000.0
793,Val-d'Or,6000.0,600.0,0,0,6000.0
794,Kipawa,0,150.0,0,1500.0,900.0
795,La Sarre,0,150.0,1500.0,0,900.0
796,Kitcisakik,0,450.0,0,0,600.0
797,Salluit,1500.0,150.0,0,0,900.0
798,Sakami,0,450.0,0,0,600.0
799,Happy Valley-Goose Bay,1500.0,150.0,0,0,900.0
800,Sept-Îles,0,450.0,0,0,600.0
801,Kuujjuaq,0,450.0,0,0,600.0
802,Mistissini,0,600.0,0,6000.0,6000.0
803,Eastmain,0,450.0,0,0,600.0
804,Caniapiscau,0,450.0,0,0,600.0
805,Aklavik,0,450.0,0,0,600.0
806,Old Crow,1500.0,150.0,0,0,900.0
807,Fort Reliance,0,150.0,1500.0,0,900.0
808,Snowdrift,0,450.0,0,0,600.0
809,Bathurst Inlet,0,450.0,0,0,600.0
810,Coppermine,0,450.0,0,0,600.0
811,Philadelphia,6000.0,600.0,0,0,6000.0
812,Washington,0,600.0,0,6000.0,6000.0
813,Pittsburgh,0,150.0,0,1500.0,900.0
814,Rochester (NY),0,150.0,1500.0,0,900.0
815,Baltimore,0,450.0,0,0,600.0
816,Johnstown,0,450.0,0,0,600.0
817,Princeton,0,450.0,0,0,600.0
818,Harrisburg,0,450.0,0,0,600.0
819,Scranton,0,450.0,0,0,600.0
820,Syracuse,1500.0,150.0,0,0,900.0
821,Binghamton,0,450.0,0,0,600.0
822,Providence,0,450.0,0,0,600.0
823,Worcester,0,150.0,1500.0,0,900.0
824,Hartford,0,450.0,0,0,600.0
825,New Haven,0,450.0,0,0,600.0
826,Atlantic City,0,150.0,1500.0,0,900.0
827,Erie,0,450.0,0,0,600.0
828,Lewisburg,0,450.0,0,0,600.0
829,State College,0,450.0,0,0,600.0
830,Bangor,0,450.0,0,0,600.0
831,Portland (ME),0,450.0,0,0,600.0
832,Manchester (NH),0,450.0,0,0,600.0
833,Albany (NY),0,600.0,6000.0,0,6000.0
834,Kingston (NY),0,450.0,0,0,600.0
835,Burlington,0,150.0,1500.0,0,900.0
836,Watertown,0,450.0,0,0,600.0
837,Miami,6000.0,600.0,0,0,6000.0
838,Atlanta,0,600.0,0,6000.0,6000.0
839,Jacksonville,0,600.0,6000.0,0,6000.0
840,New Orleans,0,600.0,0,6000.0,6000.0
841,Lafayette (LA),0,450.0,0,0,600.0
842,Shreveport,0,450.0,0,0,600.0
843,Jackson,0,450.0,0,0,600.0
844,Oxford,0,450.0,0,0,600.0
845,Hattiesburg,0,450.0,0,0,600.0
846,Huntsville (AL),0,450.0,0,0,600.0
847,Birmingham (AL),1500.0,150.0,0,0,900.0
848,Montgomery,0,600.0,6000.0,0,6000.0
849,Meridian,0,450.0,0,0,600.0
850,Athens (GA),0,450.0,0,0,600.0
851,Marietta,0,450.0,0,0,600.0
852,Macon,0,450.0,0,0,600.0
853,Savannah,0,450.0,0,0,600.0
854,Columbus (GA),1500.0,150.0,0,0,900.0
855,Dothan,0,450.0,0,0,600.0
856,Tallahassee,0,450.0,0,0,600.0
857,Fredericton,0,450.0,0,0,600.0
858,Moncton,0,450.0,0,0,600.0
859,Yarmouth,0,450.0,0,0,600.0
860,New Glasgow,0,600.0,0,6000.0,6000.0
861,Valdosta,0,450.0,0,0,600.0
862,Albany (GA),0,450.0,0,0,600.0
863,Gainesville,0,450.0,0,0,600.0
864,Orlando,0,150.0,0,1500.0,900.0
865,Tampa,0,450.0,0,0,600.0
866,Fort Myers,0,150.0,1500.0,0,900.0
867,Mobile,1500.0,150.0,0,0,900.0
868,Panama City,1500.0,150.0,0,0,900.0
869,Tijuana,0,600.0,6000.0,0,6000.0
870,Ensenada,0,450.0,0,0,600.0
871,La Suerte,0,150.0,1500.0,0,900.0
872,San Ignacio,0,150.0,0,1500.0,900.0
873,Punta Prieta,1500.0,150.0,0,0,900.0
874,La Paz (MX),0,150.0,1500.0,0,900.0
875,Loreto,1500.0,150.0,0,0,900.0
876,Chihuahua,0,600.0,6000.0,0,6000.0
877,Hermosillo,0,600.0,0,6000.0,6000.0
878,Monterey,6000.0,600.0,0,0,6000.0
879,Mazatlan,0,600.0,0,6000.0,6000.0
880,Mérida,0,600.0,0,6000.0,6000.0
881,Veracruz,0,600.0,0,6000.0,6000.0
882,Mexico City,6000.0,600.0,0,0,6000.0
883,Acapulco,0,600.0,6000.0,0,6000.0
884,Tepic,0,450.0,0,0,600.0
885,San Luis Potosi,6000.0,600.0,0,0,6000.0
886,Tampico,0,450.0,0,0,600.0
887,Puerto Vallarta,0,450.0,0,0,600.0
888,Guadalajara,0,600.0,6000.0,0,6000.0
889,Irapuato,0,450.0,0,0,600.0
890,Poza Rica,0,450.0,0,0,600.0
891,Xalapa Enríquez,0,450.0,0,0,600.0
892,Escárcega,1500.0,150.0,0,0,900.0
893,Chilpancingo,0,450.0,0,0,600.0
894,San Juan del Río,0,450.0,0,0,600.0
895,Morelia,0,450.0,0,0,600.0
896,Colima,1500.0,150.0,0,0,900.0
897,Petatlán,1500.0,150.0,0,0,900.0
898,San Marcos,0,450.0,0,0,600.0
899,Córdoba (MX),0,450.0,0,0,600.0
900,Oaxaca,1500.0,150.0,0,0,900.0
901,Villahermosa,0,450.0,0,0,600.0
902,Coatzacoalcos,0,450.0,0,0,600.0
903,Tuxtepec,0,450.0,0,0,600.0
904,Tuxtla Gutiérrez,0,450.0,0,0,600.0
905,Palenque,0,150.0,0,1500.0,900.0
906,Campeche,0,450.0,0,0,600.0
907,Cancún,0,450.0,0,0,600.0
908,Valladolid (MX),0,450.0,0,0,600.0
909,Chetumal,0,150.0,1500.0,0,900.0
910,Elfin Cove,0,450.0,0,0,600.0
911,Benito Juárez,0,450.0,0,0,600.0
912,Caborca,0,450.0,0,0,600.0
913,Navojoa,0,450.0,0,0,600.0
914,Los Mochis,0,450.0,0,0,600.0
915,Culiacán Rosales,0,450.0,0,0,600.0
916,Delicias,0,450.0,0,0,600.0
917,Ures,0,450.0,0,0,600.0
918,Ciudad Cuauhtémoc,0,150.0,0,1500.0,900.0
919,Creel,0,150.0,1500.0,0,900.0
920,Piedras Negras,0,450.0,0,0,600.0
921,Monclova,0,150.0,1500.0,0,900.0
922,Reynosa,0,450.0,0,0,600.0
923,Ciudad Victoria,0,450.0,0,0,600.0
924,Saltillo,0,450.0,0,0,600.0
925,Matehuala,0,450.0,0,0,600.0
926,Fresnillo,0,150.0,1500.0,0,900.0
927,Torreón,0,150.0,1500.0,0,900.0
928,Durango,0,450.0,0,0,600.0
929,Hidalgo del Parral,1500.0,150.0,0,0,900.0
930,El Hundido,0,450.0,0,0,600.0
931,Rodeo,0,450.0,0,0,600.0
932,Belize City,0,600.0,0,6000.0,6000.0
933,Belmopan,0,450.0,0,0,600.0
934,Guatemala,0,450.0,0,0,600.0
935,San Pedro Sula,1500.0,150.0,0,0,900.0
936,San Miguel,0,150.0,1500.0,0,900.0
937,San Jose,0,450.0,0,0,600.0
938,Managua,0,150.0,0,1500.0,900.0
939,Tegucigalpa,0,450.0,0,0,600.0
940,La Palma,0,450.0,0,0,600.0
941,David,1500.0,150.0,0,0,900.0
942,Havanna,0,600.0,6000.0,0,6000.0
943,Pinar del Río,0,450.0,0,0,600.0
944,Cienfuegos,0,150.0,1500.0,0,900.0
945,Camagüey,0,450.0,0,0,600.0
946,Santa Clara,0,450.0,0,0,600.0
947,Santiago d. C.,6000.0,600.0,0,0,6000.0
948,Rio Branco,0,450.0,0,0,600.0
949,Guantánamo,0,450.0,0,0,600.0
950,Bayamo,0,450.0,0,0,600.0
951,Santo Domingo,6000.0,600.0,0,0,6000.0
952,Higüey,0,150.0,1500.0,0,900.0
953,Azua,0,450.0,0,0,600.0
954,Port-au-Prince,0,450.0,0,0,600.0
955,San Juan,0,600.0,0,6000.0,6000.0
956,Kingston,0,600.0,0,6000.0,6000.0
957,Montego Bay,0,450.0,0,0,600.0
958,Bogota,0,600.0,6000.0,0,6000.0
959,Barranquilla,0,600.0,0,6000.0,6000.0
960,Medellín,6000.0,600.0,0,0,6000.0
961,Pasto,6000.0,600.0,0,0,6000.0
962,La Pedrera,0,450.0,0,0,600.0
963,Pacoa,0,450.0,0,0,600.0
964,Mitú,0,450.0,0,0,600.0
965,Puerto Iñírida,0,600.0,6000.0,0,6000.0
966,La Primavera,0,150.0,0,1500.0,900.0
967,Valledupar,0,150.0,0,1500.0,900.0
968,Manizales,0,450.0,0,0,600.0
969,Cali,0,450.0,0,0,600.0
970,Tumaco,0,450.0,0,0,600.0
971,Florencia,0,450.0,0,0,600.0
972,Puerto Leguizamo,0,450.0,0,0,600.0
973,Neiva,0,150.0,0,1500.0,900.0
974,Tunja,0,450.0,0,0,600.0
975,San José del Guaviare,0,450.0,0,0,600.0
976,Montería,0,450.0,0,0,600.0
977,Bucaramanga,0,450.0,0,0,600.0
978,Turbo,0,150.0,0,1500.0,900.0
979,Puerto Berrio,0,150.0,1500.0,0,900.0
980,Yopal,0,450.0,0,0,600.0
981,Espinar,0,450.0,0,0,600.0
982,Cumaribo,0,450.0,0,0,600.0
983,Boavita,1500.0,150.0,0,0,900.0
984,Quito,0,600.0,6000.0,0,6000.0
985,Nueva Loja,0,150.0,1500.0,0,900.0
986,Guayaquil,0,450.0,0,0,600.0
987,Manta,1500.0,150.0,0,0,900.0
988,Ambato,0,450.0,0,0,600.0
989,Esmeraldas,0,450.0,0,0,600.0
990,Cuenca (EC),0,150.0,0,1500.0,900.0
991,Lononaco,0,450.0,0,0,600.0
992,Puerto Pardo,0,450.0,0,0,600.0
993,Boca,0,450.0,0,0,600.0
994,Merritt,0,450.0,0,0,600.0
995,Carcross,0,450.0,0,0,600.0
996,Tarapoto,0,450.0,0,0,600.0
997,Lima,0,600.0,0,6000.0,6000.0
998,Piura,0,150.0,1500.0,0,900.0
999,Chiclayo,0,150.0,1500.0,0,900.0
1000,Trujillo,6000.0,600.0,0,0,6000.0
1001,Chincha Alta,0,150.0,0,1500.0,900.0
1002,Tacna,0,450.0,0,0,600.0
1003,Arequipa,0,600.0,0,6000.0,6000.0
1004,Puno,1500.0,150.0,0,0,900.0
1005,P. Maldonado,0,600.0,6000.0,0,6000.0
1006,Cusco,6000.0,600.0,0,0,6000.0
1007,Ayacucho,0,450.0,0,0,600.0
1008,Huancayo,0,450.0,0,0,600.0
1009,Alerta,0,450.0,0,0,600.0
1010,Tocache,0,450.0,0,0,600.0
1011,Jaén (PE),0,450.0,0,0,600.0
1012,Lagunas,0,450.0,0,0,600.0
1013,Nauta,0,450.0,0,0,600.0
1014,Pucallpa,0,450.0,0,0,600.0
1015,Pebas,0,450.0,0,0,600.0
1016,Nasca,0,150.0,1500.0,0,900.0
1017,Maracaibo,0,600.0,6000.0,0,6000.0
1018,Valera,0,450.0,0,0,600.0
1019,San Cristóbal,0,600.0,0,6000.0,6000.0
1020,Barquisimeto,0,600.0,6000.0,0,6000.0
1021,Valencia (VE),0,450.0,0,0,600.0
1022,Caracas,0,600.0,0,6000.0,6000.0
1023,Cumaná,0,150.0,1500.0,0,900.0
1024,Maturín,6000.0,600.0,0,0,6000.0
1025,Ciudad Bolívar,0,450.0,0,0,600.0
1026,Calabozo,0,450.0,0,0,600.0
1027,Canaima,0,450.0,0,0,600.0
1028,Urimán,1500.0,150.0,0,0,900.0
1029,Firiña,0,450.0,0,0,600.0
1030,Zaraza,0,450.0,0,0,600.0
1031,Guarataro,0,450.0,0,0,600.0
1032,San Juan de Manapiare,0,450.0,0,0,600.0
1033,Tamatama,0,450.0,0,0,600.0
1034,La Esmeralda,1500.0,150.0,0,0,900.0
1035,Bruno,0,450.0,0,0,600.0
1036,Machiques,0,450.0,0,0,600.0
1037,Barinas,0,450.0,0,0,600.0
1038,Arismendi,0,150.0,0,1500.0,900.0
1039,Elorza,1500.0,150.0,0,0,900.0
1040,Maripa,0,450.0,0,0,600.0
1041,Parguaza,0,450.0,0,0,600.0
1042,Paramaribo,6000.0,600.0,0,0,6000.0
1043,Georgetown,0,450.0,0,0,600.0
1044,Cayenne,0,450.0,0,0,600.0
1045,Bienvenue,0,150.0,0,1500.0,900.0
1046,Lelydorp,1500.0,150.0,0,0,900.0
1047,Apetina,0,150.0,1500.0,0,900.0
1048,Kwakwani,0,150.0,1500.0,0,900.0
1049,Kumaka,0,150.0,0,1500.0,900.0
1050,Baramita,0,450.0,0,0,600.0
1051,Dadanawa,0,450.0,0,0,600.0
1052,Nuuk,1500.0,150.0,0,0,900.0
1053,Nicholls Town,0,150.0,0,1500.0,900.0
1054,Congo Town,1500.0,150.0,0,0,900.0
1055,Nueva Gerona,0,150.0,1500.0,0,900.0
1056,Nassau,0,150.0,1500.0,0,900.0
1057,Hilo,0,450.0,0,0,600.0
1058,Lahaina,1500.0,150.0,0,0,900.0
1059,Honululu,0,600.0,6000.0,0,6000.0
1060,Lihue,0,450.0,0,0,600.0
1061,Johnston Atoll,0,150.0,0,1500.0,900.0
1062,Sand Island,0,150.0,1500.0,0,900.0
1063,Eastern Island,0,450.0,0,0,600.0
1064,La Paz,6000.0,600.0,0,0,6000.0
1065,Coarí,0,450.0,0,0,600.0
1066,Içana,0,450.0,0,0,600.0
1067,Taraquá,6000.0,600.0,0,0,6000.0
1068,Benjamin Constant,0,450.0,0,0,600.0
1069,Eirunepé,0,150.0,0,1500.0,900.0
1070,Envira,1500.0,150.0,0,0,900.0
1071,Jutaí,0,450.0,0,0,600.0
1072,Pauini,0,450.0,0,0,600.0
1073,Boca do Acre,0,150.0,1500.0,0,900.0
1074,Concórdia,0,150.0,0,1500.0,900.0
1075,São Paulo de Olivença,0,450.0,0,0,600.0
1076,Manaus,0,600.0,0,6000.0,6000.0
1077,Manicoré,6000.0,600.0,0,0,6000.0
1078,Itacoatiara,0,450.0,0,0,600.0
1079,Urucará,0,450.0,0,0,600.0
1080,Moura,0,450.0,0,0,600.0
1081,Barcelos,1500.0,150.0,0,0,900.0
1082,Maraã,0,450.0,0,0,600.0
1083,Tefé,0,600.0,6000.0,0,6000.0
1084,Coari,0,450.0,0,0,600.0
1085,Borba,0,450.0,0,0,600.0
1086,Novo Aripuanã,0,150.0,0,1500.0,900.0
1087,Humaitá,0,450.0,0,0,600.0
1088,Canutama,0,150.0,0,1500.0,900.0
1089,Sumaúma,0,600.0,6000.0,0,6000.0
1090,Prainha,0,450.0,0,0,600.0
1091,Miriti,0,450.0,0,0,600.0
1092,Sucundurí,0,450.0,0,0,600.0
1093,Codajás,0,150.0,0,1500.0,900.0
1094,Boa Vista,6000.0,600.0,0,0,6000.0
1095,Tomar,0,450.0,0,0,600.0
1096,Porto Velho,6000.0,600.0,0,0,6000.0
1097,Cujubim,0,450.0,0,0,600.0
1098,Jaru,0,150.0,1500.0,0,900.0
1099,Cacoal,0,450.0,0,0,600.0
1100,São Francisco do Guaporé,0,450.0,0,0,600.0
1101,Abunã,0,150.0,0,1500.0,900.0
1102,Caracaraí,0,450.0,0,0,600.0
1103,Macapá,6000.0,600.0,0,0,6000.0
1104,Belém,0,600.0,0,6000.0,6000.0
1105,Santarém,0,600.0,0,6000.0,6000.0
1106,Marabá,0,600.0,6000.0,0,6000.0
1107,Parauapebas,0,450.0,0,0,600.0
1108,Itaituba,0,450.0,0,0,600.0
1109,Matane,1500.0,150.0,0,0,900.0
1110,Rivière-du-Loup,0,450.0,0,0,600.0
1111,Cap-Haïtien,0,450.0,0,0,600.0
1112,Lisboa,0,450.0,0,0,600.0
1113,Cajamarca,0,450.0,0,0,600.0
1114,Chimbote,0,150.0,1500.0,0,900.0
1115,Shintuya,0,450.0,0,0,600.0
1116,Camaná,0,450.0,0,0,600.0
1117,São Luís,6000.0,600.0,0,0,6000.0
1118,Fortaleza,0,600.0,0,6000.0,6000.0
1119,Teresina,0,600.0,6000.0,0,6000.0
1120,Natal,6000.0,600.0,0,0,6000.0
1121,Pinheiro,0,450.0,0,0,600.0
1122,Imperatriz,0,450.0,0,0,600.0
1123,Balsas,0,450.0,0,0,600.0
1124,Corrente,0,450.0,0,0,600.0
1125,Floriano,0,450.0,0,0,600.0
1126,Canto do Buriti,0,450.0,0,0,600.0
1127,Uruçuí,0,450.0,0,0,600.0
1128,São Raimundo Nonato,0,450.0,0,0,600.0
1129,Barra do Corda,0,450.0,0,0,600.0
1130,Bacabal,0,450.0,0,0,600.0
1131,Grajaú,0,450.0,0,0,600.0
1132,Buriticupu,0,450.0,0,0,600.0
1133,Sobral,0,450.0,0,0,600.0
1134,Parnaíba,0,150.0,0,1500.0,900.0
1135,Piripiri,0,450.0,0,0,600.0
1136,Maracanaú,0,150.0,1500.0,0,900.0
1137,Mossoró,0,150.0,0,1500.0,900.0
1138,Caicó,0,450.0,0,0,600.0
1139,Parnamirim,0,150.0,0,1500.0,900.0
1140,Crateús,0,150.0,0,1500.0,900.0
1141,Picos,0,450.0,0,0,600.0
1142,Iguatu,0,450.0,0,0,600.0
1143,Juazeiro d. N.,0,600.0,6000.0,0,6000.0
1144,Morros,0,450.0,0,0,600.0
1145,Araguaína,0,450.0,0,0,600.0
1146,Miracema,0,600.0,0,6000.0,6000.0
1147,Alvorada,0,450.0,0,0,600.0
1148,Guarai,0,450.0,0,0,600.0
1149,Arraias,0,450.0,0,0,600.0
1150,Pium,0,450.0,0,0,600.0
1151,Estrema,0,450.0,0,0,600.0
1152,Recife,0,600.0,6000.0,0,6000.0
1153,Campina Grande,1500.0,150.0,0,0,900.0
1154,Maceió,0,450.0,0,0,600.0
1155,Ouricuri,0,450.0,0,0,600.0
1156,Salta,0,600.0,6000.0,0,6000.0
1157,Córdoba (AR),0,600.0,0,6000.0,6000.0
1158,Buenos Aires,0,600.0,0,6000.0,6000.0
1159,Mendoza,6000.0,600.0,0,0,6000.0
1160,Bahía Blanca,0,600.0,6000.0,0,6000.0
1161,Mar del Plata,0,450.0,0,0,600.0
1162,Tandil,0,450.0,0,0,600.0
1163,Calilegua,0,150.0,0,1500.0,900.0
1164,Cafayate,0,450.0,0,0,600.0
1165,San Rafael,0,450.0,0,0,600.0
1166,La Reforma,0,450.0,0,0,600.0
1167,Santa Rosa,0,600.0,6000.0,0,6000.0
1168,Lusaka,0,600.0,0,6000.0,6000.0
1169,Urucu,0,450.0,0,0,600.0
1170,Lábrea,0,450.0,0,0,600.0
1171,Meditação,0,450.0,0,0,600.0
1172,Bragança,0,150.0,1500.0,0,900.0
1173,Boate,1500.0,150.0,0,0,900.0
1174,Tucuruí,0,450.0,0,0,600.0
1175,Primavera,0,450.0,0,0,600.0
1176,Cachimbo,0,450.0,0,0,600.0
