province_id,province_name,initial_owner_id,initial_owner_name,initial_owner_color,core_country_id,captured_day0_owner_id,core_matches_captured_owner
521,Sheridan,45,Colorado,#6990A4,45,45,True
522,Jackson (WY),45,Colorado,#6990A4,45,45,True
523,Afton,45,Colorado,#6990A4,45,45,True
524,Riverton,45,Colorado,#6990A4,45,45,True
525,Glenwood Springs,45,Colorado,#6990A4,45,45,True
526,Sterling,45,Colorado,#6990A4,45,45,True
527,Colorado Springs,45,Colorado,#6990A4,45,45,True
528,Pueblo,45,Colorado,#6990A4,45,45,True
529,Durango (CO),45,Colorado,#6990A4,45,45,True
530,Blanding,45,Colorado,#6990A4,45,45,True
531,Grand Junction,45,Colorado,#6990A4,45,45,True
532,Kingsport,50,Kentucky,#7DA68E,50,50,True
533,Pritchett,45,Colorado,#6990A4,45,45,True
534,Aspen,45,Colorado,#6990A4,45,45,True
535,Scottsbluff,46,Kansas,#CF7762,46,46,True
536,Chadron,46,Kansas,#CF7762,46,46,True
537,Valentine,46,Kansas,#CF7762,46,46,True
538,Omaha,46,Kansas,#CF7762,46,46,True
539,Lincoln,46,Kansas,#CF7762,46,46,True
540,Wichita,46,Kansas,#CF7762,46,46,True
541,Davenport,46,Kansas,#CF7762,46,46,True
542,Des Moines,46,Kansas,#CF7762,46,46,True
543,Cedar Rapids,46,Kansas,#CF7762,46,46,True
544,Mason City,46,Kansas,#CF7762,46,46,True
545,Fort Dodge,46,Kansas,#CF7762,46,46,True
546,Red Oak,46,Kansas,#CF7762,46,46,True
547,Ottumwa,46,Kansas,#CF7762,46,46,True
548,Fremont,46,Kansas,#CF7762,46,46,True
549,Avoca,46,Kansas,#CF7762,46,46,True
550,Kearney,46,Kansas,#CF7762,46,46,True
551,North Platte,46,Kansas,#CF7762,46,46,True
552,Colby,46,Kansas,#CF7762,46,46,True
553,Garden City,46,Kansas,#CF7762,46,46,True
554,Hugoton,46,Kansas,#CF7762,46,46,True
555,Hutchinson,46,Kansas,#CF7762,46,46,True
556,Emporia,46,Kansas,#CF7762,46,46,True
557,Wellington (KS),46,Kansas,#CF7762,46,46,True
558,Parsons,46,Kansas,#CF7762,46,46,True
559,Salina,46,Kansas,#CF7762,46,46,True
560,Topeka,46,Kansas,#CF7762,46,46,True
561,Milwaukee,42,Illinois,#A1562A,42,42,True
562,Chicago,42,Illinois,#A1562A,42,42,True
563,Indianapolis,42,Illinois,#A1562A,42,42,True
564,Cleveland,42,Illinois,#A1562A,42,42,True
565,Detroit,42,Illinois,#A1562A,42,42,True
566,Traverse City,42,Illinois,#A1562A,42,42,True
567,Grand Rapids (MI),42,Illinois,#A1562A,42,42,True
568,Toledo (IL),42,Illinois,#A1562A,42,42,True
569,South Bend,42,Illinois,#A1562A,42,42,True
570,Fort Wayne,42,Illinois,#A1562A,42,42,True
571,Cincinnati,42,Illinois,#A1562A,42,42,True
572,Columbus (OH),42,Illinois,#A1562A,42,42,True
573,Nashville,50,Kentucky,#7DA68E,50,50,True
574,Youngstown,42,Illinois,#A1562A,42,42,True
575,Zanesville,42,Illinois,#A1562A,42,42,True
576,Lancaster,42,Illinois,#A1562A,42,42,True
577,Bloomington,42,Illinois,#A1562A,42,42,True
578,Madison,42,Illinois,#A1562A,42,42,True
579,Green Bay,42,Illinois,#A1562A,42,42,True
580,Eau Claire,42,Illinois,#A1562A,42,42,True
581,Wausau,42,Illinois,#A1562A,42,42,True
582,Marquette,42,Illinois,#A1562A,42,42,True
583,St Louis,50,Kentucky,#7DA68E,50,50,True
584,Lafayette (IN),42,Illinois,#A1562A,42,42,True
585,Evansville,42,Illinois,#A1562A,42,42,True
586,Kansas City,50,Kentucky,#7DA68E,50,50,True
587,Champaign,42,Illinois,#A1562A,42,42,True
588,Peoria,42,Illinois,#A1562A,42,42,True
589,Springfield (IL),42,Illinois,#A1562A,42,42,True
590,Rockford,42,Illinois,#A1562A,42,42,True
591,Memphis,50,Kentucky,#7DA68E,50,50,True
592,Jackson (TN),50,Kentucky,#7DA68E,50,50,True
593,Knoxville,50,Kentucky,#7DA68E,50,50,True
594,Chattanooga,50,Kentucky,#7DA68E,50,50,True
595,Bowling Green,50,Kentucky,#7DA68E,50,50,True
596,Louisville,50,Kentucky,#7DA68E,50,50,True
597,El Paso,52,Texas,#CEC074,52,52,True
598,Prestonsburg,50,Kentucky,#7DA68E,50,50,True
599,Maryville,50,Kentucky,#7DA68E,50,50,True
600,Columbia,50,Kentucky,#7DA68E,50,50,True
601,Jefferson City,50,Kentucky,#7DA68E,50,50,True
602,Farmington (MO),50,Kentucky,#7DA68E,50,50,True
603,Springfield (MO),50,Kentucky,#7DA68E,50,50,True
604,Fayetteville (AR),50,Kentucky,#7DA68E,50,50,True
605,Conway,50,Kentucky,#7DA68E,50,50,True
606,Jonesboro,50,Kentucky,#7DA68E,50,50,True
607,Little Rock,50,Kentucky,#7DA68E,50,50,True
608,Fort Smith,50,Kentucky,#7DA68E,50,50,True
609,Crosset,50,Kentucky,#7DA68E,50,50,True
610,Harrison,50,Kentucky,#7DA68E,50,50,True
611,Warrensburg,50,Kentucky,#7DA68E,50,50,True
612,El Dorado,50,Kentucky,#7DA68E,50,50,True
613,Richmond,47,Virginia,#8A8E74,47,47,True
614,Charleston (WV),47,Virginia,#8A8E74,47,47,True
615,Abingdon,47,Virginia,#8A8E74,47,47,True
616,Norfolk,47,Virginia,#8A8E74,47,47,True
617,Charlottesville,47,Virginia,#8A8E74,47,47,True
618,Parkersburg,47,Virginia,#8A8E74,47,47,True
619,Harrisonburg,47,Virginia,#8A8E74,47,47,True
620,Lynchburg,47,Virginia,#8A8E74,47,47,True
621,Blacksburg,47,Virginia,#8A8E74,47,47,True
622,Lexington (VA),47,Virginia,#8A8E74,47,47,True
623,Danville,47,Virginia,#8A8E74,47,47,True
624,Asheville,48,Carolina,#735D2D,48,48,True
625,Charlotte,48,Carolina,#735D2D,48,48,True
626,Charleston (SC),48,Carolina,#735D2D,48,48,True
627,Wilmington,48,Carolina,#735D2D,48,48,True
628,Durham,48,Carolina,#735D2D,48,48,True
629,Greensboro,48,Carolina,#735D2D,48,48,True
630,Hickory,48,Carolina,#735D2D,48,48,True
631,Greenville (SC),48,Carolina,#735D2D,48,48,True
632,Fayetteville (NC),48,Carolina,#735D2D,48,48,True
633,Florence (SC),48,Carolina,#735D2D,48,48,True
634,Albuquerque,52,Texas,#CEC074,52,52,True
635,Van Horn,52,Texas,#CEC074,52,52,True
636,Del Rio,52,Texas,#CEC074,52,52,True
637,Mc Allen,52,Texas,#CEC074,52,52,True
638,Houston,52,Texas,#CEC074,52,52,True
639,Santa Fe,52,Texas,#CEC074,52,52,True
640,Farmington (NM),52,Texas,#CEC074,52,52,True
641,Santa Rosa (NM),52,Texas,#CEC074,52,52,True
642,Amarillo,52,Texas,#CEC074,52,52,True
643,Hot Springs,52,Texas,#CEC074,52,52,True
644,Dallas,52,Texas,#CEC074,52,52,True
645,Jasper,52,Texas,#CEC074,52,52,True
646,Fort Worth,52,Texas,#CEC074,52,52,True
647,Lubbock,52,Texas,#CEC074,52,52,True
648,Midland,52,Texas,#CEC074,52,52,True
649,Austin,52,Texas,#CEC074,52,52,True
650,Victoria (TX),52,Texas,#CEC074,52,52,True
651,Huntsville (TX),52,Texas,#CEC074,52,52,True
652,Coro,59,Venezuela,#74798B,59,59,True
653,Tyler,52,Texas,#CEC074,52,52,True
654,Wichita Falls,52,Texas,#CEC074,52,52,True
655,Roswell,52,Texas,#CEC074,52,52,True
656,Dalhart,52,Texas,#CEC074,52,52,True
657,San Antonio,52,Texas,#CEC074,52,52,True
658,Corpus Christi,52,Texas,#CEC074,52,52,True
659,Brownwood,52,Texas,#CEC074,52,52,True
660,Anchorage,26,Alaska,#5E7F82,26,26,True
661,Fairbanks,26,Alaska,#5E7F82,26,26,True
662,McCarthy,26,Alaska,#5E7F82,26,26,True
663,Prudhoe Bay,26,Alaska,#5E7F82,26,26,True
664,Barrow,26,Alaska,#5E7F82,26,26,True
665,Nome,26,Alaska,#5E7F82,26,26,True
666,Aniak,26,Alaska,#5E7F82,26,26,True
667,Perryville,26,Alaska,#5E7F82,26,26,True
668,Fort St. John,30,British Columbia,#ADA365,30,30,True
669,Prince George,30,British Columbia,#ADA365,30,30,True
670,Kelowna,30,British Columbia,#ADA365,30,30,True
671,Skagway,30,British Columbia,#ADA365,30,30,True
672,Fort Nelson,30,British Columbia,#ADA365,30,30,True
673,Kamloops,30,British Columbia,#ADA365,30,30,True
674,Whistler,30,British Columbia,#ADA365,30,30,True
675,Terrace,30,British Columbia,#ADA365,30,30,True
676,Smithers,30,British Columbia,#ADA365,30,30,True
677,Iskut,30,British Columbia,#ADA365,30,30,True
678,Cassiar,30,British Columbia,#ADA365,30,30,True
679,Toad River,30,British Columbia,#ADA365,30,30,True
680,Nanaimo,30,British Columbia,#ADA365,30,30,True
681,Victoria (BC),30,British Columbia,#ADA365,30,30,True
682,Prince Rupert,30,British Columbia,#ADA365,30,30,True
683,Kitimat,30,British Columbia,#ADA365,30,30,True
684,Hazelton,30,British Columbia,#ADA365,30,30,True
685,Mackenzie,30,British Columbia,#ADA365,30,30,True
686,Wonowon,30,British Columbia,#ADA365,30,30,True
687,Cranbrook,30,British Columbia,#ADA365,30,30,True
688,Vernon,30,British Columbia,#ADA365,30,30,True
689,Golden,30,British Columbia,#ADA365,30,30,True
690,Williams Lake,30,British Columbia,#ADA365,30,30,True
691,Calgary,34,Alberta,#849493,34,34,True
692,Edmonton,34,Alberta,#849493,34,34,True
693,Red Deer,34,Alberta,#849493,34,34,True
694,Lethbridge,34,Alberta,#849493,34,34,True
695,Medicine Hat,34,Alberta,#849493,34,34,True
696,Brooks,34,Alberta,#849493,34,34,True
697,Hanna,34,Alberta,#849493,34,34,True
698,Vegreville,34,Alberta,#849493,34,34,True
699,Vermilion,34,Alberta,#849493,34,34,True
700,Fort McMurray,34,Alberta,#849493,34,34,True
701,Lac la Biche,34,Alberta,#849493,34,34,True
702,Iquitos,62,Peru,#9B6A28,62,62,True
703,Peerless Lake,34,Alberta,#849493,34,34,True
704,Peace River,34,Alberta,#849493,34,34,True
705,Grand Prairie,34,Alberta,#849493,34,34,True
706,Whitecourt,34,Alberta,#849493,34,34,True
707,Banff,34,Alberta,#849493,34,34,True
708,Grand Cache,34,Alberta,#849493,34,34,True
709,Worsley,34,Alberta,#849493,34,34,True
710,Boyle,34,Alberta,#849493,34,34,True
711,Cardston,34,Alberta,#849493,34,34,True
712,Claresholm,34,Alberta,#849493,34,34,True
713,Taber,34,Alberta,#849493,34,34,True
714,Regina,35,Saskatchewan,#5D758B,35,35,True
715,Saskatoon,35,Saskatchewan,#5D758B,35,35,True
716,Prince Albert,35,Saskatchewan,#5D758B,35,35,True
717,N. Battleford,35,Saskatchewan,#5D758B,35,35,True
718,La Ronge,35,Saskatchewan,#5D758B,35,35,True
719,Tisdale,35,Saskatchewan,#5D758B,35,35,True
720,Nipawin,35,Saskatchewan,#5D758B,35,35,True
721,Estevan,35,Saskatchewan,#5D758B,35,35,True
722,Yorkton,35,Saskatchewan,#5D758B,35,35,True
723,Moose Jaw,35,Saskatchewan,#5D758B,35,35,True
724,Swift Current,35,Saskatchewan,#5D758B,35,35,True
725,Kindersley,35,Saskatchewan,#5D758B,35,35,True
726,Rosetown,35,Saskatchewan,#5D758B,35,35,True
727,Meadow Lake,35,Saskatchewan,#5D758B,35,35,True
728,Rosthern,35,Saskatchewan,#5D758B,35,35,True
729,Humboldt,35,Saskatchewan,#5D758B,35,35,True
730,Archerwill,35,Saskatchewan,#5D758B,35,35,True
731,Davidson,35,Saskatchewan,#5D758B,35,35,True
732,Radisson,35,Saskatchewan,#5D758B,35,35,True
733,Shellbrook,35,Saskatchewan,#5D758B,35,35,True
734,Shell Lake,35,Saskatchewan,#5D758B,35,35,True
735,Beauval,35,Saskatchewan,#5D758B,35,35,True
736,La Loche,35,Saskatchewan,#5D758B,35,35,True
737,Dawson,182,Yukon,#9CAE8D,182,182,True
738,Whitehorse,182,Yukon,#9CAE8D,182,182,True
739,Destruction Bay,182,Yukon,#9CAE8D,182,182,True
740,Ross River,182,Yukon,#9CAE8D,182,182,True
741,Nahanni Butte,182,Yukon,#9CAE8D,182,182,True
742,Yellowknife,182,Yukon,#9CAE8D,182,182,True
743,Winnipeg,36,Manitoba,#99654E,36,36,True
744,Brandon,36,Manitoba,#99654E,36,36,True
745,Dauphin,36,Manitoba,#99654E,36,36,True
746,Swan River,36,Manitoba,#99654E,36,36,True
747,Peguis,36,Manitoba,#99654E,36,36,True
748,Steinbach,36,Manitoba,#99654E,36,36,True
749,Snow Lake,36,Manitoba,#99654E,36,36,True
750,Shamattawa,36,Manitoba,#99654E,36,36,True
751,Thompson,36,Manitoba,#99654E,36,36,True
752,Grand Rapids,36,Manitoba,#99654E,36,36,True
753,La Brochet,36,Manitoba,#99654E,36,36,True
754,Whale Cove,36,Manitoba,#99654E,36,36,True
755,Baker Lake,36,Manitoba,#99654E,36,36,True
756,Toronto,37,Ontario,#D29166,37,37,True
757,Sudbury,37,Ontario,#D29166,37,37,True
758,Thunder Bay,37,Ontario,#D29166,37,37,True
759,Moosonee,37,Ontario,#D29166,37,37,True
760,Timmins,37,Ontario,#D29166,37,37,True
761,New York,41,New England,#7A8150,41,41,True
762,Boston,41,New England,#7A8150,41,41,True
763,Fort Severn,37,Ontario,#D29166,37,37,True
764,Winisk,37,Ontario,#D29166,37,37,True
765,Wabitigweyaang,37,Ontario,#D29166,37,37,True
766,Ignance,37,Ontario,#D29166,37,37,True
767,Kenora,37,Ontario,#D29166,37,37,True
768,Nipigon,37,Ontario,#D29166,37,37,True
769,Sault Ste. Marie,37,Ontario,#D29166,37,37,True
770,North Bay,37,Ontario,#D29166,37,37,True
771,Kawartha Lakes,37,Ontario,#D29166,37,37,True
772,Ottawa,37,Ontario,#D29166,37,37,True
773,Huntsville,37,Ontario,#D29166,37,37,True
774,Hamilton (ON),37,Ontario,#D29166,37,37,True
775,Montréal,38,Quebec,#E5BB5F,38,38,True
776,Engelhart,37,Ontario,#D29166,37,37,True
777,Gogama,37,Ontario,#D29166,37,37,True
778,Cochrane,37,Ontario,#D29166,37,37,True
779,Wawa,37,Ontario,#D29166,37,37,True
780,Hearst,37,Ontario,#D29166,37,37,True
781,Geraldton (ON),37,Ontario,#D29166,37,37,True
782,Fort Hope,37,Ontario,#D29166,37,37,True
783,Sioux Lookout,37,Ontario,#D29166,37,37,True
784,Québec,38,Quebec,#E5BB5F,38,38,True
785,Saguenay,38,Quebec,#E5BB5F,38,38,True
786,Sherbrooke,38,Quebec,#E5BB5F,38,38,True
787,Victoriaville,38,Quebec,#E5BB5F,38,38,True
788,Shawinigan,38,Quebec,#E5BB5F,38,38,True
789,Rouyn-Noranda,38,Quebec,#E5BB5F,38,38,True
790,Saint-Jérôme,38,Quebec,#E5BB5F,38,38,True
791,La Tuque,38,Quebec,#E5BB5F,38,38,True
792,Rimouski,38,Quebec,#E5BB5F,38,38,True
793,Val-d'Or,38,Quebec,#E5BB5F,38,38,True
794,Kipawa,38,Quebec,#E5BB5F,38,38,True
795,La Sarre,38,Quebec,#E5BB5F,38,38,True
796,Kitcisakik,38,Quebec,#E5BB5F,38,38,True
797,Salluit,38,Quebec,#E5BB5F,38,38,True
798,Sakami,38,Quebec,#E5BB5F,38,38,True
799,Happy Valley-Goose Bay,38,Quebec,#E5BB5F,38,38,True
800,Sept-Îles,38,Quebec,#E5BB5F,38,38,True
801,Kuujjuaq,38,Quebec,#E5BB5F,38,38,True
802,Mistissini,38,Quebec,#E5BB5F,38,38,True
803,Eastmain,38,Quebec,#E5BB5F,38,38,True
804,Caniapiscau,38,Quebec,#E5BB5F,38,38,True
805,Aklavik,182,Yukon,#9CAE8D,182,182,True
806,Old Crow,182,Yukon,#9CAE8D,182,182,True
807,Fort Reliance,182,Yukon,#9CAE8D,182,182,True
808,Snowdrift,182,Yukon,#9CAE8D,182,182,True
809,Bathurst Inlet,182,Yukon,#9CAE8D,182,182,True
810,Coppermine,182,Yukon,#9CAE8D,182,182,True
811,Philadelphia,41,New England,#7A8150,41,41,True
812,Washington,41,New England,#7A8150,41,41,True
813,Pittsburgh,41,New England,#7A8150,41,41,True
814,Rochester (NY),41,New England,#7A8150,41,41,True
815,Baltimore,41,New England,#7A8150,41,41,True
816,Johnstown,41,New England,#7A8150,41,41,True
817,Princeton,41,New England,#7A8150,41,41,True
818,Harrisburg,41,New England,#7A8150,41,41,True
819,Scranton,41,New England,#7A8150,41,41,True
820,Syracuse,41,New England,#7A8150,41,41,True
821,Binghamton,41,New England,#7A8150,41,41,True
822,Providence,41,New England,#7A8150,41,41,True
823,Worcester,41,New England,#7A8150,41,41,True
824,Hartford,41,New England,#7A8150,41,41,True
825,New Haven,41,New England,#7A8150,41,41,True
826,Atlantic City,41,New England,#7A8150,41,41,True
827,Erie,41,New England,#7A8150,41,41,True
828,Lewisburg,41,New England,#7A8150,41,41,True
829,State College,41,New England,#7A8150,41,41,True
830,Bangor,41,New England,#7A8150,41,41,True
831,Portland (ME),41,New England,#7A8150,41,41,True
832,Manchester (NH),41,New England,#7A8150,41,41,True
833,Albany (NY),41,New England,#7A8150,41,41,True
834,Kingston (NY),41,New England,#7A8150,41,41,True
835,Burlington,41,New England,#7A8150,41,41,True
836,Watertown,41,New England,#7A8150,41,41,True
837,Miami,49,South USA,#6E8F93,49,49,True
838,Atlanta,49,South USA,#6E8F93,49,49,True
839,Jacksonville,49,South USA,#6E8F93,49,49,True
840,New Orleans,49,South USA,#6E8F93,49,49,True
841,Lafayette (LA),49,South USA,#6E8F93,49,49,True
842,Shreveport,49,South USA,#6E8F93,49,49,True
843,Jackson,49,South USA,#6E8F93,49,49,True
844,Oxford,49,South USA,#6E8F93,49,49,True
845,Hattiesburg,49,South USA,#6E8F93,49,49,True
846,Huntsville (AL),49,South USA,#6E8F93,49,49,True
847,Birmingham (AL),49,South USA,#6E8F93,49,49,True
848,Montgomery,49,South USA,#6E8F93,49,49,True
849,Meridian,49,South USA,#6E8F93,49,49,True
850,Athens (GA),49,South USA,#6E8F93,49,49,True
851,Marietta,49,South USA,#6E8F93,49,49,True
852,Macon,49,South USA,#6E8F93,49,49,True
853,Savannah,49,South USA,#6E8F93,49,49,True
854,Columbus (GA),49,South USA,#6E8F93,49,49,True
855,Dothan,49,South USA,#6E8F93,49,49,True
856,Tallahassee,49,South USA,#6E8F93,49,49,True
857,Fredericton,40,New Brunswick,#C0574B,40,40,True
858,Moncton,40,New Brunswick,#C0574B,40,40,True
859,Yarmouth,40,New Brunswick,#C0574B,40,40,True
860,New Glasgow,40,New Brunswick,#C0574B,40,40,True
861,Valdosta,49,South USA,#6E8F93,49,49,True
862,Albany (GA),49,South USA,#6E8F93,49,49,True
863,Gainesville,49,South USA,#6E8F93,49,49,True
864,Orlando,49,South USA,#6E8F93,49,49,True
865,Tampa,49,South USA,#6E8F93,49,49,True
866,Fort Myers,49,South USA,#6E8F93,49,49,True
867,Mobile,49,South USA,#6E8F93,49,49,True
868,Panama City,49,South USA,#6E8F93,49,49,True
869,Tijuana,33,Baja California Mexico,#E5BB5F,33,33,True
870,Ensenada,33,Baja California Mexico,#E5BB5F,33,33,True
871,La Suerte,33,Baja California Mexico,#E5BB5F,33,33,True
872,San Ignacio,33,Baja California Mexico,#E5BB5F,33,33,True
873,Punta Prieta,33,Baja California Mexico,#E5BB5F,33,33,True
874,La Paz (MX),33,Baja California Mexico,#E5BB5F,33,33,True
875,Loreto,33,Baja California Mexico,#E5BB5F,33,33,True
876,Chihuahua,54,North Mexico,#637D52,54,54,True
877,Hermosillo,54,North Mexico,#637D52,54,54,True
878,Monterey,54,North Mexico,#637D52,54,54,True
879,Mazatlan,54,North Mexico,#637D52,54,54,True
880,Mérida,55,South Mexico,#C15C4C,55,55,True
881,Veracruz,55,South Mexico,#C15C4C,55,55,True
882,Mexico City,55,South Mexico,#C15C4C,55,55,True
883,Acapulco,55,South Mexico,#C15C4C,55,55,True
884,Tepic,54,North Mexico,#637D52,54,54,True
885,San Luis Potosi,54,North Mexico,#637D52,54,54,True
886,Tampico,54,North Mexico,#637D52,54,54,True
887,Puerto Vallarta,55,South Mexico,#C15C4C,55,55,True
888,Guadalajara,55,South Mexico,#C15C4C,55,55,True
889,Irapuato,55,South Mexico,#C15C4C,55,55,True
890,Poza Rica,55,South Mexico,#C15C4C,55,55,True
891,Xalapa Enríquez,55,South Mexico,#C15C4C,55,55,True
892,Escárcega,55,South Mexico,#C15C4C,55,55,True
893,Chilpancingo,55,South Mexico,#C15C4C,55,55,True
894,San Juan del Río,55,South Mexico,#C15C4C,55,55,True
895,Morelia,55,South Mexico,#C15C4C,55,55,True
896,Colima,55,South Mexico,#C15C4C,55,55,True
897,Petatlán,55,South Mexico,#C15C4C,55,55,True
898,San Marcos,55,South Mexico,#C15C4C,55,55,True
899,Córdoba (MX),55,South Mexico,#C15C4C,55,55,True
900,Oaxaca,55,South Mexico,#C15C4C,55,55,True
901,Villahermosa,55,South Mexico,#C15C4C,55,55,True
902,Coatzacoalcos,55,South Mexico,#C15C4C,55,55,True
903,Tuxtepec,55,South Mexico,#C15C4C,55,55,True
904,Tuxtla Gutiérrez,55,South Mexico,#C15C4C,55,55,True
905,Palenque,55,South Mexico,#C15C4C,55,55,True
906,Campeche,55,South Mexico,#C15C4C,55,55,True
907,Cancún,55,South Mexico,#C15C4C,55,55,True
908,Valladolid (MX),55,South Mexico,#C15C4C,55,55,True
909,Chetumal,55,South Mexico,#C15C4C,55,55,True
910,Elfin Cove,30,British Columbia,#ADA365,30,30,True
911,Benito Juárez,54,North Mexico,#637D52,54,54,True
912,Caborca,54,North Mexico,#637D52,54,54,True
913,Navojoa,54,North Mexico,#637D52,54,54,True
914,Los Mochis,54,North Mexico,#637D52,54,54,True
915,Culiacán Rosales,54,North Mexico,#637D52,54,54,True
916,Delicias,54,North Mexico,#637D52,54,54,True
917,Ures,54,North Mexico,#637D52,54,54,True
918,Ciudad Cuauhtémoc,54,North Mexico,#637D52,54,54,True
919,Creel,54,North Mexico,#637D52,54,54,True
920,Piedras Negras,54,North Mexico,#637D52,54,54,True
921,Monclova,54,North Mexico,#637D52,54,54,True
922,Reynosa,54,North Mexico,#637D52,54,54,True
923,Ciudad Victoria,54,North Mexico,#637D52,54,54,True
924,Saltillo,54,North Mexico,#637D52,54,54,True
925,Matehuala,54,North Mexico,#637D52,54,54,True
926,Fresnillo,54,North Mexico,#637D52,54,54,True
927,Torreón,54,North Mexico,#637D52,54,54,True
928,Durango,54,North Mexico,#637D52,54,54,True
929,Hidalgo del Parral,54,North Mexico,#637D52,54,54,True
930,El Hundido,54,North Mexico,#637D52,54,54,True
931,Rodeo,54,North Mexico,#637D52,54,54,True
932,Belize City,56,Central America,#9CAE8D,56,56,True
933,Belmopan,56,Central America,#9CAE8D,56,56,True
934,Guatemala,56,Central America,#9CAE8D,56,56,True
935,San Pedro Sula,56,Central America,#9CAE8D,56,56,True
936,San Miguel,56,Central America,#9CAE8D,56,56,True
937,San Jose,56,Central America,#9CAE8D,56,56,True
938,Managua,56,Central America,#9CAE8D,56,56,True
939,Tegucigalpa,56,Central America,#9CAE8D,56,56,True
940,La Palma,57,Panama,#5C7A87,57,57,True
941,David,57,Panama,#5C7A87,57,57,True
942,Havanna,58,Caribbean,#7A8150,58,58,True
943,Pinar del Río,58,Caribbean,#7A8150,58,58,True
944,Cienfuegos,58,Caribbean,#7A8150,58,58,True
945,Camagüey,58,Caribbean,#7A8150,58,58,True
946,Santa Clara,58,Caribbean,#7A8150,58,58,True
947,Santiago d. C.,58,Caribbean,#7A8150,58,58,True
948,Rio Branco,63,West Amazonas,#819254,63,63,True
949,Guantánamo,58,Caribbean,#7A8150,58,58,True
950,Bayamo,58,Caribbean,#7A8150,58,58,True
951,Santo Domingo,58,Caribbean,#7A8150,58,58,True
952,Higüey,58,Caribbean,#7A8150,58,58,True
953,Azua,58,Caribbean,#7A8150,58,58,True
954,Port-au-Prince,58,Caribbean,#7A8150,58,58,True
955,San Juan,58,Caribbean,#7A8150,58,58,True
956,Kingston,58,Caribbean,#7A8150,58,58,True
957,Montego Bay,58,Caribbean,#7A8150,58,58,True
958,Bogota,60,Colombia,#EECA71,60,60,True
959,Barranquilla,60,Colombia,#EECA71,60,60,True
960,Medellín,60,Colombia,#EECA71,60,60,True
961,Pasto,60,Colombia,#EECA71,60,60,True
962,La Pedrera,60,Colombia,#EECA71,60,60,True
963,Pacoa,60,Colombia,#EECA71,60,60,True
964,Mitú,60,Colombia,#EECA71,60,60,True
965,Puerto Iñírida,60,Colombia,#EECA71,60,60,True
966,La Primavera,60,Colombia,#EECA71,60,60,True
967,Valledupar,60,Colombia,#EECA71,60,60,True
968,Manizales,60,Colombia,#EECA71,60,60,True
969,Cali,60,Colombia,#EECA71,60,60,True
970,Tumaco,60,Colombia,#EECA71,60,60,True
971,Florencia,60,Colombia,#EECA71,60,60,True
972,Puerto Leguizamo,60,Colombia,#EECA71,60,60,True
973,Neiva,60,Colombia,#EECA71,60,60,True
974,Tunja,60,Colombia,#EECA71,60,60,True
975,San José del Guaviare,60,Colombia,#EECA71,60,60,True
976,Montería,60,Colombia,#EECA71,60,60,True
977,Bucaramanga,60,Colombia,#EECA71,60,60,True
978,Turbo,60,Colombia,#EECA71,60,60,True
979,Puerto Berrio,60,Colombia,#EECA71,60,60,True
980,Yopal,60,Colombia,#EECA71,60,60,True
981,Espinar,62,Peru,#9B6A28,62,62,True
982,Cumaribo,60,Colombia,#EECA71,60,60,True
983,Boavita,60,Colombia,#EECA71,60,60,True
984,Quito,61,Ecuador,#AF5244,61,61,True
985,Nueva Loja,61,Ecuador,#AF5244,61,61,True
986,Guayaquil,61,Ecuador,#AF5244,61,61,True
987,Manta,61,Ecuador,#AF5244,61,61,True
988,Ambato,61,Ecuador,#AF5244,61,61,True
989,Esmeraldas,61,Ecuador,#AF5244,61,61,True
990,Cuenca (EC),61,Ecuador,#AF5244,61,61,True
991,Lononaco,61,Ecuador,#AF5244,61,61,True
992,Puerto Pardo,61,Ecuador,#AF5244,61,61,True
993,Boca,61,Ecuador,#AF5244,61,61,True
994,Merritt,30,British Columbia,#ADA365,30,30,True
995,Carcross,182,Yukon,#9CAE8D,182,182,True
996,Tarapoto,62,Peru,#9B6A28,62,62,True
997,Lima,62,Peru,#9B6A28,62,62,True
998,Piura,62,Peru,#9B6A28,62,62,True
999,Chiclayo,62,Peru,#9B6A28,62,62,True
1000,Trujillo,62,Peru,#9B6A28,62,62,True
1001,Chincha Alta,62,Peru,#9B6A28,62,62,True
1002,Tacna,62,Peru,#9B6A28,62,62,True
1003,Arequipa,62,Peru,#9B6A28,62,62,True
1004,Puno,62,Peru,#9B6A28,62,62,True
1005,P. Maldonado,62,Peru,#9B6A28,62,62,True
1006,Cusco,62,Peru,#9B6A28,62,62,True
1007,Ayacucho,62,Peru,#9B6A28,62,62,True
1008,Huancayo,62,Peru,#9B6A28,62,62,True
1009,Alerta,62,Peru,#9B6A28,62,62,True
1010,Tocache,62,Peru,#9B6A28,62,62,True
1011,Jaén (PE),62,Peru,#9B6A28,62,62,True
1012,Lagunas,62,Peru,#9B6A28,62,62,True
1013,Nauta,62,Peru,#9B6A28,62,62,True
1014,Pucallpa,62,Peru,#9B6A28,62,62,True
1015,Pebas,62,Peru,#9B6A28,62,62,True
1016,Nasca,62,Peru,#9B6A28,62,62,True
1017,Maracaibo,59,Venezuela,#74798B,59,59,True
1018,Valera,59,Venezuela,#74798B,59,59,True
1019,San Cristóbal,59,Venezuela,#74798B,59,59,True
1020,Barquisimeto,59,Venezuela,#74798B,59,59,True
1021,Valencia (VE),59,Venezuela,#74798B,59,59,True
