province_id,province_name,component_count,min_x_raw,min_y_raw,max_x_raw,max_y_raw,min_x,min_y,max_x,max_y
721,Estevan,1,35168,20402,37504,23184,2198.0,1275.125,2344.0,1449.0
722,Yorkton,1,36272,19744,37490,20729,2267.0,1234.0,2343.125,1295.5625
723,Moose Jaw,1,33296,20846,35472,23184,2081.0,1302.875,2217.0,1449.0
724,Swift Current,1,30637,20547,33600,23184,1914.8125,1284.1875,2100.0,1449.0
725,Kindersley,1,30636,18480,32208,20868,1914.75,1155.0,2013.0,1304.25
726,Rosetown,1,31931,19104,33968,21364,1995.6875,1194.0,2123.0,1335.25
727,Meadow Lake,1,30672,16496,32352,18720,1917.0,1031.0,2022.0,1170.0
728,Rosthern,1,33632,17792,35072,19344,2102.0,1112.0,2192.0,1209.0
729,Humboldt,1,34224,18512,36560,20160,2139.0,1157.0,2285.0,1260.0
730,Archerwill,1,36064,17232,37408,19872,2254.0,1077.0,2338.0,1242.0
731,Davidson,1,33710,19664,36478,21289,2106.875,1229.0,2279.875,1330.5625
732,Radisson,1,32080,17888,33808,19488,2005.0,1118.0,2113.0,1218.0
733,Shellbrook,1,33120,16640,35264,18064,2070.0,1040.0,2204.0,1129.0
734,Shell Lake,1,31936,16368,33504,18000,1996.0,1023.0,2094.0,1125.0
735,Beauval,1,32128,14864,34576,16816,2008.0,929.0,2161.0,1051.0
736,La Loche,1,30688,14848,32880,16688,1918.0,928.0,2055.0,1043.0
737,Dawson,1,15568,8848,20128,12818,973.0,553.0,1258.0,801.125
738,Whitehorse,1,17776,13408,18597,14080,1111.0,838.0,1162.3125,880.0
739,Destruction Bay,1,15519,12110,18741,14944,969.9375,756.875,1171.3125,934.0
740,Ross River,1,18419,11440,21296,14389,1151.1875,715.0,1331.0,899.3125
741,Nahanni Butte,1,19950,11184,25920,14974,1246.875,699.0,1620.0,935.875
742,Yellowknife,1,24592,10912,28720,14848,1537.0,682.0,1795.0,928.0
743,Winnipeg,1,40608,21224,41296,21920,2538.0,1326.5,2581.0,1370.0
744,Brandon,1,37384,20384,40843,23200,2336.5,1274.0,2552.6875,1450.0
745,Dauphin,1,37366,18944,40393,21189,2335.375,1184.0,2524.5625,1324.3125
746,Swan River,1,37408,16640,40864,19248,2338.0,1040.0,2554.0,1203.0
747,Peguis,1,40080,18608,44304,21450,2505.0,1163.0,2769.0,1340.625
748,Steinbach,1,40144,20702,42706,23200,2509.0,1293.875,2669.125,1450.0
749,Snow Lake,1,37408,13520,42192,17056,2338.0,845.0,2637.0,1066.0
750,Shamattawa,1,44816,13376,48670,18528,2801.0,836.0,3041.875,1158.0
751,Thompson,1,41648,13744,45344,17392,2603.0,859.0,2834.0,1087.0
752,Grand Rapids,1,40144,16144,45072,18768,2509.0,1009.0,2817.0,1173.0
753,La Brochet,1,37440,9990,42142,14320,2340.0,624.375,2633.875,895.0
754,Whale Cove,10,46882,4415,82458,15479,2930.125,275.9375,5153.625,967.4375
755,Baker Lake,5,41596,6362,54462,14112,2599.75,397.625,3403.875,882.0
756,Toronto,1,55056,28592,55921,29466,3441.0,1787.0,3495.0625,1841.625
757,Sudbury,1,53680,25504,54448,26128,3355.0,1594.0,3403.0,1633.0
758,Thunder Bay,1,46560,23440,47581,24518,2910.0,1465.0,2973.8125,1532.375
759,Moosonee,1,51888,18229,55137,22672,3243.0,1139.3125,3446.0625,1417.0
760,Timmins,1,53232,23168,54048,23952,3327.0,1448.0,3378.0,1497.0
761,New York,2,59360,31888,61452,32685,3710.0,1993.0,3840.75,2042.8125
762,Boston,1,61840,30052,62520,30843,3865.0,1878.25,3907.5,1927.6875
763,Fort Severn,1,45600,16174,51291,19552,2850.0,1010.875,3205.6875,1222.0
764,Winisk,1,50912,17861,52230,19217,3182.0,1116.3125,3264.375,1201.0625
765,Wabitigweyaang,1,42517,18240,47344,20803,2657.3125,1140.0,2959.0,1300.1875
766,Ignance,1,44416,21910,47648,24240,2776.0,1369.375,2978.0,1515.0
767,Kenora,1,42592,20091,45629,23776,2662.0,1255.6875,2851.8125,1486.0
768,Nipigon,1,47216,21269,50176,23720,2951.0,1329.3125,3136.0,1482.5
769,Sault Ste. Marie,1,51181,24928,53952,26425,3198.8125,1558.0,3372.0,1651.5625
770,North Bay,1,53503,24976,56254,27464,3343.9375,1561.0,3515.875,1716.5
771,Kawartha Lakes,1,54899,27568,57170,28965,3431.1875,1723.0,3573.125,1810.3125
772,Ottawa,1,56576,27305,59019,28939,3536.0,1706.5625,3688.6875,1808.6875
773,Huntsville,1,54899,26400,57634,27763,3431.1875,1650.0,3602.125,1735.1875
774,Hamilton (ON),1,52770,27197,55468,30956,3298.125,1699.8125,3466.75,1934.75
775,Montréal,1,59136,26736,60032,27492,3696.0,1671.0,3752.0,1718.25
776,Engelhart,1,53840,23520,55056,25440,3365.0,1470.0,3441.0,1590.0
777,Gogama,1,52480,23808,54224,25728,3280.0,1488.0,3389.0,1608.0
778,Cochrane,1,52784,22128,55072,23632,3299.0,1383.0,3442.0,1477.0
779,Wawa,1,50837,22928,53312,25410,3177.3125,1433.0,3332.0,1588.125
780,Hearst,1,50529,19090,53120,23136,3158.0625,1193.125,3320.0,1446.0
781,Geraldton (ON),1,49727,21359,52000,24231,3107.9375,1334.9375,3250.0,1514.4375
782,Fort Hope,1,48112,18960,51531,21634,3007.0,1185.0,3220.6875,1352.125
783,Sioux Lookout,1,44665,19344,48592,22301,2791.5625,1209.0,3037.0,1393.8125
784,Québec,1,61104,24688,62344,25867,3819.0,1543.0,3896.5,1616.6875
785,Saguenay,1,61040,21200,65257,25444,3815.0,1325.0,4078.5625,1590.25
786,Sherbrooke,1,59020,26673,62352,27872,3688.75,1667.0625,3897.0,1742.0
787,Victoriaville,1,60688,25151,62944,27168,3793.0,1571.9375,3934.0,1698.0
788,Shawinigan,1,59344,25024,61670,27218,3709.0,1564.0,3854.375,1701.125
789,Rouyn-Noranda,1,55056,22784,57696,24864,3441.0,1424.0,3606.0,1554.0
790,Saint-Jérôme,1,56930,25696,59744,27574,3558.125,1606.0,3734.0,1723.375
791,La Tuque,1,59344,21744,61648,25280,3709.0,1359.0,3853.0,1580.0
792,Rimouski,1,63809,22990,65168,24096,3988.0625,1436.875,4073.0,1506.0
793,Val-d'Or,1,57408,23616,58384,24464,3588.0,1476.0,3649.0,1529.0
794,Kipawa,1,55040,24512,57664,26797,3440.0,1532.0,3604.0,1674.8125
795,La Sarre,1,55008,20550,58352,23184,3438.0,1284.375,3647.0,1449.0
796,Kitcisakik,1,56912,24016,59696,26224,3557.0,1501.0,3731.0,1639.0
797,Salluit,1,60198,13614,66976,17024,3762.375,850.875,4186.0,1064.0
798,Sakami,1,58550,15913,63664,21664,3659.375,994.5625,3979.0,1354.0
799,Happy Valley-Goose Bay,1,67918,15501,73433,21622,4244.875,968.8125,4589.5625,1351.375
800,Sept-Îles,1,63824,19904,70299,22715,3989.0,1244.0,4393.6875,1419.6875
801,Kuujjuaq,1,64752,15755,69264,20144,4047.0,984.6875,4329.0,1259.0
802,Mistissini,1,62128,20320,64032,21456,3883.0,1270.0,4002.0,1341.0
803,Eastmain,1,56099,18456,61296,22384,3506.1875,1153.5,3831.0,1399.0
804,Caniapiscau,1,62912,16272,67488,20864,3932.0,1017.0,4218.0,1304.0
805,Aklavik,1,18832,6739,25579,12688,1177.0,421.1875,1598.6875,793.0
806,Old Crow,1,15537,5868,20649,10944,971.0625,366.75,1290.5625,684.0
807,Fort Reliance,1,30544,9361,33984,14880,1909.0,585.0625,2124.0,930.0
808,Snowdrift,1,28144,10576,31216,14864,1759.0,661.0,1951.0,929.0
809,Bathurst Inlet,1,32464,9314,37567,14896,2029.0,582.125,2347.9375,931.0
810,Coppermine,1,24304,8524,31416,11552,1519.0,532.75,1963.5,722.0
811,Philadelphia,1,58032,33248,58640,33856,3627.0,2078.0,3665.0,2116.0
812,Washington,1,57152,33967,57931,35029,3572.0,2122.9375,3620.6875,2189.3125
813,Pittsburgh,1,54224,32240,55840,33600,3389.0,2015.0,3490.0,2100.0
814,Rochester (NY),1,55132,29533,57504,31360,3445.75,1845.8125,3594.0,1960.0
815,Baltimore,1,56704,32816,58224,34336,3544.0,2051.0,3639.0,2146.0
816,Johnstown,1,55648,32336,57104,33920,3478.0,2021.0,3569.0,2120.0
817,Princeton,1,58496,32176,59719,33774,3656.0,2011.0,3732.4375,2110.875
818,Harrisburg,1,56928,32112,58784,33376,3558.0,2007.0,3674.0,2086.0
819,Scranton,1,58128,31280,59712,32464,3633.0,1955.0,3732.0,2029.0
820,Syracuse,1,57306,29150,59520,30528,3581.625,1821.875,3720.0,1908.0
821,Binghamton,1,57408,30368,58928,31472,3588.0,1898.0,3683.0,1967.0
822,Providence,1,61040,30640,63111,31714,3815.0,1915.0,3944.4375,1982.125
823,Worcester,1,60032,29600,61888,30688,3752.0,1850.0,3868.0,1918.0
824,Hartford,1,59776,29760,61456,31296,3736.0,1860.0,3841.0,1956.0
825,New Haven,1,59504,31168,61232,32052,3719.0,1948.0,3827.0,2003.25
826,Atlantic City,1,57823,33600,59538,35947,3613.9375,2100.0,3721.125,2246.6875
827,Erie,1,54304,30203,55792,32512,3394.0,1887.6875,3487.0,2032.0
828,Lewisburg,1,56832,30800,58256,32256,3552.0,1925.0,3641.0,2016.0
829,State College,1,55536,31008,57280,32560,3471.0,1938.0,3580.0,2035.0
830,Bangor,1,62560,25056,65344,28665,3910.0,1566.0,4084.0,1791.5625
831,Portland (ME),1,61088,26880,63647,29424,3818.0,1680.0,3977.9375,1839.0
832,Manchester (NH),1,60304,28752,62645,30173,3769.0,1797.0,3915.3125,1885.8125
833,Albany (NY),1,59472,29440,60048,30064,3717.0,1840.0,3753.0,1879.0
834,Kingston (NY),1,58672,29904,60080,31456,3667.0,1869.0,3755.0,1966.0
835,Burlington,1,59248,27824,61248,29680,3703.0,1739.0,3828.0,1855.0
836,Watertown,1,57875,27733,59856,29376,3617.1875,1733.3125,3741.0,1836.0
837,Miami,1,54400,45702,54977,46540,3400.0,2856.375,3436.0625,2908.75
838,Atlanta,1,51184,38864,51808,39472,3199.0,2429.0,3238.0,2467.0
839,Jacksonville,1,53296,41980,53919,42640,3331.0,2623.75,3369.9375,2665.0
840,New Orleans,1,46609,42576,47555,43439,2913.0625,2661.0,2972.1875,2714.9375
841,Lafayette (LA),1,43668,41728,46914,43678,2729.25,2608.0,2932.125,2729.875
842,Shreveport,1,43584,40075,45931,41968,2724.0,2504.6875,2870.6875,2623.0
843,Jackson,1,45637,39713,47280,41472,2852.3125,2482.0625,2955.0,2592.0
844,Oxford,1,45965,38189,48096,40144,2872.8125,2386.8125,3006.0,2509.0
845,Hattiesburg,1,45806,41134,47792,42747,2862.875,2570.875,2987.0,2671.6875
846,Huntsville (AL),1,47856,38240,50048,39584,2991.0,2390.0,3128.0,2474.0
847,Birmingham (AL),1,47792,39360,50016,40752,2987.0,2460.0,3126.0,2547.0
848,Montgomery,1,48480,40608,49216,41312,3030.0,2538.0,3076.0,2582.0
849,Meridian,1,47120,39904,48736,41504,2945.0,2494.0,3046.0,2594.0
850,Athens (GA),1,51472,38288,53152,39776,3217.0,2393.0,3322.0,2486.0
851,Marietta,1,49824,38272,51536,39568,3114.0,2392.0,3221.0,2473.0
852,Macon,1,51424,39360,53456,40944,3214.0,2460.0,3341.0,2559.0
853,Savannah,1,52720,40144,54266,42115,3295.0,2509.0,3391.625,2632.1875
854,Columbus (GA),1,49840,39344,51600,41088,3115.0,2459.0,3225.0,2568.0
855,Dothan,1,49008,40448,50864,41856,3063.0,2528.0,3179.0,2616.0
856,Tallahassee,1,50178,41648,52048,43080,3136.125,2603.0,3253.0,2692.5
857,Fredericton,1,63728,24127,66247,27576,3983.0,1507.9375,4140.4375,1723.5
858,Moncton,1,65792,24106,68046,27504,4112.0,1506.625,4252.875,1719.0
859,Yarmouth,1,65993,26576,69208,29312,4124.5625,1661.0,4325.5,1832.0
860,New Glasgow,1,67680,25183,71193,27757,4230.0,1573.9375,4449.5625,1734.8125
861,Valdosta,1,51760,40848,53360,42688,3235.0,2553.0,3335.0,2668.0
862,Albany (GA),1,50672,40464,52224,41824,3167.0,2529.0,3264.0,2614.0
863,Gainesville,1,51858,42353,54367,44048,3241.125,2647.0625,3397.9375,2753.0
864,Orlando,1,53520,43763,54978,45936,3345.0,2735.1875,3436.125,2871.0
865,Tampa,1,52652,43863,53920,45749,3290.75,2741.4375,3370.0,2859.3125
866,Fort Myers,1,53166,45280,54981,47293,3322.875,2830.0,3436.3125,2955.8125
867,Mobile,1,47628,41152,49379,42492,2976.75,2572.0,3086.1875,2655.75
868,Panama City,1,49246,41472,50656,42618,3077.875,2592.0,3166.0,2663.625
869,Tijuana,1,24951,40560,25600,41184,1559.4375,2535.0,1600.0,2574.0
870,Ensenada,1,25104,40281,27264,42049,1569.0,2517.5625,1704.0,2628.0625
871,La Suerte,1,25598,41622,26987,43056,1599.875,2601.375,1686.6875,2691.0
872,San Ignacio,1,26644,44028,29262,46371,1665.25,2751.75,1828.875,2898.1875
873,Punta Prieta,2,26027,42724,27965,44359,1626.6875,2670.25,1747.8125,2772.4375
874,La Paz (MX),1,28944,47407,31201,49526,1809.0,2962.9375,1950.0625,3095.375
875,Loreto,1,28344,45891,30020,47888,1771.5,2868.1875,1876.25,2993.0
876,Chihuahua,1,33232,42896,33984,43632,2077.0,2681.0,2124.0,2727.0
877,Hermosillo,1,29648,42864,30672,43712,1853.0,2679.0,1917.0,2732.0
878,Monterey,1,37248,46128,37824,46688,2328.0,2883.0,2364.0,2918.0
879,Mazatlan,1,32106,48448,32976,49465,2006.625,3028.0,2061.0,3091.5625
880,Mérida,1,44787,50626,45440,51184,2799.1875,3164.125,2840.0,3199.0
881,Veracruz,1,40048,52752,40661,53376,2503.0,3297.0,2541.3125,3336.0
882,Mexico City,1,37872,52064,38576,52768,2367.0,3254.0,2411.0,3298.0
883,Acapulco,1,37375,54480,38112,55060,2335.9375,3405.0,2382.0,3441.25
884,Tepic,1,32542,48848,35408,51054,2033.875,3053.0,2213.0,3190.875
885,San Luis Potosi,1,35568,49056,36528,49840,2223.0,3066.0,2283.0,3115.0
886,Tampico,1,35296,48560,38809,50592,2206.0,3035.0,2425.5625,3162.0
887,Puerto Vallarta,1,32815,50720,35296,53111,2050.9375,3170.0,2206.0,3319.4375
888,Guadalajara,1,34784,50560,35600,51664,2174.0,3160.0,2225.0,3229.0
889,Irapuato,1,35488,50240,37168,51920,2218.0,3140.0,2323.0,3245.0
890,Poza Rica,1,37920,49985,40024,51904,2370.0,3124.0625,2501.5,3244.0
891,Xalapa Enríquez,1,38272,51633,40441,53056,2392.0,3227.0625,2527.5625,3316.0
892,Escárcega,1,43344,52327,45440,54752,2709.0,3270.4375,2840.0,3422.0
893,Chilpancingo,1,37024,52944,38544,54656,2314.0,3309.0,2409.0,3416.0
894,San Juan del Río,1,37024,50128,38320,52320,2314.0,3133.0,2395.0,3270.0
895,Morelia,1,35824,51680,37984,53216,2239.0,3230.0,2374.0,3326.0
896,Colima,1,34106,51600,36288,54057,2131.625,3225.0,2268.0,3378.5625
897,Petatlán,1,35916,53120,37680,54835,2244.75,3320.0,2355.0,3427.1875
898,San Marcos,1,37809,53680,39728,55561,2363.0625,3355.0,2483.0,3472.5625
899,Córdoba (MX),1,37856,52640,40336,54144,2366.0,3290.0,2521.0,3384.0
900,Oaxaca,1,38849,54656,40964,55944,2428.0625,3416.0,2560.25,3496.5
901,Villahermosa,1,41504,53102,43824,54432,2594.0,3318.875,2739.0,3402.0
902,Coatzacoalcos,1,40192,53079,41712,54544,2512.0,3317.4375,2607.0,3409.0
903,Tuxtepec,1,39536,53712,41984,55040,2471.0,3357.0,2624.0,3440.0
904,Tuxtla Gutiérrez,1,40736,54800,43168,57387,2546.0,3425.0,2698.0,3586.6875
905,Palenque,1,41872,54096,44368,55472,2617.0,3381.0,2773.0,3467.0
906,Campeche,1,44077,50689,45248,52752,2754.8125,3168.0625,2828.0,3297.0
907,Cancún,1,45286,50352,47175,51785,2830.375,3147.0,2948.4375,3236.5625
908,Valladolid (MX),1,45040,50976,46696,52606,2815.0,3186.0,2918.5,3287.875
909,Chetumal,1,44672,52320,46516,54288,2792.0,3270.0,2907.25,3393.0
910,Elfin Cove,1,15332,14944,18304,17517,958.25,934.0,1144.0,1094.8125
911,Benito Juárez,1,32128,41240,34234,43088,2008.0,2577.5,2139.625,2693.0
912,Caborca,1,27060,40287,30224,43392,1691.25,2517.9375,1889.0,2712.0
913,Navojoa,1,28413,43105,31104,45969,1775.8125,2694.0625,1944.0,2873.0625
914,Los Mochis,1,30364,45072,32528,47379,1897.75,2817.0,2033.0,2961.1875
915,Culiacán Rosales,1,31154,46272,32976,48861,1947.125,2892.0,2061.0,3053.8125
916,Delicias,1,33504,42517,35440,44592,2094.0,2657.3125,2215.0,2787.0
917,Ures,1,29584,41296,32320,43312,1849.0,2581.0,2020.0,2707.0
918,Ciudad Cuauhtémoc,1,31840,42864,33696,44624,1990.0,2679.0,2106.0,2789.0
919,Creel,1,30432,43152,32560,45184,1902.0,2697.0,2035.0,2824.0
920,Piedras Negras,1,34930,42192,37387,44480,2183.125,2637.0,2336.6875,2780.0
921,Monclova,1,35840,44132,37897,46288,2240.0,2758.25,2368.5625,2893.0
922,Reynosa,1,37648,45625,39406,47518,2353.0,2851.5625,2462.875,2969.875
923,Ciudad Victoria,1,37232,46576,39010,48839,2327.0,2911.0,2438.125,3052.4375
924,Saltillo,1,35824,45712,37376,47376,2239.0,2857.0,2336.0,2961.0
925,Matehuala,1,36032,47120,37712,49232,2252.0,2945.0,2357.0,3077.0
926,Fresnillo,1,34336,47216,36336,50112,2146.0,2951.0,2271.0,3132.0
927,Torreón,1,34128,45760,35984,47424,2133.0,2860.0,2249.0,2964.0
928,Durango,1,32704,47280,34544,49312,2044.0,2955.0,2159.0,3082.0
929,Hidalgo del Parral,1,31904,44240,34336,46048,1994.0,2765.0,2146.0,2878.0
930,El Hundido,1,34176,44144,36464,46064,2136.0,2759.0,2279.0,2879.0
931,Rodeo,1,32496,45728,34528,47440,2031.0,2858.0,2158.0,2965.0
932,Belize City,1,44704,54965,45458,55888,2794.0,3435.3125,2841.125,3493.0
933,Belmopan,1,42528,54146,45859,56720,2658.0,3384.125,2866.1875,3545.0
934,Guatemala,1,42273,56304,44688,58083,2642.0625,3519.0,2793.0,3630.1875
935,San Pedro Sula,1,44000,55632,46192,57376,2750.0,3477.0,2887.0,3586.0
936,San Miguel,1,43990,57248,45824,58374,2749.375,3578.0,2864.0,3648.375
937,San Jose,1,45870,59088,47532,61747,2866.875,3693.0,2970.75,3859.1875
938,Managua,1,45174,57412,48284,60196,2823.375,3588.25,3017.75,3762.25
939,Tegucigalpa,1,45270,56240,48464,58608,2829.375,3515.0,3029.0,3663.0
940,La Palma,1,49355,61067,50224,62605,3084.6875,3816.6875,3139.0,3912.8125
941,David,1,46987,60395,49069,62526,2936.6875,3774.6875,3066.8125,3907.875
942,Havanna,1,53201,48871,54154,49380,3325.0625,3054.4375,3384.625,3086.25
943,Pinar del Río,1,51977,48900,53474,49975,3248.5625,3056.25,3342.125,3123.4375
944,Cienfuegos,1,53787,48883,55687,50287,3361.6875,3055.1875,3480.4375,3142.9375
945,Camagüey,1,56040,50014,57690,51018,3502.5,3125.875,3605.625,3188.625
946,Santa Clara,1,55168,49121,56801,50289,3448.0,3070.0625,3550.0625,3143.0625
947,Santiago d. C.,1,57399,51024,57872,51544,3587.4375,3189.0,3617.0,3221.5
948,Rio Branco,1,56160,71728,58096,73776,3510.0,4483.0,3631.0,4611.0
949,Guantánamo,1,57568,50419,59031,51656,3598.0,3151.1875,3689.4375,3228.5
950,Bayamo,1,56510,50720,57696,51513,3531.875,3170.0,3606.0,3219.5625
951,Santo Domingo,1,61648,52352,62296,53041,3853.0,3272.0,3893.5,3315.0625
952,Higüey,1,61328,51837,62962,53008,3833.0,3239.8125,3935.125,3313.0
953,Azua,1,60528,52112,61879,53117,3783.0,3257.0,3867.4375,3319.8125
954,Port-au-Prince,2,58783,52303,61197,53448,3673.9375,3268.9375,3824.8125,3340.5
955,San Juan,1,63461,52684,64808,53380,3966.3125,3292.75,4050.5,3336.25
956,Kingston,1,56983,52555,57969,53310,3561.4375,3284.6875,3623.0625,3331.875
957,Montego Bay,1,55775,52479,57305,53433,3485.9375,3279.9375,3581.5625,3339.5625
958,Bogota,1,51648,63120,52224,63680,3228.0,3945.0,3264.0,3980.0
959,Barranquilla,1,51651,58504,52364,59088,3228.1875,3656.5,3272.75,3693.0
960,Medellín,1,50624,61840,51200,62432,3164.0,3865.0,3200.0,3902.0
961,Pasto,1,49856,64880,50528,65536,3116.0,4055.0,3158.0,4096.0
962,La Pedrera,1,54496,66096,56112,68962,3406.0,4131.0,3507.0,4310.125
963,Pacoa,1,53296,65456,55168,67504,3331.0,4091.0,3448.0,4219.0
964,Mitú,1,54352,64112,57019,66352,3397.0,4007.0,3563.6875,4147.0
965,Puerto Iñírida,1,56816,63872,57712,64861,3551.0,3992.0,3607.0,4053.8125
966,La Primavera,1,54336,61104,57424,62816,3396.0,3819.0,3589.0,3926.0
967,Valledupar,1,52080,57447,54709,60128,3255.0,3590.4375,3419.3125,3758.0
968,Manizales,1,49927,62160,51856,63728,3120.4375,3885.0,3241.0,3983.0
969,Cali,1,49821,63300,51120,64992,3113.8125,3956.25,3195.0,4062.0
970,Tumaco,1,48911,64239,50144,65872,3056.9375,4014.9375,3134.0,4117.0
971,Florencia,1,50096,64704,51600,66112,3131.0,4044.0,3225.0,4132.0
972,Puerto Leguizamo,1,50960,64960,53840,67360,3185.0,4060.0,3365.0,4210.0
973,Neiva,1,50800,63376,52800,65104,3175.0,3961.0,3300.0,4069.0
974,Tunja,1,51600,61792,53008,63456,3225.0,3862.0,3313.0,3966.0
975,San José del Guaviare,1,51728,63664,54832,65568,3233.0,3979.0,3427.0,4098.0
976,Montería,1,50502,58653,52336,61104,3156.375,3665.8125,3271.0,3819.0
977,Bucaramanga,1,52160,59792,54528,61616,3260.0,3737.0,3408.0,3851.0
978,Turbo,1,49734,60459,51328,62288,3108.375,3778.6875,3208.0,3893.0
979,Puerto Berrio,1,51040,60848,52752,62288,3190.0,3803.0,3297.0,3893.0
980,Yopal,1,52640,62448,55088,64176,3290.0,3903.0,3443.0,4011.0
981,Espinar,1,53088,74935,54953,76320,3318.0,4683.4375,3434.5625,4770.0
982,Cumaribo,1,54672,62096,57456,64512,3417.0,3881.0,3591.0,4032.0
983,Boavita,1,52672,61440,54608,62624,3292.0,3840.0,3413.0,3914.0
984,Quito,1,49024,65984,49600,66512,3064.0,4124.0,3100.0,4157.0
985,Nueva Loja,1,49312,65488,51120,66944,3082.0,4093.0,3195.0,4184.0
986,Guayaquil,1,47491,67408,49680,68596,2968.1875,4213.0,3105.0,4287.25
987,Manta,1,47578,66623,49136,67921,2973.625,4163.9375,3071.0,4245.0625
988,Ambato,1,48688,66400,50640,67760,3043.0,4150.0,3165.0,4235.0
989,Esmeraldas,1,47807,65144,49504,66750,2987.9375,4071.5,3094.0,4171.875
990,Cuenca (EC),1,47880,68160,50016,69808,2992.5,4260.0,3126.0,4363.0
991,Lononaco,1,50592,66080,52640,67616,3162.0,4130.0,3290.0,4226.0
992,Puerto Pardo,1,49440,67408,50864,69168,3090.0,4213.0,3179.0,4323.0
993,Boca,1,51872,66688,53456,68448,3242.0,4168.0,3341.0,4278.0
994,Merritt,1,20294,21488,22176,23213,1268.375,1343.0,1386.0,1450.8125
995,Carcross,1,17408,13825,20092,14996,1088.0,864.0625,1255.75,937.25
996,Tarapoto,1,50304,69936,52336,71392,3144.0,4371.0,3271.0,4462.0
997,Lima,1,50104,73776,50928,74488,3131.5,4611.0,3183.0,4655.5
998,Piura,1,47370,68867,48848,71239,2960.625,4304.1875,3053.0,4452.4375
999,Chiclayo,1,48267,70480,49920,72322,3016.6875,4405.0,3120.0,4520.125
1000,Trujillo,1,49199,72048,49984,72900,3074.9375,4503.0,3124.0,4556.25
1001,Chincha Alta,1,50384,74144,52736,75813,3149.0,4634.0,3296.0,4738.3125
1002,Tacna,1,53432,76544,56624,78460,3339.5,4784.0,3539.0,4903.75
1003,Arequipa,1,53712,76048,54416,76624,3357.0,4753.0,3401.0,4789.0
1004,Puno,1,54246,74880,56544,77008,3390.375,4680.0,3534.0,4813.0
1005,P. Maldonado,1,55360,74368,56032,75024,3460.0,4648.0,3502.0,4689.0
1006,Cusco,1,53296,74520,53874,75152,3331.0,4657.5,3367.125,4697.0
1007,Ayacucho,1,51840,73149,53654,74992,3240.0,4571.8125,3353.375,4687.0
1008,Huancayo,1,50752,72848,52592,74336,3172.0,4553.0,3287.0,4646.0
1009,Alerta,1,53198,72720,55344,74032,3324.875,4545.0,3459.0,4627.0
1010,Tocache,1,50656,71184,52224,73264,3166.0,4449.0,3264.0,4579.0
1011,Jaén (PE),1,48688,69072,50544,70832,3043.0,4317.0,3159.0,4427.0
1012,Lagunas,1,50336,68528,52752,70112,3146.0,4283.0,3297.0,4382.0
1013,Nauta,1,52048,69424,53456,71742,3253.0,4339.0,3341.0,4483.875
1014,Pucallpa,1,51792,71184,53634,73284,3237.0,4449.0,3352.125,4580.25
1015,Pebas,1,53040,67328,55456,69259,3315.0,4208.0,3466.0,4328.6875
1016,Nasca,1,51215,74832,53296,76750,3200.9375,4677.0,3331.0,4796.875
1017,Maracaibo,1,53904,58357,54473,59334,3369.0,3647.3125,3404.5625,3708.375
1018,Valera,1,54308,59088,56448,60032,3394.25,3693.0,3528.0,3752.0
1019,San Cristóbal,1,53664,59984,54352,60608,3354.0,3749.0,3397.0,3788.0
1020,Barquisimeto,1,55632,58784,56240,59312,3477.0,3674.0,3515.0,3707.0
1021,Valencia (VE),1,56144,58702,58144,59632,3509.0,3668.875,3634.0,3727.0
1022,Caracas,1,57518,58637,58441,59168,3594.875,3664.8125,3652.5625,3698.0
1023,Cumaná,1,58960,58555,61671,59920,3685.0,3659.6875,3854.4375,3745.0
1024,Maturín,1,60448,59216,61040,59776,3778.0,3701.0,3815.0,3736.0
1025,Ciudad Bolívar,1,60896,59134,63049,61104,3806.0,3695.875,3940.5625,3819.0
1026,Calabozo,1,57040,59376,58384,60960,3565.0,3711.0,3649.0,3810.0
1027,Canaima,1,60272,60736,62656,62368,3767.0,3796.0,3916.0,3898.0
1028,Urimán,1,60080,61792,62464,63360,3755.0,3862.0,3904.0,3960.0
1029,Firiña,1,58560,61664,60736,63248,3660.0,3854.0,3796.0,3953.0
1030,Zaraza,1,58096,58630,59744,60672,3631.0,3664.375,3734.0,3792.0
1031,Guarataro,1,59344,59680,61072,61872,3709.0,3730.0,3817.0,3867.0
1032,San Juan de Manapiare,1,57104,62208,58736,63408,3569.0,3888.0,3671.0,3963.0
1033,Tamatama,1,57328,63136,58656,64592,3583.0,3946.0,3666.0,4037.0
1034,La Esmeralda,1,58512,63184,59923,65028,3657.0,3949.0,3745.1875,4064.25
1035,Bruno,1,57562,64128,59832,65537,3597.625,4008.0,3739.5,4096.0625
1036,Machiques,1,53296,57934,54608,61056,3331.0,3620.875,3413.0,3816.0
1037,Barinas,1,54400,59776,56448,61248,3400.0,3736.0,3528.0,3828.0
1038,Arismendi,1,56272,59488,57376,60992,3517.0,3718.0,3586.0,3812.0
1039,Elorza,1,54992,60624,57040,61568,3437.0,3789.0,3565.0,3848.0
1040,Maripa,1,57904,60368,59600,61792,3619.0,3773.0,3725.0,3862.0
1041,Parguaza,1,56528,60896,58656,62352,3533.0,3806.0,3666.0,3897.0
1042,Paramaribo,1,65772,61867,66592,62528,4110.75,3866.6875,4162.0,3908.0
1043,Georgetown,1,62368,60048,65065,62400,3898.0,3753.0,4066.5625,3900.0
